tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
CP,14h18m13.39s,214.555774,+82d11m37.55s,82.193764,84.408,0.045,-0.045,0.0,-64.898,0.043,-0.043,0.0,2460473.411486,0.00109,-0.00109,0,9.6867516,1.03e-05,-1.03e-05,0,2.512,0.497,-0.497,0,1669.0,39.161,-39.161,0,3.00336,0.218103,-0.218103,0,41.6645,,,,707.0,,,,10.112,0.006,-0.006,0,72.0238,0.13235,-0.13235,0,4738.1,139.3,-139.3,0,4.59,0.1,-0.1,0,0.73,0.05,-0.05,0,2019-08-27 16:09:25,2025-04-20 12:03:53
CP,19h48m51.8s,297.215817,+64d21m15.66s,64.354351,-5.676,0.084,-0.084,0.0,0.188,0.066,-0.066,0.0,2460556.242383,0.002147,-0.002147,0,2.1031647,1.35e-05,-1.35e-05,0,5.059,0.677,-0.677,0,7142.0,2079.88,-2079.88,0,16.7087,0.75644,-0.75644,0,14140.0,,,,3037.0,,,,10.079,0.009,-0.009,0,302.819,3.502,-3.502,0,6122.0,124.7,-124.7,0,3.93,0.08,-0.08,0,1.93,0.09,-0.09,0,2019-08-27 16:09:24,2024-11-14 10:08:02
FP,13h26m27.52s,201.614657,+65d18m22.85s,65.306346,-21.314,1.32,-1.32,0.0,18.923,1.467,-1.467,0.0,2460386.22206,0.000505,-0.000505,0,7.6416041,7.5e-06,-7.5e-06,0,2.654,0.243,-0.243,0,6025.0,2230.39,-2230.39,0,27.538,2.70516,-2.70516,0,478.683,,,,1303.0,,,,10.0049,0.006,-0.006,0,,,,0,6496.7,255.1,-255.1,0,,,,0,2.05,0.13,-0.13,0,2019-08-27 16:09:26,2024-05-23 10:08:02
FP,19h06m59.31s,286.74712,+71d42m44.56s,71.712377,-20.36,2.0,-2.0,0.0,17.32,2.0,-2.0,0.0,2460654.565628,9.9e-05,-9.9e-05,0,5.9294088,6e-07,-6e-07,0,2.933,0.07,-0.07,0,10226.0,115.463,-115.463,0,10.8101,,,0,456.893,,,,,,,,9.9478,0.007,-0.007,0,112.868,,,0,5095.6,1241.5,-1241.5,0,,,,0,1.06,,,0,2019-08-27 16:09:27,2025-07-23 10:08:02
CP,18h08m49.08s,272.20452,+60d40m43.63s,60.678785,64.887,0.042,-0.042,0.0,138.082,0.045,-0.045,0.0,2460558.350441,0.000696,-0.000696,0,5.7484439,3.9e-06,-3.9e-06,0,1.76,0.292,-0.292,0,1041.0,31.9505,-31.9505,0,2.35215,0.194028,-0.194028,0,75.272,,,,820.0,,,,9.9469,0.006,-0.006,0,58.5946,0.0779,-0.0779,0,4534.0,127.6,-127.6,0,4.61,0.1,-0.1,0,0.69,0.06,-0.06,0,2019-08-27 16:09:26,2025-04-20 12:03:53
FP,19h49m50.26s,297.459433,+34d49m46.8s,34.829667,19.777,0.045,-0.045,0.0,11.228,0.045,-0.045,0.0,2460532.182655,0.00163,-0.00163,0,1.1967018,2.3e-06,-2.3e-06,0,1.879,0.611,-0.611,0,824.0,1753.13,-1753.13,0,10.3239,3.12117,-3.12117,0,25917.9,,,,3534.0,,,,9.94025,0.006,-0.006,0,246.798,1.7075,-1.7075,0,5997.0,149.9,-149.9,0,4.0,0.08,-0.08,0,1.73,0.08,-0.08,0,2019-09-03 15:31:12,2024-09-10 10:08:02
FP,16h46m32.03s,251.633465,+65d42m54.13s,65.715035,-23.07,0.056,-0.056,0.0,31.142,0.056,-0.056,0.0,2460649.2545,0.000779,-0.000779,0,11.2464616,1.57e-05,-1.57e-05,0,7.391,0.114,-0.114,0,7576.0,210.542,-210.542,0,17.6677,0.835158,-0.835158,0,365.938,,,,1218.0,,,,9.92402,0.006,-0.006,0,294.85,2.4105,-2.4105,0,6115.7,343.6,-343.6,0,3.89,0.08,-0.08,0,2.01,0.09,-0.09,0,2019-08-27 16:09:25,2025-07-23 10:08:02
FP,20h26m55.4s,306.730853,+38d55m56.17s,38.93227,6.103,0.055,-0.055,0.0,2.194,0.06,-0.06,0.0,2458687.19253,0.00166,-0.00166,0,8.5112,0.00138,-0.00138,0,3.486,0.185,-0.185,0,4172.76,1626.12,-1626.12,0,,,,0,,,,,,,,,9.886581,0.006,-0.006,0,347.452,4.149,-4.149,0,8156.0,169.3,-169.3,0,4.35,0.08,-0.08,0,,,,0,2019-09-03 15:31:12,2021-10-29 12:59:15
APC,19h30m56.19s,292.734132,+59d24m13.87s,59.403853,0.983,0.045,-0.045,0.0,0.492,0.044,-0.044,0.0,2460553.884666,0.001466,-0.001466,0,3.6950015,1.38e-05,-1.38e-05,0,4.515,0.135,-0.135,0,7655.0,235.978,-235.978,0,14.1288,0.637723,-0.637723,0,2184.62,,,,1904.0,,,,9.80529,0.006,-0.006,0,280.948,1.884,-1.884,0,7106.7,186.5,-186.5,0,4.2,0.08,-0.08,0,1.63,0.07,-0.07,0,2019-08-27 16:09:24,2024-11-14 10:08:02
FP,18h54m06.41s,283.526697,+37d43m12.05s,37.720014,1.209,0.034,-0.034,0.0,-2.212,0.035,-0.035,0.0,2459441.423236,0.0011,-0.0011,0,15.7335693,5.12e-05,-5.12e-05,0,3.288,0.224,-0.224,0,2540.0,946.731,-946.731,0,24.3218,7.54273,-7.54273,0,367.588,,,,1219.0,,,,9.7831,0.009,-0.009,0,355.809,2.417,-2.417,0,6800.0,134.4,-134.4,0,3.91,0.08,-0.08,0,2.21,0.09,-0.09,0,2019-08-27 16:09:24,2021-10-29 12:59:15
APC,19h06m12.01s,286.550056,+44d04m50.88s,44.0808,-6.94,1.938,-1.938,0.0,-18.91,1.096,-1.096,0.0,2460524.90576,0.000589,-0.000589,0,45.9403293,2.7e-05,-2.7e-05,0,3.768,0.499,-0.499,0,14807.0,11870.7,-11870.7,0,28.3312,,,0,20.4053,,,,,,,,10.4999,0.006,-0.006,0,283.025,,,0,6479.3,,,0,,,,0,1.28,,,0,2019-09-17 20:42:51,2024-10-18 10:08:02
FP,20h05m38.61s,301.41088,+33d02m57.14s,33.049205,7.326,1.4,-1.4,0.0,-5.412,1.389,-1.389,0.0,2460337.368138,0.00122,-0.00122,0,2.2219839,3.6e-06,-3.6e-06,0,1.996,0.302,-0.302,0,4394.0,1770.97,-1770.97,0,15.4416,,,0,7790.56,,,,,,,,10.4813,0.006,-0.006,0,501.963,,,0,7166.8,140.0,-140.0,0,,,,0,1.87,,,0,2019-09-03 15:31:12,2024-03-18 10:08:02
CP,11h11m17.16s,167.821481,+69d57m53.19s,69.964775,79.486,0.045,-0.045,0.0,15.428,0.044,-0.044,0.0,2460367.07216,0.000337,-0.000337,0,2.3106428,9e-07,-9e-07,0,1.294,0.044,-0.044,0,6911.0,109.767,-109.767,0,8.76741,0.498445,-0.498445,0,203.685,,,,1052.0,,,,10.4782,0.006,-0.006,0,149.667,0.652,-0.652,0,5339.9,155.2,-155.2,0,4.41,0.09,-0.09,0,0.99,0.06,-0.06,0,2019-08-27 16:09:25,2025-04-20 12:03:53
FP,19h24m28.91s,291.12047,+33d16m25.33s,33.273702,-7.067,0.04,-0.04,0.0,-2.648,0.05,-0.05,0.0,2458686.84696,0.00588,-0.00588,0,4.05135,0.00238,-0.00238,0,2.4,0.421,-0.421,0,1132.23,4.06526,-4.06526,0,14.2359,0.960524,-0.960524,0,,,,,,,,,10.4717,0.011,-0.011,0,500.014,7.3165,-7.3165,0,4974.4,77.4,-77.4,0,,,,0,3.85,0.12,-0.12,0,2019-09-03 15:31:11,2021-10-29 12:59:15
KP,20h19m12.01s,304.800032,+32d34m51.76s,32.581045,2.239,0.043,-0.043,0.0,-0.113,0.047,-0.047,0.0,2460551.040398,0.000298,-0.000298,0,3.612771,2.4e-06,-2.4e-06,0,4.142,0.349,-0.349,0,11794.0,234.836,-234.836,0,19.3662,0.686027,-0.686027,0,5011.92,,,,2344.0,,,,10.4219,0.006,-0.006,0,470.878,6.3855,-6.3855,0,8324.0,258.9,-258.9,0,4.28,0.08,-0.08,0,1.71,0.06,-0.06,0,2019-09-03 15:31:11,2024-11-14 10:08:02
CP,11h07m31.36s,166.880658,+61d21m09.26s,61.352572,-4.019,0.038,-0.038,0.0,-33.35,0.045,-0.045,0.0,2460360.434669,0.003689,-0.003689,0,3.6714717,1.65e-05,-1.65e-05,0,2.149,0.22,-0.22,0,4340.0,0.770616,-0.770616,0,10.678,0.55726,-0.55726,0,324.114,,,,1182.0,,,,10.4221,0.006,-0.006,0,248.427,1.7795,-1.7795,0,5618.0,122.1,-122.1,0,4.06,0.08,-0.08,0,1.54,0.08,-0.08,0,2019-08-27 16:09:24,2024-05-08 10:08:01
CP,00h17m47.32s,4.447163,-66d21m32.14s,-66.358928,64.763,0.049,-0.049,0.0,-5.056,0.041,-0.041,0.0,2458332.082805,0.000707,-0.000707,0,11.535076,0.001035,-0.001035,0,8.555958,0.069027,-0.069027,0,2389.90616,28.935114,-28.935114,0,12.215808,1.480912,-1.480912,0,,,,,,,,,7.1062,0.006,-0.006,0,79.5702,0.17345,-0.17345,0,5479.3,57.0,-57.0,0,3.77,0.08,-0.08,0,2.48771,0.298399,-0.298399,0,2018-09-05 18:34:19,2021-12-08 10:10:01
FP,14h51m21.94s,222.841424,+82d57m08.13s,82.952258,-32.468,0.111,-0.111,0.0,28.147,0.083,-0.083,0.0,2460365.995576,0.000657,-0.000657,0,0.8352406,1.6e-06,-1.6e-06,0,1.043,0.149,-0.149,0,2065.0,297.341,-297.341,0,6.4875,0.517136,-0.517136,0,5021.63,,,,2345.0,,,,10.402,0.006,-0.006,0,224.444,1.993,-1.993,0,6105.0,142.2,-142.2,0,4.31,0.08,-0.08,0,1.24,0.06,-0.06,0,2019-08-27 16:09:24,2024-04-18 10:08:02
CP,02h48m59.45s,42.2477,-14d32m14.22s,-14.537283,164.059,0.059,-0.059,0.0,46.626,0.063,-0.063,0.0,2458411.670877,0.000733,-0.000733,0,2.4919771,7.1e-06,-7.1e-06,0,1.4338141,0.2870412,-0.2870412,0,2093.9594201,134.34839,-134.34839,0,2.2187585,0.9862666,-0.9862666,0,39.6452664,,,,639.9817426,,,,10.9473,0.007,-0.007,0,37.8871,0.0516,-0.0516,0,3948.0,159.0,-159.0,0,4.68962,0.389814,-0.389814,0,0.482388,0.0146884,-0.0146884,0,2019-01-31 17:54:44,2024-05-17 10:08:01
FP,14h01m42.57s,210.427355,-63d51m09.52s,-63.852645,4.131,0.032,-0.032,0.0,4.432,0.043,-0.043,0.0,2458614.434411,0.002147,-0.002147,0,,,,0,2.726775,0.502544,-0.502544,0,878.134108,105.351654,-105.351654,0,1.710706,1.250816,-1.250816,0,9.5212941,,,,448.0162269,,,,8.386,0.009,-0.009,0,818.829,20.7165,-20.7165,0,3773.0,163.0,-163.0,0,4.438,,,0,0.577983,0.089121,-0.089121,0,2019-08-26 21:37:01,2024-05-17 10:08:01
CP,11h12m54.42s,168.226736,-34d24m24.97s,-34.406937,292.931,0.048,-0.048,0.0,-44.783,0.05,-0.05,0.0,2458553.062116,0.003001,-0.003001,0,25.5195307,0.0039688,-0.0039688,0,6.6877451,0.2689892,-0.2689892,0,558.3758637,32.11596,-32.11596,0,2.9641461,0.2701597,-0.2701597,0,45.6335702,,,,662.8890748,,,,7.9995,0.006,-0.006,0,64.9943,0.18965,-0.18965,0,5742.22,30.4499,-30.4499,0,4.29,0.08,-0.08,0,1.17321,0.0504221,-0.0504221,0,2019-08-26 21:36:04,2025-07-28 12:04:23
FP,12h01m18.17s,180.325704,-60d12m01.58s,-60.200439,-6.538,0.045,-0.045,0.0,-1.401,0.041,-0.041,0.0,2458569.713498,0.001331,-0.001331,0,0.831542,3.9e-05,-3.9e-05,0,1.985538,0.244436,-0.244436,0,248.969585,21.536388,-21.536388,0,1.881684,2.170925,-2.170925,0,3776.6095365,,,,1999.3796659,,,,8.6014,0.012,-0.012,0,1698.55,92.265,-92.265,0,5824.0,165.0,-165.0,0,4.438,,,0,1.1512,1.1512,-1.1512,0,2019-08-26 21:36:57,2021-10-29 12:59:15
APC,22h07m28.2s,331.867517,-41d48m55.84s,-41.815511,49.561,0.042,-0.042,0.0,-9.678,0.057,-0.057,0.0,2459074.32911,0.01323,-0.01323,0,14.7741056,0.0005679,-0.0005679,0,5.504,0.222,-0.222,0,15041.0,203.553,-203.553,0,15.3936,0.735585,-0.735585,0,123.522,,,,928.0,,,,9.9358,0.006,-0.006,0,182.169,1.0865,-1.0865,0,6053.0,193.0,-193.0,0,4.3135,0.321619,-0.321619,0,1.23,0.06,-0.06,0,2018-09-05 18:51:57,2023-11-15 16:02:02
FP,04h24m53.27s,66.221959,-73d20m00.66s,-73.333516,-21.388,0.033,-0.033,0.0,-39.668,0.038,-0.038,0.0,2459187.361317,0.016154,-0.016154,0,79.3739596,0.0022619,-0.0022619,0,5.392,1.794,-1.794,0,1227.0,7.96249,-7.96249,0,2.17454,0.271867,-0.271867,0,3.05331,,,,368.0,,,,11.1762,0.006,-0.006,0,144.133,0.424,-0.424,0,5168.33,64.7007,-64.7007,0,4.60584,0.146885,-0.146885,0,0.77,0.05,-0.05,0,2019-08-26 21:36:08,2024-09-18 10:08:02
FP,10h52m47.72s,163.198824,-67d23m14.9s,-67.387472,-100.262,0.049,-0.049,0.0,79.575,0.041,-0.041,0.0,2458576.189436,0.001484,-0.001484,0,27.2149622,4.26e-05,-4.26e-05,0,3.7190483,0.1058219,-0.1058219,0,4731.4046225,264.1891,-264.1891,0,8.3475973,0.6867732,-0.6867732,0,25.4860381,,,,573.0537137,,,,10.6392,0.006,-0.006,0,161.33,0.6765,-0.6765,0,6270.0,196.0,-196.0,0,4.54537,0.423983,-0.423983,0,0.989667,0.0531859,-0.0531859,0,2019-08-26 21:37:16,2024-09-18 10:08:02
CP,22h11m47.58s,332.948236,-58d56m45.91s,-58.946085,138.138,0.089,-0.089,0.0,-235.81,0.076,-0.076,0.0,2458329.118988,0.000866,-0.000866,0,5.0780325,7.6e-06,-7.6e-06,0,1.2100353,0.2777736,-0.2777736,0,5923.1283069,429.03534,-429.03534,0,2.6347763,0.6824856,-0.6824856,0,8.1743139,,,,431.253644,,,,13.084,0.007,-0.007,0,62.118,0.2158,-0.2158,0,3318.0,64.0,-64.0,0,4.9581,0.407256,-0.407256,0,0.334125,0.0100409,-0.0100409,0,2018-09-05 18:51:57,2024-09-09 10:08:01
APC,04h46m36.19s,71.650779,-78d33m41.78s,-78.561605,16.229,0.051,-0.051,0.0,4.771,0.06,-0.06,0.0,2458439.580138,0.001227,-0.001227,0,70.3607265,6.94e-05,-6.94e-05,0,1.0325441,0.2563205,-0.2563205,0,1353.9678246,83.40324,-83.40324,0,8.2807306,2.395618,-2.395618,0,52.1124723,,,,685.259664,,,,9.5298,0.006,-0.006,0,273.698,2.3495,-2.3495,0,6308.0,196.0,-196.0,0,3.98679,0.403476,-0.403476,0,2.0982201,0.0961233,-0.0961233,0,2019-08-26 21:37:00,2024-09-09 10:08:01
CP,07h11m41.05s,107.921025,-65d30m31.89s,-65.508857,0.473,0.044,-0.044,0.0,39.508,0.046,-0.046,0.0,2458404.181466,0.00636,-0.00636,0,91.6827832,0.0006448,-0.0006448,0,9.7504857,0.4797651,-0.4797651,0,713.2183569,34.86146,-34.86146,0,3.239855,0.1987719,-0.1987719,0,5.9944903,,,,399.0780255,,,,10.0564,0.006,-0.006,0,138.411,0.3865,-0.3865,0,5802.0,190.0,-190.0,0,4.44521,0.305694,-0.305694,0,1.01814,0.0490778,-0.0490778,0,2019-08-26 21:37:04,2024-09-07 10:08:02
FP,07h48m51.57s,117.214876,-63d43m12.45s,-63.720125,-19.934,0.092,-0.092,0.0,27.4,0.08,-0.08,0.0,2458337.747012,0.001993,-0.001993,0,14.64319,3.87e-05,-3.87e-05,0,2.5483426,0.3213324,-0.3213324,0,242.7923919,19.18831,-19.18831,0,3.41248,1.1490116,-1.1490116,0,391.2017546,,,,1134.2791474,,,,9.3109,0.006,-0.006,0,237.7,2.593,-2.593,0,6516.0,199.0,-199.0,0,3.99366,0.364731,-0.364731,0,2.04178,0.0960201,-0.0960201,0,2019-08-26 21:37:13,2024-09-19 10:08:01
CP,02h28m47.48s,37.197836,-80d53m56.78s,-80.899105,159.883,0.072,-0.072,0.0,27.053,0.066,-0.066,0.0,2458327.705053,0.000562,-0.000562,0,4.1782656,5.2e-06,-5.2e-06,0,1.675904,0.1498673,-0.1498673,0,2537.6781602,148.4311,-148.4311,0,2.1023854,0.3037805,-0.3037805,0,13.9295288,,,,492.7241583,,,,11.556,0.008,-0.008,0,37.3312,0.06,-0.06,0,3442.0,64.0,-64.0,0,4.893,0.382128,-0.382128,0,0.404403,0.0120014,-0.0120014,0,2019-08-26 21:36:51,2025-04-20 12:03:53
CP,02h28m47.48s,37.197836,-80d53m56.78s,-80.899105,159.883,0.072,-0.072,0.0,27.053,0.066,-0.066,0.0,2458329.862603,0.001943,-0.001943,0,17.9453645,3.05e-05,-3.05e-05,0,3.0740072,0.1183716,-0.1183716,0,5480.684864,324.2178,-324.2178,0,3.3839124,0.1595458,-0.1595458,0,1.9952383,,,,303.1226876,,,,11.556,0.008,-0.008,0,37.3312,0.06,-0.06,0,3442.0,64.0,-64.0,0,4.893,0.382128,-0.382128,0,0.404403,0.0120014,-0.0120014,0,2024-03-14 22:31:28,2025-04-20 12:03:53
CP,12h27m04.17s,186.767363,-72d27m06.66s,-72.45185,-40.266,0.097,-0.097,0.0,-10.642,0.081,-0.081,0.0,2458617.479256,0.003266,-0.003266,0,27.3613778,0.0001022,-0.0001022,0,4.0586418,0.3334638,-0.3334638,0,20690.6684294,1511.4946,-1511.4946,0,6.4522449,0.5011952,-0.5011952,0,0.8345555,,,,243.7718547,,,,13.802,0.008,-0.008,0,100.641,0.5695,-0.5695,0,3050.0,,,0,4.438,,,0,0.44128,0.013263,-0.013263,0,2019-08-26 21:37:09,2024-02-15 10:08:02
CP,07h11m22.48s,107.843685,-68d50m00.02s,-68.83334,-0.918,0.054,-0.054,0.0,35.033,0.055,-0.055,0.0,2460178.461991,0.005091,-0.005091,0,29.0497517,0.0001337,-0.0001337,0,7.117,0.963,-0.963,0,318.0,12.5922,-12.5922,0,2.84674,0.120217,-0.120217,0,257.066,,,,1115.0,,,,9.0963,0.006,-0.006,0,272.217,2.19,-2.19,0,8208.0,222.0,-222.0,0,4.25979,0.378798,-0.378798,0,1.8,0.05,-0.05,0,2019-08-26 19:21:33,2023-11-15 16:02:02
APC,04h56m31.3s,74.130396,-74d55m13.2s,-74.920333,9.26,2.134,-2.134,0.0,26.132,2.73,-2.73,0.0,2459970.491644,0.002532,-0.002532,0,31.8132264,4.04e-05,-4.04e-05,0,11.2567164,0.0427885,-0.0427885,0,11479.375547,55.79626,-55.79626,0,21.6314984,0.0903721,-0.0903721,0,48.4375724,,,,672.8454841,,,,10.779,0.006,-0.006,0,254.584,,,0,6028.84,44.1073,-44.1073,0,3.96199,0.118683,-0.118683,0,1.98893,,,0,2019-08-26 19:21:32,2023-07-12 10:10:02
CP,21h18m47.9s,319.699588,-26d36m58.95s,-26.616374,23.236,0.157,-0.157,0.0,-57.557,0.152,-0.152,0.0,2460175.035028,0.001283,-0.001283,0,3.3088922,7.1e-06,-7.1e-06,0,6.114,0.702,-0.702,0,4736.0,2265.47,-2265.47,0,24.9862,3.98163,-3.98163,0,17074.7,,,,3184.0,,,,7.87598,0.011,-0.011,0,161.498,2.4235,-2.4235,0,6188.0,194.0,-194.0,0,4.27166,2.00586,-2.00586,0,2.62,0.13,-0.13,0,2018-09-05 18:51:57,2023-11-15 16:02:02
CP,07h52m31.1s,118.129594,-83d49m30.23s,-83.825063,20.314,0.038,-0.038,0.0,-77.04,0.049,-0.049,0.0,2458620.316686,0.00626,-0.00626,0,25.0571312,0.0001639,-0.0001639,0,7.5424225,0.4529238,-0.4529238,0,533.486013,30.72904,-30.72904,0,3.2396838,0.2000049,-0.2000049,0,53.1389289,,,,688.6094029,,,,9.6245,0.006,-0.006,0,143.138,0.4455,-0.4455,0,5696.0,188.0,-188.0,0,4.26563,0.273635,-0.273635,0,1.15281,0.0536432,-0.0536432,0,2019-08-26 19:21:33,2024-02-15 10:08:02
CP,10h26m59.34s,156.74726,-52d28m04.34s,-52.467872,-89.046,0.141,-0.141,0.0,361.603,0.186,-0.186,0.0,2458563.890468,0.000951,-0.000951,0,24.2454967,0.0003516,-0.0003516,0,3.3725583,0.0834983,-0.0834983,0,6260.6703602,108.49781,-108.49781,0,3.878568,0.1438498,-0.1438498,0,0.05273,,,,122.2177444,,,,10.2565,0.007,-0.007,0,27.6227,0.0609,-0.0609,0,3535.0,112.0,-112.0,0,4.84874,0.46471,-0.46471,0,0.465271,0.014057,-0.014057,0,2019-08-26 19:21:34,2024-09-18 10:08:02
CP,12h26m17.78s,186.574063,-51d21m46.99s,-51.363052,-70.434,0.056,-0.056,0.0,-49.865,0.043,-0.043,0.0,2459308.481159,0.002134,-0.002134,0,14.1758947,3.7e-05,-3.7e-05,0,3.7543827,0.2981036,-0.2981036,0,907.1324529,47.009396,-47.009396,0,2.6231641,0.7005236,-0.7005236,0,53.8795095,,,,690.9961983,,,,8.6522,0.006,-0.006,0,64.5978,0.19375,-0.19375,0,5723.87,49.567,-49.567,0,4.438,,,0,0.864173,0.038593,-0.038593,0,2019-08-26 19:21:33,2024-07-03 12:03:06
CP,12h26m17.78s,186.574063,-51d21m46.99s,-51.363052,-70.434,0.056,-0.056,0.0,-49.865,0.043,-0.043,0.0,2459311.402774,0.002111,-0.002111,0,19.5901578,4.38e-05,-4.38e-05,0,4.002861,0.1934811,-0.1934811,0,1182.6678641,53.20346,-53.20346,0,3.0026428,0.4337622,-0.4337622,0,35.0031418,,,,620.3638839,,,,8.6522,0.006,-0.006,0,64.5978,0.19375,-0.19375,0,5723.87,49.567,-49.567,0,4.438,,,0,0.864173,0.038593,-0.038593,0,2019-08-26 19:21:33,2024-07-03 12:03:06
CP,12h26m17.78s,186.574063,-51d21m46.99s,-51.363052,-70.434,0.056,-0.056,0.0,-49.865,0.043,-0.043,0.0,2459310.632995,0.002246,-0.002246,0,6.2036219,1.97e-05,-1.97e-05,0,3.01098,0.3032236,-0.3032236,0,548.9044399,33.294434,-33.294434,0,2.056748,0.8290422,-0.8290422,0,162.1675094,,,,910.1452592,,,,8.6522,0.006,-0.006,0,64.5978,0.19375,-0.19375,0,5723.87,49.567,-49.567,0,4.438,,,0,0.864173,0.038593,-0.038593,0,2019-08-26 19:21:33,2024-07-03 12:03:06
CP,12h26m17.78s,186.574063,-51d21m46.99s,-51.363052,-70.434,0.056,-0.056,0.0,-49.865,0.043,-0.043,0.0,2458572.107559,0.001458,-0.001458,0,3.79589,2.11e-05,-2.11e-05,0,2.4602856,0.5248255,-0.5248255,0,317.5272928,35.57154,-35.57154,0,1.553135,1.950819,-1.950819,0,312.1807495,,,,1072.0653989,,,,8.6522,0.006,-0.006,0,64.5978,0.19375,-0.19375,0,5723.87,49.567,-49.567,0,4.438,,,0,0.864173,0.038593,-0.038593,0,2019-08-26 19:21:33,2022-03-30 16:02:02
FP,19h22m17.34s,290.57223,+26d19m10.17s,26.319493,-29.235,0.059,-0.059,0.0,-14.449,0.063,-0.063,0.0,2458685.613152,0.005333,-0.005333,0,2.2645386,0.0010604,-0.0010604,0,3.8193701,0.4799231,-0.4799231,0,15019.9420903,1744.5321,-1744.5321,0,5.1936764,0.5849404,-0.5849404,0,34.1873897,,,,616.7174475,,,,13.7991,0.008,-0.008,0,104.912,0.4445,-0.4445,0,3443.0,157.0,-157.0,0,4.81617,0.0042834,-0.0042834,0,0.411471,0.012407,-0.012407,0,2019-10-17 00:30:12,2023-09-08 12:03:07
CP,10h08m52.38s,152.218255,+69d16m35.83s,69.27662,196.631,0.04,-0.04,0.0,17.369,0.047,-0.047,0.0,2460333.631473,0.001749,-0.001749,0,3.4447015,7.1e-06,-7.1e-06,0,1.912,0.479,-0.479,0,796.0,93.3448,-93.3448,0,2.00495,0.12654,-0.12654,0,231.437,,,,1086.0,,,,9.91924,0.007,-0.007,0,39.6345,0.0478,-0.0478,0,3912.0,157.0,-157.0,0,4.62642,0.0114063,-0.0114063,0,0.63,0.02,-0.02,0,2019-10-17 00:30:12,2024-04-02 10:08:02
KP,19h04m09.81s,286.040876,+36d37m57.13s,36.632536,-32.207,0.046,-0.046,0.0,-20.401,0.046,-0.046,0.0,2459422.690639,0.000243,-0.000243,0,3.0300715,5e-07,-5e-07,0,2.5466671,0.0106091,-0.0106091,0,21794.6136956,81.38665,-81.38665,0,12.7529892,0.6813254,-0.6813254,0,318.4581858,,,,1077.4145935,,,,11.0248,0.006,-0.006,0,159.658,0.733,-0.733,0,5242.82,110.777,-110.777,0,4.52404,0.0808874,-0.0808874,0,0.857369,0.045686,-0.045686,0,2019-10-17 00:30:12,2023-03-15 16:02:02
KP,19h06m33.21s,286.638391,+39d29m16.45s,39.487904,-0.455,0.04,-0.04,0.0,6.169,0.044,-0.044,0.0,2459781.665928,0.003787,-0.003787,0,12.72038,0.0001319,-0.0001319,0,2.401,0.372,-0.372,0,1070.0,2.59688,-2.59688,0,4.96046,0.394461,-0.394461,0,41.1042,,,,705.0,,,,10.2768,0.006,-0.006,0,243.249,1.4055,-1.4055,0,6212.0,132.796,-132.796,0,4.17664,0.0924886,-0.0924886,0,1.48,0.09,-0.09,0,2019-10-17 00:30:12,2022-10-05 10:10:01
KP,19h06m33.21s,286.638391,+39d29m16.45s,39.487904,-0.455,0.04,-0.04,0.0,6.169,0.044,-0.044,0.0,2458685.409943,0.002724,-0.002724,0,6.238755,3.06e-05,-3.06e-05,0,3.6178567,0.482282,-0.482282,0,373.5681138,36.626076,-36.626076,0,2.9728283,1.2901354,-1.2901354,0,587.1290759,,,,1255.4607699,,,,10.2768,0.006,-0.006,0,243.249,1.4055,-1.4055,0,6212.0,132.796,-132.796,0,4.17664,0.0924886,-0.0924886,0,1.47768,0.0878593,-0.0878593,0,2022-06-02 21:17:12,2023-03-15 16:02:02
CP,13h25m31.76s,201.382339,+68d50m09.84s,68.836068,-4.963,0.052,-0.052,0.0,-45.922,0.053,-0.053,0.0,2458684.28731,0.000774,-0.000774,0,3.2947689,5.9e-06,-5.9e-06,0,1.7483103,0.1465905,-0.1465905,0,1324.0402774,60.859768,-60.859768,0,2.5248559,0.232047,-0.232047,0,56.9377632,,,,700.5995436,,,,11.2582,0.007,-0.007,0,70.7145,0.12055,-0.12055,0,3853.0,157.0,-157.0,0,4.63168,0.010987,-0.010987,0,0.62326,0.0182128,-0.0182128,0,2019-10-17 00:30:12,2025-08-01 10:05:58
