tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
FP,07h29m25.85s,112.357708,-12d41m45.46s,-12.69596,-5.964,0.085,-0.085,0.0,-0.076,0.072,-0.072,0.0,2459229.630046,0.001657,-0.001657,0,2.1713484,0.0002637,-0.0002637,0,2.0172196,0.3195879,-0.3195879,0,656.8860989,37.77821,-37.77821,0,5.8181633,1.9105465,-1.9105465,0,22601.9485814,,,,3127.2040524,,,,9.604,0.013,-0.013,0,485.735,11.9515,-11.9515,0,10249.0,264.7,-264.7,0,4.19,0.07,-0.07,0,2.16986,0.0725729,-0.0725729,0,2019-07-24 15:58:33,2024-09-09 10:08:01
FP,06h58m54.47s,104.726966,-10d34m49.64s,-10.580455,-1.462,0.206,-0.206,0.0,-2.249,0.206,-0.206,0.0,2459224.687802,0.000625,-0.000625,0,1.8675574,3e-06,-3e-06,0,1.408,0.184,-0.184,0,1500.0,1.7584,-1.7584,0,23.7529,,,0,2860.61,,,,2037.0,,,,9.299501,0.058,-0.058,0,943.109,106.333,-106.333,0,8924.0,124.0,-124.0,0,,,,0,5.73,,,0,2019-07-24 15:58:33,2022-07-11 16:02:02
FP,07h22m14.39s,110.559945,-25d12m25.26s,-25.207017,-0.939,0.041,-0.041,0.0,1.64,0.055,-0.055,0.0,2458493.3957,0.00535,-0.00535,0,2.74323,0.00108,-0.00108,0,3.167,0.642,-0.642,0,383.41,0.781988,-0.781988,0,,,,0,1177.36,,,,1631.0,,,,9.3003,0.037,-0.037,0,7728.17,1899.57,-1899.57,0,5388.5,567.0,-567.0,0,4.15,1.64,-1.64,0,,,,0,2019-07-24 15:58:33,2022-02-23 10:10:02
FP,08h08m42.77s,122.178195,-48d48m10.12s,-48.802811,-4.496,0.069,-0.069,0.0,9.347,0.062,-0.062,0.0,2459987.047262,0.003748,-0.003748,0,3.5730141,1.28e-05,-1.28e-05,0,3.37,1.029,-1.029,0,755.0,1306.55,-1306.55,0,11.3113,3.24714,-3.24714,0,54679.3,,,,4260.0,,,,9.1355,0.006,-0.006,0,356.437,4.6175,-4.6175,0,9219.0,171.1,-171.1,0,4.14,0.07,-0.07,0,2.15,0.06,-0.06,0,2019-07-24 15:58:33,2024-09-09 10:08:01
FP,08h02m49.15s,120.704811,-11d06m05.48s,-11.101521,-26.932,1.935,-1.935,0.0,-2.901,2.06,-2.06,0.0,2459985.156855,0.000581,-0.000581,0,4.5505945,3.1e-06,-3.1e-06,0,2.654,0.339,-0.339,0,3731.0,123.723,-123.723,0,7.10841,0.474611,-0.474611,0,414.775,,,,1257.0,,,,9.1309,0.006,-0.006,0,100.711,14.121,-14.121,0,5613.0,179.9,-179.9,0,,,,0,1.09,0.07,-0.07,0,2019-07-24 15:58:33,2025-07-08 10:08:01
FP,08h17m26.22s,124.359239,-27d16m24.68s,-27.273521,-29.1,2.6,-2.6,0.0,-6.8,2.2,-2.2,0.0,2459229.984579,0.002159,-0.002159,0,2.5047918,0.0004076,-0.0004076,0,4.3797563,0.1036554,-0.1036554,0,2270.5402194,81.38088,-81.38088,0,8.6950898,8.438766,-8.438766,0,1750.932635,,,,1649.8220699,,,,9.2386,0.006,-0.006,0,,,,0,6616.0,200.0,-200.0,0,,,,0,1.53429,1.4887,-1.4887,0,2019-07-24 15:58:33,2021-10-29 12:59:15
FP,07h17m31.88s,109.382839,+13d23m42.79s,13.395219,-17.9,1.1,-1.1,0.0,1.3,1.0,-1.0,0.0,2460258.236122,0.002805,-0.002805,0,2.0483755,5.5e-06,-5.5e-06,0,2.767,0.861,-0.861,0,483.0,41.94,-41.94,0,3.19621,,,0,5644.4,,,,,,,,8.9362,0.012,-0.012,0,144.297,,,0,6858.5,584.6,-584.6,0,4.2,1.9,-1.9,0,1.57,,,0,2019-07-24 15:58:33,2023-12-08 16:02:02
KP,21h14m56.88s,318.737012,-55d52m18.71s,-55.871863,12.641,0.044,-0.044,0.0,-16.011,0.041,-0.041,0.0,2458326.009117,0.000132,-0.000132,0,1.4303699,8e-07,-8e-07,0,1.6165994,0.0192089,-0.0192089,0,18960.7122944,184.79134,-184.79134,0,13.1874503,0.6576402,-0.6576402,0,1281.2408254,,,,1525.9048089,,,,12.4069,0.006,-0.006,0,375.31,4.411,-4.411,0,5600.0,,,0,4.48851,,,0,0.890774,0.0438467,-0.0438467,0,2018-09-05 18:49:20,2024-09-06 10:08:02
FP,07h29m10.56s,112.293981,-21d49m58.48s,-21.832912,-5.746,0.176,-0.176,0.0,4.502,0.261,-0.261,0.0,2459228.878101,0.000791,-0.000791,0,0.6808702,3.9e-05,-3.9e-05,0,2.4634563,0.0557065,-0.0557065,0,1507.8006889,39.971123,-39.971123,0,5.9115908,1.5360428,-1.5360428,0,87140.6995884,,,,4382.0266062,,,,8.45086,0.006,-0.006,0,485.122,36.246,-36.246,0,9438.0,782.0,-782.0,0,,,,0,1.0,,,0,2019-07-24 15:58:33,2021-10-29 12:59:15
APC,07h48m22.87s,117.095285,+06d47m06.23s,6.785064,-2.99,0.202,-0.202,0.0,-0.029,0.106,-0.106,0.0,2459252.509595,0.000369,-0.000369,0,0.884182,7e-07,-7e-07,0,1.621,0.035,-0.035,0,1890.0,311.366,-311.366,0,24.8132,5.41599,-5.41599,0,112144.0,,,,5098.0,,,,8.12718,0.006,-0.006,0,295.959,11.315,-11.315,0,8928.0,128.7,-128.7,0,3.92,0.08,-0.08,0,2.72,0.13,-0.13,0,2019-07-24 15:58:33,2023-03-10 12:02:48
FP,07h09m08.66s,107.286063,-31d56m00.68s,-31.933523,-3.973,0.063,-0.063,0.0,7.061,0.071,-0.071,0.0,2459232.248322,0.000512,-0.000512,0,5.4255548,0.0002073,-0.0002073,0,3.9637474,0.0211401,-0.0211401,0,14939.6342222,238.97354,-238.97354,0,,,,0,273.5880696,,,,1037.2753045,,,,7.6095,0.006,-0.006,0,510.295,9.32,-9.32,0,8868.7,809.8,-809.8,0,,,,0,,,,0,2019-07-24 15:58:33,2021-10-29 12:59:15
FP,06h54m14.78s,103.561602,-34d13m22.15s,-34.22282,-13.063,0.078,-0.078,0.0,9.737,0.141,-0.141,0.0,2459985.657041,0.000309,-0.000309,0,1.4095184,2.3e-06,-2.3e-06,0,0.9484999,0.0413901,-0.0413901,0,2841.5103258,51.88166,-51.88166,0,,,,0,1650.422071,,,,1625.6180218,,,,7.678,0.012,-0.012,0,224.672,2.8445,-2.8445,0,9307.0,938.9,-938.9,0,,,,0,,,,0,2019-07-24 15:58:33,2023-11-20 10:08:02
FP,08h11m35.03s,122.895964,-27d58m18.83s,-27.971896,1.566,0.052,-0.052,0.0,-17.974,0.053,-0.053,0.0,2459963.610065,0.004221,-0.004221,0,1.3730466,6.7e-06,-6.7e-06,0,2.5708515,0.1950537,-0.1950537,0,1301.5065338,96.64637,-96.64637,0,42.1479417,46.48904,-46.48904,0,3160.6328329,,,,1912.3318636,,,,10.7069,0.008,-0.008,0,906.496,28.8415,-28.8415,0,4897.0,122.0,-122.0,0,,,,0,6.7996101,,,0,2019-04-01 16:51:56,2023-12-20 16:02:19
FP,07h44m26.59s,116.110771,-36d05m53.83s,-36.098285,-9.231,0.048,-0.048,0.0,11.614,0.052,-0.052,0.0,2459238.831138,0.006715,-0.006715,0,12.6889415,0.0095088,-0.0095088,0,7.9201001,0.5393766,-0.5393766,0,3232.8527885,235.25328,-235.25328,0,14.0608342,15.241591,-15.241591,0,425.1594177,,,,1158.1310368,,,,10.6257,0.006,-0.006,0,368.646,3.784,-3.784,0,7601.0,135.8,-135.8,0,4.31,0.08,-0.08,0,1.53641,0.0479799,-0.0479799,0,2019-04-01 16:52:03,2024-09-09 10:08:01
FP,08h18m54.34s,124.726411,-37d46m59.7s,-37.78325,-11.278,0.045,-0.045,0.0,9.593,0.045,-0.045,0.0,2458518.96536,0.00137,-0.00137,0,1.10422,0.00013,-0.00013,0,2.37,0.062,-0.062,0,14177.7,843.788,-843.788,0,21.0448,5.22012,-5.22012,0,39459.3,,,,3926.0,,,,10.6019,0.006,-0.006,0,406.997,4.7245,-4.7245,0,6995.2,157.0,-157.0,0,4.07,0.55,-0.55,0,1.61,0.07,-0.07,0,2019-07-24 17:08:12,2021-10-29 12:59:15
FP,07h26m51.84s,111.716019,-50d15m59.64s,-50.266567,-8.018,0.049,-0.049,0.0,11.56,0.047,-0.047,0.0,2458492.78078,0.00073,-0.00073,0,4.95912,0.00016,-0.00016,0,2.509,0.13,-0.13,0,7440.0,197.962,-197.962,0,22.9123,3.28055,-3.28055,0,673.55,,,,1419.0,,,,10.6254,0.006,-0.006,0,360.541,2.9645,-2.9645,0,5889.0,124.3,-124.3,0,3.86,0.07,-0.07,0,2.0,0.09,-0.09,0,2019-04-01 16:52:01,2021-10-29 12:59:15
KP,05h48m33.56s,87.139821,-63d59m17.98s,-63.988329,-15.641,0.037,-0.037,0.0,26.046,0.037,-0.037,0.0,2460187.916571,0.000126,-0.000126,0,4.4119378,8e-07,-8e-07,0,3.65,0.011,-0.011,0,15062.0,69.1814,-69.1814,0,15.4706,0.691963,-0.691963,0,653.252,,,,1408.0,,,,9.7109,0.006,-0.006,0,175.631,0.588,-0.588,0,6280.0,,,0,4.32092,,,0,1.21,0.05,-0.05,0,2019-05-07 17:42:37,2024-10-03 10:08:02
FP,08h33m31.67s,128.381976,-43d49m42.32s,-43.828421,-5.814,0.051,-0.051,0.0,4.328,0.047,-0.047,0.0,2458521.29108,0.00241,-0.00241,0,3.28892,0.00066,-0.00066,0,3.793,0.202,-0.202,0,10518.9,530.608,-530.608,0,,,,0,29832.6,,,,3661.0,,,,10.7173,0.013,-0.013,0,906.827,23.8635,-23.8635,0,8734.2,283.6,-283.6,0,4.1,1.45,-1.45,0,,,,0,2019-07-24 17:08:12,2021-10-29 12:59:15
FP,07h57m12.18s,119.30075,-42d59m56.94s,-42.999149,-3.211,0.046,-0.046,0.0,-15.082,0.051,-0.051,0.0,2458492.90429,0.00426,-0.00426,0,1.90879,0.00035,-0.00035,0,1.909,0.231,-0.231,0,618.482,1.43774,-1.43774,0,3.34688,0.217749,-0.217749,0,985.807,,,,1561.0,,,,10.5551,0.006,-0.006,0,235.974,1.579,-1.579,0,6022.6,133.5,-133.5,0,4.52,0.39,-0.39,0,1.22,0.05,-0.05,0,2019-07-24 17:08:12,2021-10-29 12:59:15
FA,10h51m51.58s,162.96491,-05d47m19.35s,-5.788708,-15.787,0.09,-0.09,0.0,-11.849,0.077,-0.077,0.0,2458547.448,0.00834,-0.00834,0,3.09574,0.00677,-0.00677,0,4.475,1.196,-1.196,0,380.0,,,0,3.4262,0.778713,-0.778713,0,18087.9,,,,3230.0,,,,8.72924,0.007,-0.007,0,120.666,1.068,-1.068,0,6084.0,111.0,-111.0,0,4.13,0.3,-0.3,0,1.41,0.05,-0.05,0,2019-06-04 14:32:44,2023-06-06 12:02:56
FP,08h03m21.05s,120.837688,-51d20m44.25s,-51.345626,-23.366,0.042,-0.042,0.0,22.652,0.04,-0.04,0.0,2459303.303969,0.003015,-0.003015,0,1.3214483,2.31e-05,-2.31e-05,0,3.435,0.071,-0.071,0,2180.0,137.946,-137.946,0,21.8839,4.01475,-4.01475,0,35623.2,,,,3827.0,,,,9.697,0.006,-0.006,0,316.398,2.247,-2.247,0,5050.8,86.8,-86.8,0,3.56,0.4,-0.4,0,2.99,0.15,-0.15,0,2019-07-24 18:44:12,2021-12-07 16:02:02
FP,05h47m16.97s,86.820714,-72d25m21.4s,-72.422611,1.128,0.044,-0.044,0.0,11.563,0.047,-0.047,0.0,2458339.72276,0.00592,-0.00592,0,18.0157,0.00015,-0.00015,0,2.524,0.403,-0.403,0,610.0,1.66317,-1.66317,0,21.644,,,0,7.64364,,,,463.0,,,,10.0814,0.006,-0.006,0,692.266,12.113,-12.113,0,4709.0,122.0,-122.0,0,,,,0,7.61,,,0,2019-07-24 18:44:12,2021-10-29 12:59:15
FP,08h21m44.31s,125.434634,-51d45m33.99s,-51.759442,47.228,0.047,-0.047,0.0,-6.325,0.039,-0.039,0.0,2460720.807674,0.00363,-0.00363,0,14.2628757,3.85e-05,-3.85e-05,0,6.9350494,0.466316,-0.466316,0,913.2067174,37.2772746,-37.2772746,0,2.4765813,0.1510812,-0.1510812,0,153.2069421,,,,980.3628831,,,,9.9138,0.006,-0.006,0,105.677,0.2575,-0.2575,0,5690.0,129.0,-129.0,0,4.58,0.08,-0.08,0,0.853898,0.0413895,-0.0413895,0,2019-06-11 14:45:00,2025-09-02 16:00:02
FP,10h28m23.6s,157.098337,-51d42m19.47s,-51.705409,30.65,0.054,-0.054,0.0,-33.906,0.056,-0.056,0.0,2458544.48066,0.00412,-0.00412,0,1.01606,0.00034,-0.00034,0,2.843,0.278,-0.278,0,240.0,0.375709,-0.375709,0,1.20704,0.0989898,-0.0989898,0,2784.04,,,,2023.0,,,,7.9059,0.006,-0.006,0,23.7748,0.02025,-0.02025,0,4634.0,120.9,-120.9,0,4.64,0.09,-0.09,0,0.68,0.05,-0.05,0,2019-07-24 18:44:12,2021-10-29 12:59:15
FP,05h54m57.38s,88.73909,-65d57m31.82s,-65.958839,,,,,,,,,2458365.89313,0.00096,-0.00096,0,36.22214,0.00046,-0.00046,0,5.107,0.188,-0.188,0,7170.0,228.173,-228.173,0,,,,0,,,,,,,,,6.841,0.0,0.0,0,,,,0,,,,0,,,,0,,,,0,2019-06-11 14:45:03,2021-12-07 16:02:02
KP,20h49m49.8s,312.457488,-24d25m43.3s,-24.428694,10.426,0.07,-0.07,0.0,15.62,0.051,-0.051,0.0,2458327.25256,0.000586,-0.000586,0,3.547854,0.000149,-0.000149,0,3.494333,0.049205,-0.049205,0,10424.3718,123.359314,-123.359314,0,14.581841,0.196435,-0.196435,0,1212.004376,,,,1504.858953,,,,11.5232,0.008,-0.008,0,411.211,7.752,-7.752,0,6351.0,,,0,4.22896,,,0,1.4,,,0,2018-09-05 18:49:20,2024-09-07 10:08:02
FP,10h23m19.55s,155.831478,-57d35m24.89s,-57.590248,-26.184,2.184,-2.184,0.0,22.489,1.073,-1.073,0.0,2460054.783937,0.000628,-0.000628,0,12.1246519,1.03e-05,-1.03e-05,0,4.612,0.667,-0.667,0,7279.0,6484.95,-6484.95,0,17.6729,2.59688,-2.59688,0,207.32,,,,1057.0,,,,9.5706,0.006,-0.006,0,78.41273,2.83992,-2.83992,0,4807.6,60.0,-60.0,0,4.17,0.36,-0.36,0,1.07,0.03,-0.03,0,2019-07-24 18:44:12,2023-05-31 10:10:01
FP,09h23m32.13s,140.88389,-67d01m33.62s,-67.026006,-23.901,0.042,-0.042,0.0,3.03,0.047,-0.047,0.0,2459304.837939,0.002852,-0.002852,0,5.652623,2.54e-05,-2.54e-05,0,3.434,0.475,-0.475,0,1250.0,26.0133,-26.0133,0,8.94354,1.13988,-1.13988,0,2717.06,,,,2011.0,,,,9.7318,0.006,-0.006,0,270.771,1.6275,-1.6275,0,6415.4,103.2,-103.2,0,3.98,0.08,-0.08,0,1.92,0.08,-0.08,0,2019-06-25 15:58:39,2024-09-19 10:08:01
FP,05h49m07.82s,87.282586,-60d29m54.4s,-60.498444,8.9,3.1,-3.1,0.0,20.7,2.2,-2.2,0.0,2460195.100648,0.002821,-0.002821,0,29.0160175,6.47e-05,-6.47e-05,0,5.345,0.314,-0.314,0,1389.0,36.0326,-36.0326,0,6.77406,,,0,33.2234,,,,,,,,10.0163,0.006,-0.006,0,219.94,,,0,6113.1,,,0,,,,0,2.01,,,0,2019-06-11 14:45:00,2025-06-03 16:00:01
FP,08h57m46.02s,134.441752,-49d00m02.08s,-49.000578,-4.837,0.063,-0.063,0.0,4.109,0.062,-0.062,0.0,2460768.617427,0.002617,-0.002617,0,3.6404389,8.2e-06,-8.2e-06,0,2.5339234,0.5744699,-0.5744699,0,476.3077321,35.1115139,-35.1115139,0,3.7025342,0.1738907,-0.1738907,0,9941.2265514,,,,2783.098027,,,,9.8174,0.006,-0.006,0,363.44,4.983,-4.983,0,9810.0,173.7,-173.7,0,4.43,0.06,-0.06,0,1.60776,0.0427739,-0.0427739,0,2019-07-24 18:44:12,2025-09-05 10:08:01
FP,09h49m32.44s,147.385172,-63d18m23.32s,-63.306478,-19.687,0.07,-0.07,0.0,10.953,0.068,-0.068,0.0,2459331.124512,0.003174,-0.003174,0,1.2025238,6.7e-06,-6.7e-06,0,1.991,0.052,-0.052,0,390.0,107.57,-107.57,0,6.31106,1.99504,-1.99504,0,208477.0,,,,5952.0,,,,9.0211,0.006,-0.006,0,279.698,3.279,-3.279,0,9158.0,171.4,-171.4,0,4.32,0.07,-0.07,0,1.74,0.05,-0.05,0,2019-07-24 18:44:12,2024-09-07 10:08:02
FP,08h33m49.11s,128.454638,-49d56m25.25s,-49.940347,-15.5,1.6,-1.6,0.0,7.0,1.5,-1.5,0.0,2459273.371643,0.002025,-0.002025,0,3.2235985,1.38e-05,-1.38e-05,0,2.159,0.452,-0.452,0,680.0,1.13,-1.13,0,5.51341,,,0,2064.8,,,,,,,,8.7157,0.006,-0.006,0,280.765,,,0,8904.0,239.9,-239.9,0,4.09,1.36,-1.36,0,2.17,,,0,2019-07-24 18:44:12,2021-10-29 12:59:15
APC,09h58m45.25s,149.688545,-58d45m37.63s,-58.760453,-6.434,0.215,-0.215,0.0,4.098,0.246,-0.246,0.0,2460031.2166,0.00071,-0.00071,0,4.420125,8.5e-06,-8.5e-06,0,3.956,1.259,-1.259,0,2466.0,196.3,-196.3,0,,,,0,,,,,,,,,8.5483,0.6,-0.6,0,2864.34,1012.54,-1012.54,0,,,,0,,,,0,,,,0,2019-07-24 18:44:12,2023-05-05 16:02:01
KP,21h19m47.93s,319.949697,-58d08m56.16s,-58.148933,10.552,0.045,-0.045,0.0,-10.658,0.043,-0.043,0.0,2460150.608677,0.000682,-0.000682,0,4.0872956,2.3e-06,-2.3e-06,0,5.586113,0.0508755,-0.0508755,0,3572.1712499,35.689426,-35.689426,0,13.6237732,0.6518233,-0.6518233,0,2242.3605401,,,,1755.0767383,,,,9.8638,0.006,-0.006,0,316.678,2.9655,-2.9655,0,6036.0,,,0,3.93359,,,0,2.2186699,0.102573,-0.102573,0,2018-09-05 18:49:20,2023-10-16 16:02:02
FP,08h34m27.41s,128.61421,-61d29m17.74s,-61.488262,-11.78,0.118,-0.118,0.0,6.725,0.097,-0.097,0.0,2458520.65674,0.00497,-0.00497,0,2.55555,0.00045,-0.00045,0,1.566,0.375,-0.375,0,340.0,1.37224,-1.37224,0,11.5901,,,0,3520.68,,,,2145.0,,,,8.3854,0.007,-0.007,0,732.432,32.449,-32.449,0,10037.0,123.0,-123.0,0,,,,0,6.04,,,0,2019-07-24 18:44:12,2021-10-29 12:59:15
FP,09h13m36.54s,138.402252,-55d11m52.48s,-55.19791,-14.189,0.065,-0.065,0.0,14.261,0.058,-0.058,0.0,2459261.801216,0.0004,-0.0004,0,8.30792,0.00037,-0.00037,0,3.228,0.089,-0.089,0,8350.0,160.238,-160.238,0,43.1068,4.42399,-4.42399,0,2276.25,,,,1924.0,,,,8.0981,0.006,-0.006,0,305.034,2.981,-2.981,0,9081.0,173.2,-173.2,0,3.83,0.07,-0.07,0,3.05,0.09,-0.09,0,2019-07-24 18:44:12,2021-10-29 12:59:15
FP,08h33m12.56s,128.302319,-52d42m51.13s,-52.714202,-9.496,0.051,-0.051,0.0,14.659,0.045,-0.045,0.0,2459985.770425,0.003745,-0.003745,0,1.4415577,7.4e-06,-7.4e-06,0,2.349,0.682,-0.682,0,507.0,54.9645,-54.9645,0,3.61078,0.26004,-0.26004,0,16861.8,,,,3174.0,,,,9.5719,0.006,-0.006,0,208.055,1.1015,-1.1015,0,6902.0,135.7,-135.7,0,4.25,0.09,-0.09,0,1.52,0.06,-0.06,0,2019-07-24 18:44:12,2024-09-09 10:08:01
FP,10h39m33.05s,159.887704,-32d30m42.77s,-32.51188,-34.609,0.053,-0.053,0.0,14.667,0.057,-0.057,0.0,2459301.544126,0.000611,-0.000611,0,3.7039994,3.7e-06,-3.7e-06,0,4.277,0.599,-0.599,0,7590.0,1.22092,-1.22092,0,17.57,0.746573,-0.746573,0,3546.13,,,,2149.0,,,,9.6306,0.006,-0.006,0,300.696,3.3695,-3.3695,0,7013.8,299.6,-299.6,0,4.21,0.44,-0.44,0,1.9,0.08,-0.08,0,2019-07-24 18:44:12,2021-12-07 16:02:02
FP,08h25m40.67s,126.419468,-60d54m27.05s,-60.907514,-1.536,0.058,-0.058,0.0,-9.979,0.048,-0.048,0.0,2460177.867195,0.001123,-0.001123,0,1.3042553,2e-06,-2e-06,0,1.706,0.213,-0.213,0,914.0,628.954,-628.954,0,9.36472,1.30647,-1.30647,0,26944.7,,,,3569.0,,,,10.0119,0.006,-0.006,0,301.298,2.496,-2.496,0,6762.0,130.2,-130.2,0,4.11,0.08,-0.08,0,1.75,0.07,-0.07,0,2019-07-24 18:44:12,2024-09-19 10:08:01
FP,09h38m19.57s,144.581535,-67d30m18.35s,-67.505097,-35.412,0.104,-0.104,0.0,24.084,0.128,-0.128,0.0,2458544.79061,0.00092,-0.00092,0,0.62627,2e-05,-2e-05,0,0.666,0.169,-0.169,0,1880.0,68.5212,-68.5212,0,5.72162,0.894462,-0.894462,0,3235.57,,,,2101.0,,,,10.2355,0.006,-0.006,0,134.926,1.0555,-1.0555,0,5622.0,131.2,-131.2,0,4.5,0.07,-0.07,0,0.93,0.05,-0.05,0,2019-07-24 18:44:12,2021-10-29 12:59:15
FP,09h06m06.65s,136.527702,-54d54m14.12s,-54.903922,-10.863,0.096,-0.096,0.0,7.063,0.089,-0.089,0.0,2458518.376,0.00075,-0.00075,0,0.30412,1e-05,-1e-05,0,0.748,0.1,-0.1,0,1330.0,3.83107,-3.83107,0,10.417,0.668057,-0.668057,0,280833.0,,,,6413.0,,,,8.802,0.006,-0.006,0,440.426,9.484,-9.484,0,11892.0,235.8,-235.8,0,4.14,0.07,-0.07,0,2.52,0.09,-0.09,0,2019-07-24 18:44:12,2021-10-29 12:59:15
KP,16h55m04.52s,253.768848,-28d42m38.1s,-28.710584,-8.568,0.1,-0.1,0.0,-5.562,0.055,-0.055,0.0,2459363.821393,0.000699,-0.000699,0,2.1805277,2.7e-06,-2.7e-06,0,2.969175,0.040721,-0.040721,0,16340.1353205,426.89557,-426.89557,0,16.808853,0.8821375,-0.8821375,0,1770.4650539,,,,1654.404068,,,,11.0657,0.006,-0.006,0,314.995,7.0655,-7.0655,0,6599.0,200.0,-200.0,0,4.21017,1.96411,-1.96411,0,1.2714601,0.0635578,-0.0635578,0,2019-07-15 19:20:04,2022-03-30 16:02:02
KP,22h29m49.88s,337.457824,-48d00m11.16s,-48.003099,91.976,0.052,-0.052,0.0,-6.861,0.069,-0.069,0.0,2459084.58501,0.00011,-0.00011,0,2.1846669,5e-07,-5e-07,0,2.86528,0.0090748,-0.0090748,0,11708.0228549,34.928566,-34.928566,0,13.7028527,0.6619751,-0.6619751,0,1362.1381428,,,,1549.4409801,,,,9.4995,0.006,-0.006,0,137.544,0.7905,-0.7905,0,5630.0,,,0,4.37759,,,0,1.23824,0.0596985,-0.0596985,0,2018-09-05 18:49:20,2025-03-25 16:00:01
KP,15h59m50.94s,239.962248,-28d03m42.46s,-28.061794,-8.1,0.102,-0.102,0.0,-9.639,0.055,-0.055,0.0,2459355.54563,0.000257,-0.000257,0,3.7354838,2.1e-06,-2.1e-06,0,4.142,0.045,-0.045,0,17030.0,0.271732,-0.271732,0,21.2315,1.19579,-1.19579,0,1292.19,,,,1670.0,,,,11.0261,0.006,-0.006,0,405.908,8.6,-8.6,0,6650.0,,,0,4.1639,,,0,1.57,0.09,-0.09,0,2019-07-15 19:20:05,2022-10-05 10:10:01
FA,02h41m27.83s,40.365939,-71d27m45.9s,-71.462749,168.17,2.0,-2.0,0.0,-56.04,2.0,-2.0,0.0,2458657.736625,0.007425,-0.007425,0,21.701669,0.0095323,-0.0095323,0,8.2676424,0.5088978,-0.5088978,0,211.6567325,25.132692,-25.132692,0,2.3751494,0.6983451,-0.6983451,0,52.095,,,,685.2,,,,7.1278,0.006,-0.006,0,53.19149,,,0,5625.0,80.0,-80.0,0,4.438,,,0,1.56486,0.186629,-0.186629,0,2019-08-16 20:20:45,2024-09-17 10:08:02
CP,22h30m02.47s,337.510274,-75d38m47.62s,-75.646561,-63.327,0.046,-0.046,0.0,-1.942,0.044,-0.044,0.0,2458332.941229,0.002642,-0.002642,0,9.139804,0.0001109,-0.0001109,0,3.0912936,0.6627002,-0.6627002,0,358.4157801,33.721474,-33.721474,0,3.0629855,2.8175755,-2.8175755,0,243.011763,,,,1006.9932829,,,,9.0197,0.006,-0.006,0,129.804,0.5575,-0.5575,0,5958.2,76.0,-76.0,0,4.34,0.12,-0.12,0,1.58,0.165123,-0.165123,0,2019-08-16 20:20:47,2023-07-24 12:03:31
FP,19h23m54.51s,290.977117,-33d21m05.1s,-33.351416,-18.692,0.065,-0.065,0.0,-8.192,0.059,-0.059,0.0,2458657.999179,0.001553,-0.001553,0,5.742625,0.000621,-0.000621,0,2.860293,0.230499,-0.230499,0,1105.760867,87.92673,-87.92673,0,13.088532,3.636668,-3.636668,0,,,,,,,,,8.8849,0.006,-0.006,0,263.729,2.8735,-2.8735,0,5664.0,188.0,-188.0,0,3.26574,0.355261,-0.355261,0,3.86959,0.644568,-0.644568,0,2019-08-16 20:20:42,2024-09-19 10:08:01
CP,20h08m27.4s,302.114174,-54d19m03s,-54.317501,1.594,0.054,-0.054,0.0,-15.903,0.049,-0.049,0.0,2460122.700139,0.019948,-0.019948,0,15.5077855,0.0002372,-0.0002372,0,4.565,0.427,-0.427,0,513.0,25.4443,-25.4443,0,2.43432,0.142957,-0.142957,0,88.0718,,,,853.0,,,,8.4362,0.006,-0.006,0,88.4343,0.28175,-0.28175,0,6122.0,194.0,-194.0,0,4.30881,0.268555,-0.268555,0,1.17,0.05,-0.05,0,2019-08-16 20:20:48,2023-09-14 16:02:01
CP,19h33m08.79s,293.286615,-54d31m57.82s,-54.532728,108.439,0.074,-0.074,0.0,-82.632,0.052,-0.052,0.0,2458661.062711,0.000867,-0.000867,0,17.4713078,1.76e-05,-1.76e-05,0,4.4284819,0.0990118,-0.0990118,0,1199.7541483,28.872627,-28.872627,0,3.5766828,0.2409907,-0.2409907,0,53.3700317,,,,689.3568807,,,,8.0888,0.006,-0.006,0,57.2651,0.18695,-0.18695,0,5783.54,7.82429,-7.82429,0,4.49925,0.019231,-0.019231,0,0.974669,0.0546984,-0.0546984,0,2019-08-16 20:20:47,2024-10-01 10:08:01
