kepid,koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
7747425,CONFIRMED,0.997,0,0,0,0,8.0103929,2.795e-05,-2.795e-05,135.31823,0.003,-0.003,0.045,0.396,-0.045,4.2713,0.0816,-0.0816,294.1,9.1,-9.1,1.88,0.27,-0.27,940.0,,,184.38,70.26,-56.45,34.6,1.0,q1_q17_dr25_tce,5616.0,76.0,-76.0,4.327,0.132,-0.108,1.111,0.16,-0.16,289.86157,43.472771,14.601
7747425,CONFIRMED,0.967,0,0,0,0,27.6666375,0.0002049,-0.0002049,143.86343,0.00635,-0.00635,0.519,0.437,-0.323,6.315,0.167,-0.167,324.0,13.7,-13.7,2.04,0.3,-0.29,622.0,,,35.27,13.45,-10.8,24.4,2.0,q1_q17_dr25_tce,5616.0,76.0,-76.0,4.327,0.132,-0.108,1.111,0.16,-0.16,289.86157,43.472771,14.601
7747425,CONFIRMED,1.0,0,0,0,0,5.19559398,5.284e-05,-5.284e-05,132.72178,0.00694,-0.00694,0.054,0.409,-0.054,3.748,0.188,-0.188,116.0,8.1,-8.1,1.18,0.17,-0.17,1085.0,,,327.78,124.91,-100.35,16.0,4.0,q1_q17_dr25_tce,5616.0,76.0,-76.0,4.327,0.132,-0.108,1.111,0.16,-0.16,289.86157,43.472771,14.601
7102316,CONFIRMED,0.998,0,0,0,0,57.2488518,0.000324,-0.000324,184.6864,0.00431,-0.00431,0.022,0.417,-0.022,6.083,0.134,-0.134,1455.6,51.9,-51.9,3.19,0.88,-0.29,431.0,,,8.17,6.79,-2.21,29.8,1.0,q1_q17_dr25_tce,5642.0,169.0,-169.0,4.542,0.044,-0.176,0.846,0.233,-0.078,286.4527,42.657879,15.99
7102316,CONFIRMED,1.0,0,0,0,0,37.0551726,0.0002608,-0.0002608,200.20176,0.00601,-0.00601,0.884,0.054,-0.595,5.439,0.16,-0.16,1028.8,47.5,-47.5,3.19,0.88,-0.29,498.0,,,14.59,12.12,-3.94,23.2,2.0,q1_q17_dr25_tce,5642.0,169.0,-169.0,4.542,0.044,-0.176,0.846,0.233,-0.078,286.4527,42.657879,15.99
9489524,CONFIRMED,1.0,0,0,0,0,16.33269981,7.767e-05,-7.767e-05,136.90909,0.00391,-0.00391,0.893,0.055,-0.629,2.174,0.114,-0.114,300.4,19.3,-19.3,1.61,0.11,-0.09,591.0,,,28.76,6.94,-4.95,17.5,1.0,q1_q17_dr25_tce,5208.0,103.0,-103.0,4.563,0.036,-0.052,0.772,0.055,-0.041,299.89651,46.051971,12.957
9489524,CONFIRMED,1.0,0,0,0,0,10.05550267,8.709e-05,-8.709e-05,173.2234,0.0062,-0.0062,0.061,0.388,-0.061,2.951,0.201,-0.201,147.7,12.1,-12.1,0.92,0.06,-0.05,694.0,,,54.96,13.24,-9.47,13.6,2.0,q1_q17_dr25_tce,5208.0,103.0,-103.0,4.563,0.036,-0.052,0.772,0.055,-0.041,299.89651,46.051971,12.957
5940165,CONFIRMED,1.0,0,0,0,0,9.30413878,2.541e-05,-2.541e-05,140.33868,0.00228,-0.00228,0.488,0.011,-0.476,1.9254,0.0716,-0.0716,637.3,31.1,-31.1,1.67,0.12,-0.16,583.0,,,27.35,7.87,-7.4,24.2,1.0,q1_q17_dr25_tce,4458.0,133.0,-133.0,4.611,0.052,-0.024,0.658,0.046,-0.061,283.89941,41.221611,14.796
8277797,CONFIRMED,1.0,0,0,0,0,4.33722007,7.588e-06,-7.588e-06,132.85152,0.00147,-0.00147,0.053,0.378,-0.053,2.4973,0.0427,-0.0427,358.5,8.0,-8.0,1.63,0.15,-0.11,996.0,,,231.86,69.38,-45.27,47.9,1.0,q1_q17_dr25_tce,5390.0,107.0,-107.0,4.499,0.052,-0.078,0.876,0.084,-0.058,281.34882,44.295238,13.53
8277797,CONFIRMED,0.973,0,0,0,0,1.653889476,5.107e-06,-5.107e-06,132.18845,0.00265,-0.00265,0.226,0.243,-0.226,1.7242,0.0811,-0.0811,124.4,6.6,-6.6,0.97,0.09,-0.07,1373.0,,,838.03,250.75,-163.62,22.3,2.0,q1_q17_dr25_tce,5390.0,107.0,-107.0,4.499,0.052,-0.078,0.876,0.084,-0.058,281.34882,44.295238,13.53
5124667,CONFIRMED,1.0,0,0,0,0,150.8783198,0.0005029,-0.0005029,206.69223,0.00213,-0.00213,0.022,0.4,-0.022,8.6797,0.0826,-0.0826,659.9,10.8,-10.8,4.37,0.65,-1.53,423.0,,,7.56,3.09,-4.54,70.6,1.0,q1_q17_dr25_tce,5504.0,87.0,-76.0,3.999,0.304,-0.095,1.737,0.261,-0.608,297.94016,40.278629,12.443
2989404,CONFIRMED,1.0,0,0,0,0,3.553831111,4.5e-06,-4.5e-06,134.64066,0.00106,-0.00106,0.74,0.059,-0.506,3.1029,0.0314,-0.0314,191.8,2.7,-2.7,1.62,0.27,-0.18,1292.0,,,658.37,303.61,-182.25,77.4,1.0,q1_q17_dr25_tce,6015.0,108.0,-132.0,4.37,0.095,-0.116,1.081,0.18,-0.12,291.38223,38.127468,12.722
2989404,CONFIRMED,1.0,0,0,0,0,1.6783263,1.924e-06,-1.924e-06,136.05259,0.000905,-0.000905,0.91,0.077,-0.681,2.5123,0.0221,-0.0221,146.3,2.2,-2.2,1.57,0.26,-0.18,1659.0,,,1797.15,828.74,-497.48,76.1,2.0,q1_q17_dr25_tce,6015.0,108.0,-132.0,4.37,0.095,-0.116,1.081,0.18,-0.12,291.38223,38.127468,12.722
11413812,CONFIRMED,1.0,0,0,0,0,5.65378163,1.105e-05,-1.105e-05,131.71154,0.00164,-0.00164,0.439,0.451,-0.247,1.9483,0.0489,-0.0489,366.8,11.4,-11.4,1.82,0.58,-0.15,1020.0,,,256.14,236.21,-65.59,37.8,1.0,q1_q17_dr25_tce,5988.0,161.0,-179.0,4.507,0.039,-0.221,0.934,0.294,-0.078,296.75415,49.20874,14.377
9549648,CONFIRMED,1.0,0,0,0,0,5.99185827,1.095e-05,-1.095e-05,136.88244,0.00154,-0.00154,0.905,0.017,-0.637,1.7215,0.0462,-0.0462,186.3,6.9,-6.9,2.75,0.49,-0.59,1355.0,,,796.76,398.64,-345.22,32.1,1.0,q1_q17_dr25_tce,6157.0,124.0,-124.0,4.049,0.188,-0.101,1.695,0.3,-0.366,299.66046,46.198421,12.239
10063802,CONFIRMED,0.978,0,0,0,0,120.0183551,0.0006493,-0.0006493,134.18742,0.00471,-0.00471,0.58,0.296,-0.371,11.637,0.159,-0.159,886.0,21.6,-21.6,4.54,0.74,-0.35,473.0,,,11.84,5.24,-2.65,46.1,1.0,q1_q17_dr25_tce,6469.0,103.0,-154.0,4.253,0.048,-0.104,1.467,0.24,-0.111,286.68552,47.098221,13.256
11074178,CONFIRMED,1.0,0,0,0,0,14.30517579,4.815e-05,-4.815e-05,135.06301,0.00265,-0.00265,0.924,0.003,-0.663,4.535,0.152,-0.152,863.4,24.6,-24.6,3.05,0.85,-0.28,693.0,,,54.59,44.75,-14.37,37.5,1.0,q1_q17_dr25_tce,5741.0,155.0,-155.0,4.555,0.034,-0.195,0.846,0.236,-0.079,286.27386,48.61871,15.338
11074178,CONFIRMED,0.976,0,0,0,0,9.18189122,6.36e-05,-6.36e-05,132.40505,0.00526,-0.00526,0.971,0.005,-0.678,4.343,0.239,-0.239,363.6,22.6,-22.6,2.17,0.61,-0.2,804.0,,,98.61,80.84,-25.96,18.2,2.0,q1_q17_dr25_tce,5741.0,155.0,-155.0,4.555,0.034,-0.195,0.846,0.236,-0.079,286.27386,48.61871,15.338
5942808,CONFIRMED,1.0,0,0,0,0,2.935362067,5.061e-06,-5.061e-06,136.18415,0.00154,-0.00154,0.86,0.036,-0.62,1.5043,0.0388,-0.0388,1052.6,32.2,-32.2,3.15,0.24,-0.32,1022.0,,,258.48,83.62,-77.74,38.0,1.0,q1_q17_dr25_tce,4922.0,169.0,-169.0,4.505,0.084,-0.056,0.823,0.062,-0.085,285.21667,41.282429,15.622
6206214,CONFIRMED,0.999,0,0,0,0,13.53953595,8.81e-05,-8.81e-05,143.15629,0.00494,-0.00494,0.219,0.238,-0.218,4.389,0.176,-0.176,134.2,7.2,-7.2,2.32,0.37,-0.57,1079.0,,,320.19,147.52,-150.87,21.8,1.0,q1_q17_dr25_tce,6109.0,122.0,-122.0,3.985,0.188,-0.101,1.997,0.323,-0.485,292.23395,41.575211,13.628
8959839,CONFIRMED,1.0,0,0,0,0,22.7082375,0.0001019,-0.0001019,133.72114,0.00381,-0.00381,0.032,0.397,-0.032,3.503,0.119,-0.119,298.8,15.8,-15.8,1.72,0.54,-0.2,677.0,,,49.67,46.55,-15.32,22.0,1.0,q1_q17_dr25_tce,6170.0,174.0,-196.0,4.472,0.054,-0.216,0.992,0.314,-0.112,294.26633,45.204311,14.574
7672097,CONFIRMED,0.996,0,0,0,0,7.97033985,3.502e-05,-3.502e-05,136.55775,0.00382,-0.00382,0.107,0.347,-0.106,2.6675,0.0988,-0.0988,490.8,23.8,-23.8,1.81,0.44,-0.15,839.0,,,116.77,83.9,-29.33,23.5,1.0,q1_q17_dr25_tce,5774.0,155.0,-172.0,4.567,0.042,-0.158,0.818,0.199,-0.066,287.87939,43.364071,15.833
5599774,CONFIRMED,1.0,0,0,0,0,8.49640437,2.908e-05,-2.908e-05,138.73595,0.00281,-0.00281,0.628,0.307,-0.413,2.2128,0.0959,-0.0959,834.0,44.5,-44.5,2.14,0.24,-0.2,702.0,,,57.43,22.3,-15.42,21.8,1.0,q1_q17_dr25_tce,5093.0,151.0,-151.0,4.586,0.061,-0.05,0.709,0.079,-0.065,284.3511,40.852982,15.888
8099138,CONFIRMED,0.998,0,0,0,0,66.1843646,0.0004536,-0.0004536,141.62259,0.00621,-0.00621,0.877,0.024,-0.63,5.155,0.149,-0.149,560.5,30.0,-30.0,2.72,0.37,-0.21,436.0,,,8.57,3.14,-1.66,21.3,1.0,q1_q17_dr25_tce,5640.0,76.0,-84.0,4.447,0.063,-0.117,0.978,0.135,-0.073,292.36957,43.910809,14.862
7033233,CONFIRMED,1.0,0,0,0,0,2.032318856,4.589e-06,-4.589e-06,132.64394,0.00189,-0.00189,0.009,0.46,-0.009,1.1596,0.0625,-0.0625,287.5,18.4,-18.4,1.12,0.08,-0.03,1011.0,,,247.21,59.27,-32.94,20.4,1.0,q1_q17_dr25_tce,4670.0,93.0,-93.0,4.635,0.012,-0.048,0.682,0.048,-0.021,291.66928,42.59071,15.13
6383785,CONFIRMED,0.997,0,0,0,0,3.62275506,1.499e-05,-1.499e-05,132.99267,0.00351,-0.00351,0.007,0.456,-0.007,2.7868,0.098,-0.098,180.6,9.2,-9.2,1.62,0.27,-0.24,1304.0,,,683.84,295.78,-216.38,22.3,2.0,q1_q17_dr25_tce,5794.0,78.0,-78.0,4.282,0.137,-0.112,1.216,0.201,-0.183,297.20154,41.730209,14.762
9411412,CONFIRMED,0.998,0,0,0,0,2.892216772,7.009e-06,-7.009e-06,132.87726,0.00192,-0.00192,0.806,0.131,-0.58,1.3596,0.0686,-0.0686,360.5,18.3,-18.3,1.31,0.06,-0.06,794.0,,,93.66,16.07,-15.72,23.9,1.0,q1_q17_dr25_tce,4229.0,84.0,-84.0,4.655,0.025,-0.02,0.615,0.025,-0.031,294.70938,45.969501,15.068
7008211,CONFIRMED,0.996,0,0,0,0,187.746606,0.00146,-0.00146,157.35064,0.00574,-0.00574,0.015,0.436,-0.015,5.885,0.179,-0.179,1583.0,90.1,-90.1,2.95,0.41,-0.3,267.0,,,1.2,0.59,-0.35,20.2,1.0,q1_q17_dr25_tce,5303.0,193.0,-171.0,4.55,0.075,-0.075,0.753,0.104,-0.076,281.59415,42.596409,15.206
7620413,CONFIRMED,0.999,0,0,0,0,2.543063763,9.212e-06,-9.212e-06,132.68159,0.00321,-0.00321,0.215,0.238,-0.215,2.8473,0.092,-0.092,152.0,6.4,-6.4,1.26,0.18,-0.14,1319.0,,,716.3,279.02,-179.77,26.5,1.0,q1_q17_dr25_tce,5579.0,75.0,-75.0,4.389,0.105,-0.105,1.029,0.152,-0.114,295.50269,43.232792,14.736
4545187,CONFIRMED,1.0,0,0,0,0,3.177414601,1.587e-06,-1.587e-06,134.478892,0.000417,-0.000417,0.786,0.015,-0.561,1.5262,0.0254,-0.0254,1134.3,12.1,-12.1,2.65,0.41,-0.19,997.0,,,233.26,118.02,-53.2,113.7,1.0,q1_q17_dr25_tce,5303.0,159.0,-143.0,4.63,0.032,-0.097,0.708,0.111,-0.051,286.16205,39.678001,14.708
10854546,CONFIRMED,1.0,0,0,0,0,2.168451063,2.811e-06,-2.811e-06,132.14107,0.00106,-0.00106,0.207,0.256,-0.207,1.458,0.0366,-0.0366,466.9,12.3,-12.3,2.41,0.8,-0.34,1558.0,,,1389.18,1391.38,-513.74,45.5,1.0,q1_q17_dr25_tce,6153.0,193.0,-236.0,4.382,0.087,-0.217,1.109,0.366,-0.157,288.74994,48.277168,15.141
11774991,CONFIRMED,0.999,0,0,0,0,37.8154157,0.0002667,-0.0002667,141.10346,0.00568,-0.00568,0.533,0.399,-0.316,4.662,0.162,-0.162,286.4,14.2,-14.2,1.21,0.08,-0.04,401.0,,,6.09,1.38,-0.91,22.4,1.0,q1_q17_dr25_tce,4856.0,86.0,-106.0,4.624,0.012,-0.048,0.705,0.049,-0.025,297.29242,49.981628,12.879
11774991,CONFIRMED,0.0,0,0,0,0,53.5783052,0.0004684,-0.0004684,171.1857,0.00744,-0.00744,0.769,0.013,-0.556,5.194,0.2,-0.2,224.9,15.8,-15.8,1.16,0.09,-0.04,357.0,,,3.82,0.87,-0.56,15.4,2.0,q1_q17_dr25_tce,4856.0,86.0,-106.0,4.624,0.012,-0.048,0.705,0.049,-0.025,297.29242,49.981628,12.879
8261920,CONFIRMED,0.993,0,0,0,0,33.1362861,0.0002392,-0.0002392,169.50676,0.00583,-0.00583,0.791,0.147,-0.538,4.163,0.18,-0.18,825.2,54.0,-54.0,2.05,0.08,-0.1,357.0,,,3.86,0.67,-0.65,16.3,3.0,q1_q17_dr25_tce,4245.0,85.0,-85.0,4.641,0.027,-0.02,0.637,0.026,-0.032,300.24222,44.141399,15.673
8261920,CONFIRMED,0.993,0,0,0,0,7.72513619,5.341e-05,-5.341e-05,176.80202,0.00501,-0.00501,0.954,0.024,-0.68,2.042,0.174,-0.174,382.2,43.4,-43.4,1.71,0.07,-0.09,581.0,,,26.91,4.65,-4.52,10.5,2.0,q1_q17_dr25_tce,4245.0,85.0,-85.0,4.641,0.027,-0.02,0.637,0.026,-0.032,300.24222,44.141399,15.673
9112931,CONFIRMED,1.0,0,0,0,0,10.71253475,3.804e-05,-3.804e-05,137.16499,0.00291,-0.00291,0.72,0.189,-0.504,2.7186,0.078,-0.078,1198.6,43.0,-43.0,2.02,0.11,-0.1,485.0,,,13.09,2.62,-2.35,31.2,1.0,q1_q17_dr25_tce,4175.0,83.0,-91.0,4.715,0.025,-0.032,0.544,0.029,-0.029,299.07709,45.440639,15.813
9071593,CONFIRMED,1.0,0,0,0,0,32.5635249,0.0002369,-0.0002369,163.46038,0.00564,-0.00564,0.371,0.094,-0.371,5.418,0.169,-0.169,578.3,26.5,-26.5,2.05,0.15,-0.12,490.0,,,13.63,3.1,-2.23,24.1,1.0,q1_q17_dr25_tce,5225.0,83.0,-73.0,4.505,0.054,-0.054,0.859,0.063,-0.051,283.29214,45.434109,15.48
8126558,CONFIRMED,1.0,0,0,0,0,12.19140405,4.507e-05,-4.507e-05,136.33677,0.00312,-0.00312,0.091,0.371,-0.091,1.8832,0.0983,-0.0983,665.8,40.7,-40.7,2.46,0.67,-0.41,763.0,,,80.01,65.27,-30.82,19.4,1.0,q1_q17_dr25_tce,5516.0,166.0,-166.0,4.399,0.144,-0.176,0.967,0.261,-0.161,300.1705,43.98497,15.364
11811193,CONFIRMED,1.0,0,0,0,0,6.11784972,2.782e-05,-2.782e-05,133.61873,0.00387,-0.00387,0.391,0.061,-0.391,3.458,0.112,-0.112,60.5,2.8,-2.8,1.05,0.19,-0.15,1211.0,,,509.24,250.37,-169.7,25.8,1.0,q1_q17_dr25_tce,6226.0,112.0,-137.0,4.247,0.12,-0.12,1.333,0.238,-0.195,290.23584,50.03009,12.168
3734418,CONFIRMED,0.997,0,0,0,0,3.97599629,1.137e-05,-1.137e-05,133.62238,0.00227,-0.00227,0.331,0.126,-0.331,2.2029,0.0732,-0.0732,206.0,8.7,-8.7,1.11,0.07,-0.06,936.0,,,181.47,40.33,-30.76,27.3,1.0,q1_q17_dr25_tce,5143.0,102.0,-102.0,4.561,0.036,-0.05,0.778,0.049,-0.04,287.52963,38.894508,14.11
8681734,CONFIRMED,1.0,0,0,0,0,7.68478504,3.077e-05,-3.077e-05,137.64035,0.00358,-0.00358,0.045,0.419,-0.045,2.447,0.105,-0.105,274.1,14.7,-14.7,1.47,0.13,-0.11,830.0,,,112.06,29.58,-20.94,21.4,1.0,q1_q17_dr25_tce,5344.0,85.0,-74.0,4.469,0.07,-0.077,0.907,0.081,-0.066,288.83401,44.838249,14.776
10212441,CONFIRMED,1.0,0,0,0,0,15.0447098,0.0001181,-0.0001181,133.20895,0.00584,-0.00584,0.022,0.407,-0.022,5.823,0.186,-0.186,97.9,4.9,-4.9,1.51,0.25,-0.38,931.0,,,177.24,83.26,-82.46,23.4,1.0,q1_q17_dr25_tce,5798.0,116.0,-81.0,4.025,0.208,-0.112,1.525,0.252,-0.378,293.72586,47.24704,13.037
8247771,CONFIRMED,0.999,0,0,0,0,1.118547814,3.233e-06,-3.233e-06,132.84826,0.00224,-0.00224,0.221,0.249,-0.221,1.5534,0.0761,-0.0761,234.8,13.0,-13.0,0.98,0.08,-0.07,1174.0,,,447.97,148.57,-97.09,21.7,1.0,q1_q17_dr25_tce,4496.0,134.0,-121.0,4.65,0.021,-0.049,0.658,0.058,-0.043,296.60342,44.129261,15.793
8165946,CONFIRMED,1.0,0,0,0,0,6.42199919,2.499e-05,-2.499e-05,134.58037,0.00343,-0.00343,0.281,0.168,-0.281,2.6192,0.0841,-0.0841,161.6,7.4,-7.4,1.25,0.2,-0.07,1000.0,,,236.21,95.47,-37.32,25.4,1.0,q1_q17_dr25_tce,5985.0,72.0,-84.0,4.468,0.032,-0.128,0.981,0.154,-0.055,291.87134,44.087379,13.862
12017109,CONFIRMED,1.0,0,0,0,0,9.75374033,4.46e-05,-4.46e-05,134.06014,0.00353,-0.00353,0.295,0.171,-0.295,2.348,0.111,-0.111,430.8,26.9,-26.9,1.87,0.48,-0.17,813.0,,,103.3,77.65,-27.81,18.9,1.0,q1_q17_dr25_tce,5806.0,157.0,-175.0,4.528,0.044,-0.187,0.899,0.229,-0.082,293.90057,50.427052,15.158
9225395,CONFIRMED,0.979,0,0,0,0,81.3153052,0.0009352,-0.0009352,175.9957,0.0105,-0.0105,0.013,0.453,-0.013,5.807,0.228,-0.228,715.5,39.6,-39.6,2.55,0.3,-0.33,393.0,,,5.64,1.84,-1.61,20.7,1.0,q1_q17_dr25_tce,5325.0,79.0,-79.0,4.39,0.12,-0.08,0.975,0.115,-0.126,294.56937,45.671261,15.111
10709622,CONFIRMED,0.998,0,0,0,0,51.3283527,0.0003026,-0.0003026,177.67418,0.00468,-0.00468,0.582,0.301,-0.362,9.357,0.156,-0.156,692.3,22.9,-22.9,3.06,0.96,-0.48,546.0,,,21.06,19.47,-8.06,34.7,1.0,q1_q17_dr25_tce,6119.0,171.0,-214.0,4.353,0.108,-0.201,1.119,0.35,-0.175,281.32257,48.066502,14.955
11499228,CONFIRMED,1.0,0,0,0,0,19.7919389,0.0001144,-0.0001144,149.30719,0.00434,-0.00434,0.954,0.025,-0.701,3.787,0.125,-0.125,383.7,18.8,-18.8,2.58,0.86,-0.29,736.0,,,69.48,68.4,-21.49,22.8,1.0,q1_q17_dr25_tce,6285.0,169.0,-206.0,4.441,0.056,-0.21,1.039,0.349,-0.116,287.38208,49.452389,14.09
9022166,CONFIRMED,0.989,0,0,0,0,26.8475962,0.0001572,-0.0001572,142.17023,0.00479,-0.00479,0.457,0.421,-0.256,10.068,0.119,-0.119,254.1,7.1,-7.1,3.2,0.55,-0.82,800.0,,,96.89,46.92,-47.08,39.2,1.0,q1_q17_dr25_tce,5508.0,110.0,,3.897,0.195,-0.09,1.988,0.34,-0.51,291.88004,45.387932,12.848
10965588,CONFIRMED,1.0,0,0,0,0,62.8917493,0.0004637,-0.0004637,139.12778,0.00566,-0.00566,0.632,0.294,-0.416,6.831,0.181,-0.181,791.0,40.0,-40.0,2.5,0.12,-0.21,384.0,,,5.13,0.82,-1.1,22.6,1.0,q1_q17_dr25_tce,5052.0,75.0,-83.0,4.48,0.083,-0.028,0.855,0.039,-0.072,286.36746,48.423931,15.481
10670119,CONFIRMED,0.998,0,0,0,0,14.87149773,4.901e-05,-4.901e-05,137.69573,0.00303,-0.00303,0.018,0.432,-0.018,2.4076,0.0741,-0.0741,944.9,37.6,-37.6,1.59,0.12,-0.1,391.0,,,5.51,1.35,-1.1,27.3,1.0,q1_q17_dr25_tce,3825.0,76.0,-84.0,4.749,0.028,-0.044,0.524,0.038,-0.034,293.67422,47.908459,15.673
10670119,CONFIRMED,0.992,0,0,0,0,2.732767897,5.914e-06,-5.914e-06,354.09581,0.00145,-0.00145,0.748,0.17,-0.517,1.1102,0.0521,-0.0521,613.1,27.2,-27.2,1.42,0.1,-0.1,687.0,,,52.68,12.88,-10.53,27.0,2.0,q1_q17_dr25_tce,3825.0,76.0,-84.0,4.749,0.028,-0.044,0.524,0.038,-0.034,293.67422,47.908459,15.673
8491277,CONFIRMED,1.0,0,0,0,0,9.61375316,1.143e-05,-1.143e-05,132.185679,0.000971,-0.000971,0.604,0.285,-0.384,4.654,0.051,-0.051,797.9,8.4,-8.4,3.27,0.97,-0.53,931.0,,,177.26,158.74,-68.07,108.6,1.0,q1_q17_dr25_tce,5997.0,181.0,-199.0,4.364,0.108,-0.201,1.11,0.33,-0.178,290.35815,44.518749,14.283
8613535,CONFIRMED,0.962,0,0,0,0,29.9685917,0.0001741,-0.0001741,147.8598,0.00413,-0.00413,0.282,0.141,-0.282,6.678,0.134,-0.134,309.5,12.2,-12.2,1.91,0.6,-0.2,644.0,,,40.76,37.46,-12.36,26.5,1.0,q1_q17_dr25_tce,6249.0,174.0,-217.0,4.428,0.054,-0.202,1.076,0.335,-0.112,286.97128,44.708302,14.456
12256520,CONFIRMED,0.999,0,0,0,0,33.2407985,0.0002787,-0.0002787,143.46683,0.00671,-0.00671,0.231,0.208,-0.231,4.675,0.218,-0.218,341.9,18.3,-18.3,1.51,0.16,-0.05,486.0,,,13.17,4.04,-1.59,20.4,1.0,q1_q17_dr25_tce,5382.0,80.0,-80.0,4.571,0.015,-0.095,0.827,0.091,-0.028,290.34851,50.902851,14.477
5629538,CONFIRMED,0.991,0,0,0,0,15.18727049,8.664e-05,-8.664e-05,134.05495,0.00479,-0.00479,0.839,0.083,-0.577,4.509,0.154,-0.154,292.5,15.6,-15.6,1.94,0.58,-0.25,789.0,,,91.56,83.15,-31.59,21.4,1.0,q1_q17_dr25_tce,6136.0,183.0,-220.0,4.414,0.105,-0.195,1.005,0.304,-0.13,294.61481,40.833172,14.724
8561231,CONFIRMED,0.999,0,0,0,0,28.6853212,0.0002024,-0.0002024,159.87094,0.00585,-0.00585,0.922,0.03,-0.638,6.307,0.174,-0.174,689.1,31.8,-31.8,2.69,0.64,-0.23,547.0,,,21.09,14.41,-5.45,23.8,1.0,q1_q17_dr25_tce,5726.0,143.0,-172.0,4.559,0.04,-0.16,0.838,0.197,-0.071,292.29062,44.653252,15.658
8235924,CONFIRMED,0.15,0,0,0,0,0.588001053,5.82e-07,-5.82e-07,132.058754,0.000814,-0.000814,0.403,0.028,-0.403,1.1451,0.0288,-0.0288,297.4,7.4,-7.4,0.99,0.04,-0.07,1188.0,,,473.45,81.06,-94.76,50.9,1.0,q1_q17_dr25_tce,3814.0,76.0,-84.0,4.687,0.039,-0.018,0.57,0.023,-0.037,292.77338,44.178131,14.934
6941084,CONFIRMED,0.99,0,0,0,0,85.7357202,0.0008312,-0.0008312,170.98121,0.00792,-0.00792,0.033,0.431,-0.033,7.625,0.26,-0.26,747.7,40.3,-40.3,2.94,0.98,-0.39,448.0,,,9.54,9.64,-3.32,20.8,1.0,q1_q17_dr25_tce,6096.0,193.0,-214.0,4.397,0.09,-0.21,1.077,0.358,-0.143,289.4415,42.498131,15.301
6200235,CONFIRMED,1.0,0,0,0,0,1.078389713,2.588e-06,-2.588e-06,133.25041,0.00208,-0.00208,0.846,0.116,-0.594,1.3394,0.0646,-0.0646,300.5,15.5,-15.5,1.98,0.55,-0.33,1667.0,,,1817.38,1572.44,-676.76,23.6,1.0,q1_q17_dr25_tce,5325.0,175.0,-143.0,4.384,0.162,-0.216,0.985,0.276,-0.161,290.27969,41.515049,15.143
11460462,CONFIRMED,0.998,0,0,0,0,5.03728033,1.566e-05,-1.566e-05,134.1094,0.00258,-0.00258,0.96,0.001,-0.665,2.0619,0.0628,-0.0628,76.3,4.3,-4.3,1.55,0.28,-0.17,1321.0,,,720.22,362.66,-201.6,20.9,1.0,q1_q17_dr25_tce,6387.0,115.0,-140.0,4.271,0.066,-0.123,1.381,0.253,-0.156,294.46854,49.33102,12.189
8612275,CONFIRMED,1.0,0,0,0,0,3.289726319,8.626e-06,-8.626e-06,131.75522,0.00211,-0.00211,0.052,0.391,-0.052,2.3274,0.0662,-0.0662,234.9,9.9,-9.9,1.37,0.16,-0.08,1116.0,,,367.18,122.47,-60.02,27.0,1.0,q1_q17_dr25_tce,5463.0,82.0,-73.0,4.492,0.045,-0.098,0.91,0.11,-0.055,286.28473,44.781551,14.866
8612275,CONFIRMED,1.0,0,0,0,0,7.18644594,1.933e-05,-1.933e-05,136.62345,0.00237,-0.00237,0.892,0.022,-0.644,1.4972,0.0637,-0.0637,402.0,20.4,-20.4,2.19,0.27,-0.13,860.0,,,129.48,43.19,-21.16,23.8,2.0,q1_q17_dr25_tce,5463.0,82.0,-73.0,4.492,0.045,-0.098,0.91,0.11,-0.055,286.28473,44.781551,14.866
7207061,CONFIRMED,1.0,0,0,0,0,15.94248453,5.985e-05,-5.985e-05,146.33157,0.00298,-0.00298,0.022,0.423,-0.022,3.4894,0.0806,-0.0806,1093.7,34.7,-34.7,2.62,0.54,-0.22,616.0,,,34.06,22.94,-9.19,34.3,1.0,q1_q17_dr25_tce,5376.0,186.0,-186.0,4.576,0.034,-0.136,0.806,0.168,-0.067,293.82431,42.779701,15.886
4545187,CONFIRMED,1.0,0,0,0,0,41.0081117,0.000118,-0.000118,147.03382,0.00238,-0.00238,0.878,0.039,-0.595,4.376,0.113,-0.113,1004.5,24.3,-24.3,2.64,0.41,-0.19,425.0,,,7.72,3.9,-1.76,43.9,2.0,q1_q17_dr25_tce,5303.0,159.0,-143.0,4.63,0.032,-0.097,0.708,0.111,-0.051,286.16205,39.678001,14.708
