flux,flux_err,quality,timecorr,centroid_col,centroid_row,cadenceno,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,sap_quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
11255.776,5.651233,0,0.0013813307,963.4376043193263,845.9296775422982,1542,8834.079,4.4264855,637.3494,0.40746263,11255.776,5.651233,0,,,,,963.4376043193263,0.00077229354,845.9296775422982,0.0008239521,-0.0041646254,-0.0061277295
11259.817,5.650931,0,0.0013820309,963.4378631794946,845.9276274309309,1543,8837.221,4.4267206,637.9476,0.4074867,11259.817,5.650931,0,,,,,963.4378631794946,0.0007715442,845.9276274309309,0.00082269,-0.0043182103,-0.0062760897
11248.282,5.648649,0,0.0013827311,963.437570406759,845.9297849062477,1544,8828.454,4.426027,640.4805,0.4073829,11248.282,5.648649,0,,,,,963.437570406759,0.00077315525,845.9297849062477,0.00082493544,-0.004095653,-0.0060153888
11254.327,5.6523576,0,0.0013834313,963.4389444347557,845.9265568965557,1545,8833.331,4.4265704,638.4873,0.40792212,11254.327,5.6523576,0,,,,,963.4389444347557,0.0007728929,845.9265568965557,0.00082395546,-0.0041253855,-0.0064140703
11262.65,5.6538177,0,0.0013841313,963.4383589723233,845.9283646511299,1546,8840.287,4.427033,639.94147,0.40698436,11262.65,5.6538177,0,,,,,963.4383589723233,0.00077109534,845.9283646511299,0.00082243164,-0.0039522373,-0.0064028646
11259.005,5.651751,0,0.0013848313,963.439126239415,845.9283217709481,1547,8836.102,4.4266615,639.6285,0.40740028,11259.005,5.651751,0,,,,,963.439126239415,0.00077259395,845.9283217709481,0.0008240111,-0.003981782,-0.00636292
11243.826,5.651547,0,0.0013855312,963.4380619424059,845.9298890527006,1548,8824.152,4.425749,637.4596,0.4065293,11243.826,5.651547,0,,,,,963.4380619424059,0.00077338656,845.9298890527006,0.0008251888,-0.004102118,-0.0061667697
11249.713,5.647869,0,0.0013862309,963.4372978114063,845.9294938307498,1549,8828.729,4.4264774,636.27496,0.40758207,11249.713,5.647869,0,,,,,963.4372978114063,0.0007726239,845.9294938307498,0.0008242348,-0.004156237,-0.0059680883
11247.155,5.6482773,0,0.0013869307,963.4389536968508,845.9289797908934,1550,8826.448,4.426026,637.8375,0.40785885,11247.155,5.6482773,0,,,,,963.4389536968508,0.0007726446,845.9289797908934,0.00082422566,-0.004161084,-0.005776558
11246.488,5.644194,0,0.0013876305,963.438973198934,845.9303897674444,1551,8825.826,4.42589,637.6731,0.406771,11246.488,5.644194,0,,,,,963.438973198934,0.0007728181,845.9303897674444,0.00082474627,-0.0041985307,-0.0054045385
11241.804,5.6500063,0,0.00138833,963.4400191230768,845.9300548987645,1552,8822.387,4.4258757,637.3021,0.4078501,11241.804,5.6500063,0,,,,,963.4400191230768,0.00077315024,845.9300548987645,0.0008248971,-0.004143139,-0.0056436043
11247.549,5.651111,0,0.0013890296,963.4388033551845,845.9299344973018,1553,8826.853,4.426136,633.06665,0.4071055,11247.549,5.651111,0,,,,,963.4388033551845,0.000773647,845.9299344973018,0.0008255544,-0.003887209,-0.0057064034
11244.062,5.647903,0,0.0013897291,963.4362292622662,845.9300190704569,1554,8823.364,4.4260154,640.79016,0.4076463,11244.062,5.647903,0,,,,,963.4362292622662,0.00077383436,845.9300190704569,0.0008256706,-0.0041935546,-0.0057062036
11250.812,5.6500835,0,0.0013904285,963.4378550883596,845.929017076611,1555,8829.315,4.4263477,637.7339,0.4073312,11250.812,5.6500835,0,,,,,963.4378550883596,0.00077260844,845.929017076611,0.00082419615,-0.0040062056,-0.0057585635
11254.641,5.650746,0,0.0013911278,963.4391090819156,845.9295595390155,1556,8831.648,4.426644,630.8143,0.4075686,11254.641,5.650746,0,,,,,963.4391090819156,0.0007728537,845.9295595390155,0.0008245755,-0.004270579,-0.0058821863
11253.492,5.6499004,0,0.001391827,963.437401364394,845.9301057733234,1557,8831.301,4.42649,634.5812,0.40732098,11253.492,5.6499004,0,,,,,963.437401364394,0.0007724653,845.9301057733234,0.00082428125,-0.0040257704,-0.005752946
11253.972,5.6517706,0,0.0013925262,963.4395007527645,845.9285309173049,1558,8831.731,4.4265695,636.64594,0.4072673,11253.972,5.6517706,0,,,,,963.4395007527645,0.0007727766,845.9285309173049,0.00082435354,-0.0040266486,-0.0058325827
11246.203,5.65045,0,0.0013932253,963.4376466589404,845.9303434325848,1559,8825.164,4.42603,631.93805,0.40742815,11246.203,5.65045,0,,,,,963.4376466589404,0.00077258074,845.9303434325848,0.00082444,-0.004173543,-0.0059491904
11248.333,5.6465716,0,0.0013939244,963.4387219867097,845.9303160363895,1560,8826.041,4.4260983,634.63214,0.40773517,11248.333,5.6465716,0,,,,,963.4387219867097,0.0007730895,845.9303160363895,0.00082503323,-0.0040481016,-0.005517109
11259.052,5.652113,0,0.0013946233,963.4372538837549,845.9302998279604,1561,8834.448,4.4267364,638.3465,0.4077231,11259.052,5.652113,0,,,,,963.4372538837549,0.0007726723,845.9302998279604,0.00082448503,-0.0041151415,-0.005509576
11251.593,5.6546483,0,0.0013953223,963.4391506644289,845.9298783986403,1562,8829.849,4.4263763,630.46136,0.40747577,11251.593,5.6546483,0,,,,,963.4391506644289,0.0007727591,845.9298783986403,0.00082459464,-0.0038411955,-0.0058152582
11253.314,5.6538143,0,0.001396021,963.4385773907579,845.929220944537,1563,8830.695,4.426579,633.95404,0.40853867,11253.314,5.6538143,0,,,,,963.4385773907579,0.00077302975,845.929220944537,0.0008247372,-0.003835747,-0.0059990343
11255.427,5.655219,0,0.0013967198,963.4396674766689,845.9288962333428,1564,8832.062,4.426383,632.65234,0.4070171,11255.427,5.655219,0,,,,,963.4396674766689,0.0007727349,845.9288962333428,0.0008243361,-0.0036737663,-0.006038491
11259.249,5.656293,0,0.0013974184,963.4400624772062,845.9313459897577,1565,8835.165,4.4266763,631.68225,0.4076752,11259.249,5.656293,0,,,,,963.4400624772062,0.00077341934,845.9313459897577,0.0008256718,-0.0035363683,-0.0060512684
11247.936,5.652926,0,0.001398117,963.4401465959824,845.9312738342751,1566,8826.146,4.4260235,637.05096,0.407896,11247.936,5.652926,0,,,,,963.4401465959824,0.0007723302,845.9312738342751,0.00082453736,-0.0034758619,-0.0057752444
11260.49,5.657511,0,0.0013988155,963.4400446277186,845.9299980270608,1567,8835.748,4.4268775,632.5838,0.4078483,11260.49,5.657511,0,,,,,963.4400446277186,0.0007727903,845.9299980270608,0.00082474266,-0.003613123,-0.006001319
11256.648,5.6553807,0,0.001399514,963.4409302553252,845.9283898666279,1568,8832.791,4.4263635,638.5794,0.407248,11256.648,5.6553807,0,,,,,963.4409302553252,0.0007727609,845.9283898666279,0.00082439097,-0.0034763678,-0.005889538
11260.814,5.6577663,0,0.0014002124,963.4419925779977,845.9299280836585,1569,8835.627,4.4267178,634.10034,0.4083371,11260.814,5.6577663,0,,,,,963.4419925779977,0.0007725663,845.9299280836585,0.00082449114,-0.003372034,-0.0058284965
11249.572,5.654419,0,0.0014009107,963.4403480903978,845.9299979539114,1570,8826.627,4.425819,635.39716,0.40777627,11249.572,5.654419,0,,,,,963.4403480903978,0.0007733404,845.9299979539114,0.0008252526,-0.0035064016,-0.0056875315
11262.03,5.6561313,0,0.0014016089,963.4403798599772,845.9299634597966,1571,8836.922,4.426717,638.90955,0.40790832,11262.03,5.6561313,0,,,,,963.4403798599772,0.0007725764,845.9299634597966,0.0008244375,-0.003676444,-0.0056205783
11254.499,5.658084,0,0.0014023071,963.4413354204248,845.9297426146279,1572,8829.184,4.4260216,636.9679,0.4074039,11254.499,5.658084,0,,,,,963.4413354204248,0.0007726463,845.9297426146279,0.00082455797,-0.0033660424,-0.005464789
11251.034,5.656469,0,0.0014030052,963.4419334495826,845.9307414164886,1573,8826.256,4.425763,635.2027,0.4076836,11251.034,5.656469,0,,,,,963.4419334495826,0.00077323365,845.9307414164886,0.0008253517,-0.0031415545,-0.005250415
11252.635,5.6557655,0,0.0014037031,963.4413786829148,845.9296020475596,1574,8827.444,4.425872,640.7544,0.40767682,11252.635,5.6557655,0,,,,,963.4413786829148,0.00077325385,845.9296020475596,0.0008251567,-0.0034476325,-0.0052846014
11265.399,5.6596484,0,0.0014044011,963.4425672689429,845.9294585421835,1575,8838.29,4.426725,635.43915,0.407565,11265.399,5.6596484,0,,,,,963.4425672689429,0.0007729206,845.9294585421835,0.0008248072,-0.003322009,-0.0058392477
11251.03,5.655404,0,0.0014050989,963.440374535226,845.930220605582,1576,8826.85,4.425992,632.6737,0.40796202,11251.03,5.655404,0,,,,,963.440374535226,0.00077345094,845.930220605582,0.00082551537,-0.0033525876,-0.0058702636
11260.124,5.659454,0,0.0014057967,963.4407493031417,845.9302035739621,1577,8834.222,4.4264383,642.9511,0.40799922,11260.124,5.659454,0,,,,,963.4407493031417,0.000772737,845.9302035739621,0.00082470896,-0.003315435,-0.005714237
11260.964,5.6583676,0,0.0014064944,963.441790632896,845.9304642810346,1578,8833.209,4.426178,630.5331,0.40751132,11260.964,5.6583676,0,,,,,963.441790632896,0.0007725271,845.9304642810346,0.0008245392,-0.0032675331,-0.0054634507
11250.383,5.656903,0,0.0014071921,963.4403955668115,845.9309334723023,1579,8824.808,4.4256086,640.0836,0.40687487,11250.383,5.656903,0,,,,,963.4403955668115,0.00077285786,845.9309334723023,0.0008249041,-0.0032959185,-0.0053182333
11269.32,5.6594877,0,0.0014078896,963.4418236171135,845.9297717977138,1580,8841.224,4.4268823,643.1584,0.40726826,11269.32,5.6594877,0,,,,,963.4418236171135,0.00077280594,845.9297717977138,0.0008246568,-0.003520832,-0.0057051023
11265.411,5.6579747,0,0.0014085871,963.4401821244696,845.9284602876103,1581,8837.792,4.426499,640.8592,0.40621635,11265.411,5.6579747,0,,,,,963.4401821244696,0.0007717526,845.9284602876103,0.0008232737,-0.00366375,-0.005623141
11264.525,5.656282,0,0.0014092845,963.4415406099831,845.9302018026992,1582,8837.328,4.426483,646.1631,0.40710637,11264.525,5.656282,0,,,,,963.4415406099831,0.00077187613,845.9302018026992,0.0008238052,-0.0037930305,-0.005621861
11266.184,5.657949,0,0.0014099819,963.4408819929095,845.9300333717579,1583,8838.8955,4.4266453,640.9533,0.40729767,11266.184,5.657949,0,,,,,963.4408819929095,0.0007728117,845.9300333717579,0.00082469336,-0.0038085212,-0.0062567345
11271.102,5.660748,0,0.0014106792,963.4407058748172,845.9293631944246,1584,8843.386,4.4270067,641.32666,0.40718225,11271.102,5.660748,0,,,,,963.4407058748172,0.0007718166,845.9293631944246,0.0008235233,-0.0038835055,-0.0064339363
11263.207,5.659866,0,0.0014113763,963.4406897884694,845.9301454563795,1585,8836.808,4.4264946,647.246,0.40699697,11263.207,5.659866,0,,,,,963.4406897884694,0.0007721239,845.9301454563795,0.00082402094,-0.004103317,-0.006469527
11277.856,5.6633077,128,0.0014120735,963.4408034827155,845.9298488941051,1586,8848.238,4.4292107,640.2605,0.40752757,11277.856,5.6633077,128,,,,,963.4408034827155,0.00077167375,845.9298488941051,0.0008235478,-0.003677586,-0.006169737
11259.484,5.6603293,0,0.0014127705,963.4401087018084,845.9282965050274,1587,8833.995,4.426193,640.68744,0.40659732,11259.484,5.6603293,0,,,,,963.4401087018084,0.0007724204,845.9282965050274,0.0008239312,-0.0039704014,-0.006428636
11260.592,5.660193,8192,0.0014134675,963.4407217151925,845.9291042925374,1588,8834.791,4.4262238,641.8062,0.40640673,11260.592,5.660193,8192,,,,,963.4407217151925,0.00077267573,845.9291042925374,0.0008244685,-0.00397854,-0.0063689374
11259.794,5.6615496,0,0.0014141643,963.4410604333837,845.9290470164924,1589,8833.622,4.426116,646.8489,0.4063422,11259.794,5.6615496,0,,,,,963.4410604333837,0.0007725392,845.9290470164924,0.00082423794,-0.0038967195,-0.0062477174
11263.033,5.6622972,0,0.0014148612,963.4400629185677,845.928577831661,1590,8836.438,4.4265227,645.7725,0.40759236,11263.033,5.6622972,0,,,,,963.4400629185677,0.0007722925,845.928577831661,0.00082385587,-0.0038957032,-0.0065747043
11264.683,5.6592016,0,0.0014155579,963.4409644751336,845.9295960141178,1591,8838.299,4.4266663,639.41846,0.40728453,11264.683,5.6592016,0,,,,,963.4409644751336,0.00077240163,845.9295960141178,0.0008242151,-0.0037776434,-0.006160888
11254.913,5.6601176,0,0.0014162546,963.4396461985689,845.9296151317103,1592,8830.588,4.425973,642.97,0.40696445,11254.913,5.6601176,0,,,,,963.4396461985689,0.00077225966,845.9296151317103,0.00082407804,-0.0039023731,-0.006352688
11268.784,5.661471,0,0.0014169512,963.4414750645224,845.9293514064657,1593,8840.132,4.426751,639.77997,0.40680352,11268.784,5.661471,0,,,,,963.4414750645224,0.00077227707,845.9293514064657,0.00082403456,-0.0035142403,-0.005950971
11249.351,5.6578956,0,0.0014176477,963.4409652071139,845.929145925036,1594,8825.196,4.4254856,640.06696,0.40718195,11249.351,5.6578956,0,,,,,963.4409652071139,0.0007725687,845.929145925036,0.0008242569,-0.0035389974,-0.0059846835
11253.813,5.6600738,0,0.0014183441,963.4419966728162,845.9298440964619,1595,8828.346,4.425922,643.6921,0.4079588,11253.813,5.6600738,0,,,,,963.4419966728162,0.00077267934,845.9298440964619,0.0008245862,-0.0031436938,-0.0055067395
11252.422,5.660509,0,0.0014190405,963.4421415196058,845.9308864549771,1596,8825.602,4.4255867,641.0184,0.40696555,11252.422,5.660509,0,,,,,963.4421415196058,0.0007734477,845.9308864549771,0.00082564825,-0.0030001525,-0.0053980136
11259.136,5.6610255,0,0.0014197368,963.4424139609168,845.9304821253179,1597,8831.207,4.425874,637.3,0.40735552,11259.136,5.6610255,0,,,,,963.4424139609168,0.00077219453,845.9304821253179,0.00082423707,-0.0027606462,-0.0054820576
11259.748,5.660598,0,0.0014204329,963.4420016424997,845.9295877787382,1598,8830.843,4.4260535,639.87976,0.40768963,11259.748,5.660598,0,,,,,963.4420016424997,0.0007720019,845.9295877787382,0.0008238025,-0.0025788022,-0.005528848
11261.876,5.6607323,0,0.0014211291,963.4411803325268,845.9300401463945,1599,8832.76,4.426168,647.0555,0.40777466,11261.876,5.6607323,0,,,,,963.4411803325268,0.00077325635,845.9300401463945,0.00082554354,-0.0024187954,-0.0054070996
11253.721,5.6590405,0,0.0014218251,963.4402571140973,845.9298640272702,1600,8825.471,4.4254203,641.4677,0.4072362,11253.721,5.6590405,0,,,,,963.4402571140973,0.0007725928,845.9298640272702,0.00082452275,-0.0024078328,-0.0051235855
11266.866,5.6625614,0,0.0014225212,963.4410000540148,845.928340175604,1601,8836.714,4.4264455,639.7095,0.40702263,11266.866,5.6625614,0,,,,,963.4410000540148,0.0007718905,845.928340175604,0.0008234929,-0.0025983304,-0.005470804
11257.459,5.659474,0,0.001423217,963.4414739304194,845.9316689444506,1602,8828.463,4.4256186,643.7901,0.40666157,11257.459,5.659474,0,,,,,963.4414739304194,0.000772999,845.9316689444506,0.00082532875,-0.0023467815,-0.00483933
11262.968,5.659898,0,0.0014239128,963.4414702197962,845.9316557423288,1603,8832.886,4.426116,639.9746,0.40779072,11262.968,5.659898,0,,,,,963.4414702197962,0.00077253603,845.9316557423288,0.0008249478,-0.0023392101,-0.0048853043
11255.892,5.6608963,0,0.0014246086,963.4413389985602,845.9304450105817,1604,8826.89,4.425616,639.03815,0.4071846,11255.892,5.6608963,0,,,,,963.4413389985602,0.0007726292,845.9304450105817,0.00082470744,-0.0022107828,-0.004653428
11260.877,5.658835,8192,0.0014253043,963.4428618897175,845.9317474415684,1605,8830.507,4.4260073,634.448,0.40709198,11260.877,5.658835,8192,,,,,963.4428618897175,0.0007726693,845.9317474415684,0.0008250426,-0.0024362684,-0.004858389
11258.844,5.6590924,0,0.0014259999,963.4413450392286,845.9317729599555,1606,8829.232,4.425824,638.73303,0.40748808,11258.844,5.6590924,0,,,,,963.4413450392286,0.0007727404,845.9317729599555,0.0008250647,-0.0023420714,-0.0048024384
11263.598,5.6598215,0,0.0014266954,963.4396916575238,845.9313465862647,1607,8832.544,4.426019,634.5088,0.40722045,11263.598,5.6598215,0,,,,,963.4396916575238,0.00077289995,845.9313465862647,0.0008251159,-0.0023940091,-0.0049218303
11269.797,5.659992,0,0.0014273908,963.4411138487518,845.9320343575929,1608,8838.189,4.426336,636.75574,0.4071597,11269.797,5.659992,0,,,,,963.4411138487518,0.00077231886,845.9320343575929,0.00082466844,-0.0024523584,-0.0050405525
11264.635,5.657323,0,0.0014280863,963.44150923248,845.9304260940365,1609,8833.52,4.425938,638.1797,0.4067272,11264.635,5.657323,0,,,,,963.44150923248,0.0007719536,845.9304260940365,0.00082396646,-0.0024590006,-0.0049792505
11254.797,5.6579847,0,0.0014287815,963.4405964290444,845.9317267473052,1610,8825.799,4.425455,635.93396,0.40714994,11254.797,5.6579847,0,,,,,963.4405964290444,0.00077293336,845.9317267473052,0.0008252552,-0.0024237058,-0.004979147
11262.217,5.6578455,0,0.0014294768,963.4414576986273,845.930371991648,1611,8831.267,4.425792,635.086,0.40715203,11262.217,5.6578455,0,,,,,963.4414576986273,0.00077223097,845.930371991648,0.0008242848,-0.0021907967,-0.0047429223
11266.419,5.655246,0,0.0014301719,963.4405893411875,845.9305493924066,1612,8835.075,4.4262657,637.8089,0.40635222,11266.419,5.655246,0,,,,,963.4405893411875,0.0007717647,845.9305493924066,0.00082376617,-0.0021849088,-0.005076372
11260.072,5.6579156,0,0.001430867,963.4404549997581,845.9308313009569,1613,8829.374,4.4258223,639.6644,0.40801066,11260.072,5.6579156,0,,,,,963.4404549997581,0.0007722766,845.9308313009569,0.00082433503,-0.002031509,-0.004914672
11261.137,5.6559563,0,0.001431562,963.4406969210722,845.9320461373077,1614,8829.742,4.4256206,635.8218,0.4072433,11261.137,5.6559563,0,,,,,963.4406969210722,0.0007726413,845.9320461373077,0.00082502794,-0.0024127609,-0.004806231
11255.597,5.6567636,0,0.0014322569,963.4413439845014,845.9308565400391,1615,8826.337,4.4254427,640.6351,0.40758997,11255.597,5.6567636,0,,,,,963.4413439845014,0.0007728341,845.9308565400391,0.0008250261,-0.002100381,-0.0044605345
11272.793,5.6581182,0,0.0014329517,963.4412078804153,845.9315725757351,1616,8839.605,4.426721,635.4676,0.40720716,11272.793,5.6581182,0,,,,,963.4412078804153,0.000771627,845.9315725757351,0.0008238815,-0.0019716716,-0.0047650873
11265.718,5.653254,0,0.0014336464,963.440720648349,845.9303478100486,1617,8833.793,4.4260273,639.1859,0.4076586,11265.718,5.653254,0,,,,,963.440720648349,0.00077197846,845.9303478100486,0.00082397717,-0.0017873277,-0.004697594
11262.464,5.6566343,0,0.0014343412,963.4419173661032,845.9306594986871,1618,8830.964,4.4259253,639.3121,0.40727603,11262.464,5.6566343,0,,,,,963.4419173661032,0.0007721724,845.9306594986871,0.0008243154,-0.0021616318,-0.004767831
11250.672,5.653414,0,0.0014350357,963.440365362209,845.9322812153463,1619,8821.625,4.424938,634.5215,0.4073947,11250.672,5.653414,0,,,,,963.440365362209,0.0007733553,845.9322812153463,0.00082590897,-0.0017411264,-0.00465444
11253.216,5.655841,0,0.0014357303,963.4404385107104,845.932720046055,1620,8823.197,4.42524,639.54584,0.40749106,11253.216,5.655841,0,,,,,963.4404385107104,0.0007732095,845.932720046055,0.00082579284,-0.001862441,-0.0047063595
11259.878,5.6552587,0,0.0014364247,963.4419962074907,845.9313663506252,1621,8827.797,4.4254265,635.7699,0.4078716,11259.878,5.6552587,0,,,,,963.4419962074907,0.00077255414,845.9313663506252,0.0008248644,-0.0019517128,-0.0043613175
11251.36,5.655703,0,0.0014371191,963.4401071523815,845.9319907262851,1622,8821.709,4.425065,640.6698,0.4080079,11251.36,5.655703,0,,,,,963.4401071523815,0.00077307684,845.9319907262851,0.00082550646,-0.0019342919,-0.0045326287
11264.28,5.653765,0,0.0014378134,963.4404774219031,845.9309647248897,1623,8831.757,4.4259043,638.3324,0.40849468,11264.28,5.653765,0,,,,,963.4404774219031,0.0007727626,845.9309647248897,0.00082496967,-0.0017432489,-0.0045761555
11262.26,5.6549907,0,0.0014385076,963.4395429067341,845.9319340634156,1624,8830.248,4.4258227,637.9904,0.40779263,11262.26,5.6549907,0,,,,,963.4395429067341,0.0007718376,845.9319340634156,0.00082410016,-0.0019692057,-0.004698851
11261.781,5.655204,0,0.0014392018,963.4407766174928,845.9323753734931,1625,8828.344,4.425458,636.21606,0.4077139,11261.781,5.655204,0,,,,,963.4407766174928,0.0007723435,845.9323753734931,0.0008247287,-0.0016762682,-0.004399199
11260.802,5.6549535,0,0.0014398957,963.4405896181331,845.9316909827844,1626,8828.443,4.425693,639.6187,0.40816548,11260.802,5.6549535,0,,,,,963.4405896181331,0.0007732612,845.9316909827844,0.0008256641,-0.0015920814,-0.004427123
11262.145,5.6498795,0,0.0014405898,963.4413806991861,845.9311092741152,1627,8828.203,4.425533,635.0431,0.40855893,11262.145,5.6498795,0,,,,,963.4413806991861,0.00077215384,845.9311092741152,0.00082431396,-0.0015222675,-0.004285625
11262.426,5.651254,0,0.0014412836,963.440482171999,845.9316476409963,1628,8829.563,4.42556,641.24524,0.4082439,11262.426,5.651254,0,,,,,963.440482171999,0.0007722923,845.9316476409963,0.00082460284,-0.001600769,-0.004355233
11265.941,5.6553802,0,0.0014419775,963.4393013107735,845.9312029758785,1629,8831.824,4.4259973,642.4078,0.40767136,11265.941,5.6553802,0,,,,,963.4393013107735,0.00077130063,845.9312029758785,0.00082337076,-0.0017609919,-0.0044456893
11257.206,5.652012,0,0.0014426712,963.4400689259252,845.9305586652974,1630,8825.91,4.4255037,644.8525,0.40808842,11257.206,5.652012,0,,,,,963.4400689259252,0.0007718403,845.9305586652974,0.0008237968,-0.0017141668,-0.0042787883
11256.586,5.6555834,0,0.0014433649,963.4391721237804,845.9311010007845,1631,8826.143,4.425526,635.73627,0.40829816,11256.586,5.6555834,0,,,,,963.4391721237804,0.0007730901,845.9311010007845,0.0008253136,-0.0018180023,-0.004723696
11261.224,5.6525235,0,0.0014440585,963.4397049730319,845.9319872939664,1632,8829.425,4.425559,643.4998,0.40724155,11261.224,5.6525235,0,,,,,963.4397049730319,0.0007728168,845.9319872939664,0.0008251751,-0.0017111709,-0.004463514
11275.387,5.6550865,0,0.001444752,963.4401829945675,845.9312277153844,1633,8839.552,4.4264216,644.7414,0.4083068,11275.387,5.6550865,0,,,,,963.4401829945675,0.0007717517,845.9312277153844,0.0008239584,-0.001601001,-0.00433519
11269.33,5.655025,0,0.0014454455,963.4388068687721,845.9297724645323,1634,8835.051,4.4260626,644.8446,0.40763995,11269.33,5.655025,0,,,,,963.4388068687721,0.00077165983,845.9297724645323,0.0008235083,-0.0016404663,-0.0045315986
11279.636,5.6566586,0,0.0014461388,963.441482627759,845.9308714601013,1635,8842.213,4.42674,639.4121,0.4079983,11279.636,5.6566586,0,,,,,963.441482627759,0.0007703921,845.9308714601013,0.00082243845,-0.0015382024,-0.004231401
11261.889,5.64947,0,0.0014468321,963.4396159595487,845.9324538685654,1636,8828.142,4.4253726,643.54816,0.40709788,11261.889,5.64947,0,,,,,963.4396159595487,0.0007731918,845.9324538685654,0.00082563533,-0.0014938382,-0.004453501
11265.6045,5.6518846,0,0.0014475252,963.4394466579284,845.9323674220116,1637,8831.473,4.4257913,649.37006,0.40833735,11265.6045,5.6518846,0,,,,,963.4394466579284,0.00077229796,845.9323674220116,0.0008246507,-0.001313588,-0.004315866
11269.934,5.654292,0,0.0014482184,963.4395700575438,845.9311046884641,1638,8834.96,4.425977,644.73047,0.40870604,11269.934,5.654292,0,,,,,963.4395700575438,0.00077193405,845.9311046884641,0.0008240542,-0.0016819378,-0.0043540304
11263.438,5.6515,128,0.0014489114,963.440095227307,845.9314472750973,1639,8830.218,4.4265065,640.8619,0.40756541,11263.438,5.6515,128,,,,,963.440095227307,0.0007720958,845.9314472750973,0.00082428183,-0.0016034447,-0.004144458
11260.871,5.6528754,0,0.0014496044,963.4404671174689,845.9310251632207,1640,8827.524,4.425244,645.7041,0.4080536,11260.871,5.6528754,0,,,,,963.4404671174689,0.0007722288,845.9310251632207,0.00082436914,-0.0015289094,-0.004430507
11263.864,5.654911,0,0.0014502972,963.438999658122,845.9316712270569,1641,8829.632,4.425723,644.9222,0.40763232,11263.864,5.654911,0,,,,,963.438999658122,0.0007721408,845.9316712270569,0.0008243316,-0.0014787391,-0.0041397163
11262.326,5.6550617,0,0.0014509901,963.4392424133484,845.9318864779959,1642,8828.298,4.42531,649.2592,0.40750325,11262.326,5.6550617,0,,,,,963.4392424133484,0.00077181176,845.9318864779959,0.00082408177,-0.0016263458,-0.0043321243
11266.244,5.6534653,0,0.0014516828,963.4390297846762,845.9319794135192,1643,8831.344,4.425744,649.43066,0.40705267,11266.244,5.6534653,0,,,,,963.4390297846762,0.00077214494,845.9319794135192,0.0008244561,-0.0015884803,-0.0042117666
11254.655,5.653003,0,0.0014523754,963.4404961476689,845.9334936631312,1644,8821.796,4.425191,644.89087,0.40775117,11254.655,5.653003,0,,,,,963.4404961476689,0.0007731072,845.9334936631312,0.00082585105,-0.0015945449,-0.0042975754
11259.748,5.6498165,0,0.001453068,963.4386802714764,845.9317802650837,1645,8825.353,4.425209,650.72656,0.40764657,11259.748,5.6498165,0,,,,,963.4386802714764,0.0007728424,845.9317802650837,0.00082518737,-0.0016453613,-0.0042066798
11271.472,5.6553183,0,0.0014537604,963.439728741976,845.9316334384337,1646,8834.765,4.4259276,646.2831,0.40775418,11271.472,5.6553183,0,,,,,963.439728741976,0.00077135005,845.9316334384337,0.00082356436,-0.0016482046,-0.004125195
11265.848,5.6507287,0,0.0014544529,963.4390940066752,845.9312629308872,1647,8830.879,4.4256086,644.2691,0.4075238,11265.848,5.6507287,0,,,,,963.4390940066752,0.00077208685,845.9312629308872,0.00082421716,-0.00164478,-0.0042978786
11261.622,5.654017,0,0.0014551452,963.4394835320904,845.9309000554342,1648,8826.881,4.425377,648.6042,0.4074278,11261.622,5.654017,0,,,,,963.4394835320904,0.00077225885,845.9309000554342,0.00082438823,-0.0014339386,-0.0040493542
11261.823,5.6507196,0,0.0014558374,963.4382146636849,845.9317376738934,1649,8827.422,4.4253454,646.7216,0.40704024,11261.823,5.6507196,0,,,,,963.4382146636849,0.00077245734,845.9317376738934,0.0008247201,-0.0016344434,-0.0042157383
11266.349,5.653558,0,0.0014565296,963.4396627842732,845.9317117273031,1650,8829.994,4.4253964,649.4993,0.407426,11266.349,5.653558,0,,,,,963.4396627842732,0.0007717279,845.9317117273031,0.0008239497,-0.001605483,-0.003868106
11258.733,5.654534,0,0.0014572217,963.4387741923815,845.9318899821294,1651,8823.859,4.425105,652.3317,0.4073919,11258.733,5.654534,0,,,,,963.4387741923815,0.0007721566,845.9318899821294,0.0008244291,-0.0016831385,-0.003937414
11260.678,5.656376,0,0.0014579137,963.4390676341587,845.9324770431006,1652,8825.66,4.4250555,651.7151,0.40709665,11260.678,5.656376,0,,,,,963.4390676341587,0.0007723181,845.9324770431006,0.00082480797,-0.0016293881,-0.003636041
11269.363,5.6535687,0,0.0014586056,963.4393873237537,845.9327095223657,1653,8831.6045,4.425597,647.57336,0.40652263,11269.363,5.6535687,0,,,,,963.4393873237537,0.0007720956,845.9327095223657,0.00082454854,-0.0017834444,-0.003826846
11273.816,5.6520596,0,0.0014592975,963.4397625433014,845.9323797563366,1654,8835.68,4.426019,647.27,0.4072977,11273.816,5.6520596,0,,,,,963.4397625433014,0.0007715909,845.9323797563366,0.0008238979,-0.0013899306,-0.0037710913
11267.209,5.652559,0,0.0014599892,963.4395273228391,845.9322073489002,1655,8830.225,4.4255295,651.1123,0.40781617,11267.209,5.652559,0,,,,,963.4395273228391,0.0007714549,845.9322073489002,0.00082381646,-0.0016234485,-0.0038362357
