koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err2,koi_impact,koi_duration,koi_depth,koi_depth_err2,koi_model_snr,koi_srad,koi_srad_err2,dec
FALSE POSITIVE,0.0,0,1,0,0,6.998099523,-2.356e-06,7.361,2.0488,20285.0,-128.0,192.3,0.829,-0.065,42.832439
CONFIRMED,1.0,0,0,0,0,5.95489993,-5.482e-06,0.327,2.3892,1410.7,-17.8,87.2,0.633,-0.029,42.82497
CONFIRMED,1.0,0,0,0,0,12.03987488,-1.825e-05,0.286,2.7363,1250.6,-23.5,57.6,0.633,-0.029,42.82497
CONFIRMED,0.998,0,0,0,0,20.83762895,-9.65e-05,0.706,2.3734,439.0,-30.9,14.9,0.633,-0.029,42.82497
FALSE POSITIVE,0.0,0,1,1,1,8.8111022,-1.642e-05,1.223,5.0683,401.1,-6.1,76.8,2.404,-0.678,38.383461
CONFIRMED,1.0,0,0,0,0,23.58917143,-5.786e-05,0.926,5.073,1200.7,-27.4,53.3,0.721,-0.075,42.83992
CONFIRMED,1.0,0,0,0,0,6.481633073,-6.004e-06,0.833,3.784,298.5,-2.7,125.6,1.302,-0.058,40.28487
CONFIRMED,1.0,0,0,0,0,10.37168928,-1.477e-05,0.537,3.035,1254.9,-21.2,64.5,0.888,-0.077,43.363899
CONFIRMED,1.0,0,0,0,0,3.96996298,-1.395e-05,0.836,1.1757,299.2,-24.5,15.0,0.888,-0.077,43.363899
CONFIRMED,1.0,0,0,0,0,4.40841331,-1.408e-05,0.899,5.012,549.4,-13.4,45.1,0.961,-0.122,43.34639
FALSE POSITIVE,0.0,0,1,1,1,7.9426176,-2.419e-05,0.942,6.703,1590.7,-40.4,60.4,0.926,-0.096,43.399632
CONFIRMED,1.0,0,0,0,0,226.8904775,-0.0009057,0.731,7.558,3136.4,-69.4,46.8,0.75,-0.033,42.935261
FALSE POSITIVE,0.0,0,1,0,0,1.956811408,-1.059e-06,1.091,2.1958,24905.0,-244.0,125.4,0.603,-0.041,42.943062
CONFIRMED,1.0,0,0,0,0,9.439459486,-4.991e-06,0.049,2.8979,3036.1,-18.8,175.2,0.779,-0.053,43.039291
CONFIRMED,1.0,0,0,0,0,11.523067458,-9.452e-06,0.0,3.8757,507.3,-4.2,142.0,1.411,-0.073,44.398041
CONFIRMED,0.0,0,0,0,0,20.47748843,-3.126e-05,0.497,2.8364,1382.4,-28.2,52.7,0.779,-0.053,43.039291
CONFIRMED,1.0,0,0,0,0,3.336123113,-4.359e-06,0.252,1.9616,516.3,-13.7,41.6,0.779,-0.053,43.039291
CONFIRMED,1.0,0,0,0,0,8.01078456,-1.061e-05,0.192,2.312,1333.6,-29.3,48.5,0.47,-0.054,43.056301
CONFIRMED,1.0,0,0,0,0,12.07134205,-4.21e-05,0.014,4.3224,759.2,-26.4,31.0,0.47,-0.054,43.056301
CONFIRMED,0.986,0,0,0,0,20.99587872,-7.662e-05,0.228,2.6333,767.3,-42.9,18.2,0.47,-0.054,43.056301
CONFIRMED,1.0,0,0,0,0,7.41113177,-1.357e-05,0.712,2.5242,620.5,-14.3,50.4,0.919,-0.096,43.029831
FALSE POSITIVE,0.0,0,1,0,0,1.000747038,-2.91e-07,0.908,0.9967,1823.5,-16.9,147.4,0.79,-0.108,43.164909
CONFIRMED,0.999,0,0,0,0,8.884922995,-1.636e-06,0.069,2.07004,16053.0,-47.4,388.2,0.843,-0.045,36.577381
CONFIRMED,1.0,0,0,0,0,8.09888906,-2.181e-06,0.018,4.20241,6911.1,-18.0,435.9,1.076,-0.118,43.272739
CONFIRMED,1.0,0,0,0,0,10.00653012,-2.001e-05,0.862,5.344,936.1,-14.7,71.9,1.001,-0.106,43.379398
CONFIRMED,0.635,0,0,0,0,17.855221681,-3.676e-06,0.075,7.41287,9065.2,-11.2,915.7,1.367,-0.067,41.01099
CONFIRMED,1.0,0,0,0,0,5.007316661,-1.389e-06,0.344,4.2362,6932.3,-19.7,431.4,0.827,-0.074,43.884449
CONFIRMED,1.0,0,0,0,0,2.211116989,-2.691e-06,0.69,1.6485,724.2,-18.9,42.6,0.646,-0.02,44.026459
CONFIRMED,0.997,0,0,0,0,27.9541337,-0.0001727,0.063,3.95,942.5,-39.6,25.4,0.646,-0.02,44.026459
CONFIRMED,0.415,0,0,0,0,12.69104387,-2.298e-05,0.008,3.7727,252.1,-4.6,60.2,1.626,-0.413,48.60281
FALSE POSITIVE,0.228,0,1,0,0,4.409409243,-5.831e-06,0.028,3.8636,12861.0,-174.0,85.8,0.975,-0.181,43.455391
CONFIRMED,1.0,0,0,0,0,16.23947096,-1.575e-05,0.043,4.0374,2590.7,-22.5,123.8,0.837,-0.03,43.58136
CONFIRMED,1.0,0,0,0,0,6.308201629,-7.031e-06,0.03,2.9785,1328.5,-17.3,86.2,0.837,-0.03,43.58136
CONFIRMED,1.0,0,0,0,0,2.052349884,-1.37e-07,0.437,2.0778,14281.0,-17.9,1072.1,1.08,-0.097,43.503559
CONFIRMED,1.0,0,0,0,0,9.7704486,-1.455e-05,0.09,2.4517,1897.8,-36.6,58.0,0.509,-0.046,43.66563
CONFIRMED,1.0,0,0,0,0,5.169804269,-9.036e-06,0.351,2.153,1037.4,-27.7,41.4,0.509,-0.046,43.66563
CONFIRMED,1.0,0,0,0,0,21.22261195,-2.908e-05,0.02,6.5093,366.0,-3.5,114.9,1.302,-0.058,40.28487
CONFIRMED,1.0,0,0,0,0,20.09017037,-6.63e-05,0.886,4.154,1432.1,-41.4,36.9,0.509,-0.046,43.66563
CONFIRMED,0.999,0,0,0,0,7.11373257,-1.275e-05,0.334,2.1764,807.6,-20.5,44.4,0.411,-0.06,43.65852
CONFIRMED,0.999,0,0,0,0,3.306551643,-6.4e-06,0.001,1.8177,509.2,-15.6,37.8,0.411,-0.06,43.65852
CONFIRMED,0.998,0,0,0,0,15.36845737,-4.067e-05,0.115,2.4714,756.1,-26.4,30.9,0.411,-0.06,43.65852
CONFIRMED,1.0,0,0,0,0,13.81020318,-2.968e-05,0.791,3.048,1309.7,-31.5,46.2,1.142,-0.222,43.70311
CONFIRMED,1.0,0,0,0,0,4.093578461,-8.955e-06,0.93,2.5833,538.6,-17.0,36.4,0.999,-0.12,44.55645
CONFIRMED,0.999,0,0,0,0,105.145959,-0.001997,0.964,8.593,685.4,-45.6,15.4,0.999,-0.12,44.55645
CONFIRMED,1.0,0,0,0,0,10.8484518,-1.631e-05,0.21,2.9993,1675.6,-28.8,64.5,0.591,-0.109,44.545959
CONFIRMED,1.0,0,0,0,0,6.66833241,-3.449e-05,0.644,1.915,362.3,-30.1,14.2,0.591,-0.109,44.545959
CONFIRMED,0.997,0,0,0,0,4.082274889,-2.47e-07,0.093,3.23015,17859.0,-12.5,1669.1,0.794,-0.065,44.658138
CONFIRMED,1.0,0,0,0,0,42.1406089,-0.0003143,0.045,5.083,895.5,-43.6,21.6,0.646,-0.02,44.026459
CONFIRMED,1.0,0,0,0,0,4.617490562,-9.45e-06,0.649,2.2618,575.8,-21.8,28.1,0.646,-0.02,44.026459
CONFIRMED,0.996,0,0,0,0,10.19849255,-3.25e-05,0.714,2.4283,634.1,-31.3,21.4,0.646,-0.02,44.026459
FALSE POSITIVE,0.0,0,0,1,0,5.795063956,-5.032e-06,0.949,3.2496,1692.9,-26.5,119.4,0.827,-0.074,44.036072
CONFIRMED,1.0,0,0,0,0,7.15681552,-1.201e-05,0.45,2.5882,867.0,-19.8,47.7,0.838,-0.066,44.141949
CONFIRMED,1.0,0,0,0,0,17.64830851,-5.499e-05,0.653,2.0873,763.3,-35.7,23.8,0.838,-0.066,44.141949
CONFIRMED,0.957,0,0,0,0,4.14810719,-3.053e-05,0.093,2.535,175.2,-15.3,12.9,0.838,-0.066,44.141949
CONFIRMED,1.0,0,0,0,0,16.51410989,-3.387e-05,0.395,4.1575,973.5,-18.5,55.9,0.866,-0.074,44.105862
CONFIRMED,1.0,0,0,0,0,30.1329298,-0.0001013,0.839,5.172,1015.8,-24.0,44.8,0.866,-0.074,44.105862
CONFIRMED,1.0,0,0,0,0,4.79090809,-2.282e-05,0.11,2.603,251.3,-13.2,21.2,0.866,-0.074,44.105862
CONFIRMED,1.0,0,0,0,0,31.71981013,-6.31e-05,0.125,4.819,363.4,-6.1,63.1,1.626,-0.413,48.60281
CONFIRMED,1.0,0,0,0,0,99.6415962,-0.0006637,0.028,4.448,952.5,-44.1,22.7,0.866,-0.074,44.105862
CONFIRMED,1.0,0,0,0,0,4.708326451,-7.3e-07,0.061,3.16114,7912.7,-14.4,633.4,1.21,-0.293,44.17094
FALSE POSITIVE,0.0,0,0,1,1,16.37198661,-2.818e-05,9.303,3.8449,4147.6,-84.0,54.5,0.592,-0.064,44.175499
CONFIRMED,1.0,0,0,0,0,5.392026903,-6.664e-06,0.314,2.9804,1151.4,-17.2,77.4,0.801,-0.057,44.48053
CONFIRMED,1.0,0,0,0,0,6.491682808,-1.685e-06,0.535,4.301,7163.3,-17.2,502.3,1.107,-0.15,45.578861
FALSE POSITIVE,0.0,0,1,1,1,3.044770796,-4.462e-06,1.252,10.0134,1695.0,-10.1,203.5,0.753,-0.06,45.51683
CONFIRMED,0.999,0,0,0,0,3.855603916,-3.68e-07,0.348,3.2179,16653.0,-18.2,1173.9,1.046,-0.104,45.568562
FALSE POSITIVE,0.0,0,0,1,1,3.855599139,-4.003e-06,0.864,3.183,1030.9,-13.2,90.1,0.965,-0.089,45.56992
CONFIRMED,0.92,0,1,0,0,38.47876629,-4.731e-06,0.003,5.04169,23530.0,-25.4,1077.8,0.879,-0.039,49.370491
FALSE POSITIVE,0.0,0,1,0,0,37.601661282,-5.79e-06,0.408,8.30604,59130.0,-43.7,1667.3,1.096,-0.178,44.714661
CONFIRMED,1.0,0,0,0,0,3.314947362,-1.705e-06,0.799,1.8007,1398.2,-13.6,123.5,0.944,-0.089,44.792789
FALSE POSITIVE,0.0,0,1,0,0,6.71969089,-1.394e-05,0.985,3.0231,969.7,-26.2,45.4,0.866,-0.113,44.706299
CONFIRMED,0.996,0,0,0,0,39.6431552,-1.041e-05,0.062,6.5292,15664.0,-24.4,690.3,0.9,-0.081,44.811562
FALSE POSITIVE,0.0,0,1,0,0,51.42598578,-1.279e-05,0.203,16.9422,66068.0,-43.1,1843.8,1.147,-0.128,44.806789
CONFIRMED,1.0,0,0,0,0,21.80451611,-4.733e-05,0.751,3.4097,1144.9,-26.4,49.9,0.708,-0.051,44.88731
CONFIRMED,1.0,0,0,0,0,10.28194593,-1.884e-05,0.168,3.4366,1110.7,-21.3,55.0,0.775,-0.056,44.858089
CONFIRMED,1.0,0,0,0,0,18.11993039,-3.701e-05,0.206,4.2309,1506.9,-25.8,60.7,0.775,-0.056,44.858089
CONFIRMED,1.0,0,0,0,0,3.78402867,-1.076e-05,0.691,1.9012,426.1,-18.4,25.6,0.775,-0.056,44.858089
CONFIRMED,1.0,0,0,0,0,5.15448142,-1.026e-05,0.933,3.228,697.5,-16.4,48.1,0.884,-0.117,45.034409
FALSE POSITIVE,0.0,0,1,0,0,33.80364366,-2.278e-05,0.023,11.4813,13494.0,-26.6,529.9,1.796,-0.422,41.114288
CONFIRMED,1.0,0,0,0,0,5.743469797,-7.276e-06,0.001,3.4412,1240.2,-17.8,79.7,0.891,-0.087,45.115528
FALSE POSITIVE,0.0,0,1,0,0,19.974485239,-1.75e-06,0.886,4.23479,40293.0,-44.3,1398.8,0.997,-0.104,45.367661
CONFIRMED,1.0,0,0,0,0,3.166353562,-2.532e-06,0.032,3.3129,1473.4,-13.4,128.3,0.998,-0.106,45.414291
FALSE POSITIVE,0.0,0,1,1,0,23.899634407,-4.791e-06,1.245,3.81881,20953.0,-43.8,547.8,0.924,-0.097,45.48576
CONFIRMED,1.0,0,0,0,0,3.388012244,-9.49e-06,0.433,2.6849,280.1,-9.9,30.6,1.25,-0.24,46.097389
CONFIRMED,1.0,0,0,0,0,5.83909761,-2.022e-05,0.341,3.1915,273.6,-11.6,25.2,1.25,-0.24,46.097389
CONFIRMED,1.0,0,0,0,0,1.620467654,-5.924e-06,0.271,2.1888,159.6,-8.3,22.7,1.25,-0.24,46.097389
CONFIRMED,1.0,0,0,0,0,10.6816951,-5.174e-05,0.646,3.605,307.8,-14.6,21.9,1.25,-0.24,46.097389
CONFIRMED,1.0,0,0,0,0,6.104849417,-2.711e-06,0.041,4.6912,2090.3,-8.1,293.7,0.712,-0.042,46.027359
CONFIRMED,0.999,0,0,0,0,3.578780566,-1.83e-07,0.079,2.91089,11382.0,-7.2,1838.4,0.994,-0.059,44.345421
FALSE POSITIVE,0.0,0,1,1,0,3.187067566,-8.799e-06,1.234,3.119,1037.4,-34.5,37.2,0.811,-0.08,45.565418
CONFIRMED,1.0,0,0,0,0,5.826657508,-6.434e-06,0.033,2.9183,1539.1,-20.9,81.1,1.06,-0.127,45.816509
CONFIRMED,0.998,0,0,0,0,12.41216347,-5.712e-05,0.021,3.739,611.3,-26.0,25.6,1.06,-0.127,45.816509
CONFIRMED,1.0,0,0,0,0,18.74649011,-8.763e-05,0.508,3.895,796.8,-32.8,26.7,1.06,-0.127,45.816509
CONFIRMED,1.0,0,0,0,0,20.86021229,-2.386e-05,0.066,5.1937,1910.5,-17.5,117.0,1.257,-0.25,45.853081
CONFIRMED,1.0,0,0,0,0,42.63427848,-7.674e-05,0.142,6.1998,1719.3,-22.8,78.7,1.257,-0.25,45.853081
CONFIRMED,0.973,0,0,0,0,87.6476068,-0.0004197,0.147,8.871,1009.6,-27.4,37.5,1.257,-0.25,45.853081
CONFIRMED,0.953,0,0,0,0,9.467821474,-6.129e-06,0.081,2.4327,2237.0,-19.8,124.7,0.458,-0.055,45.958771
CONFIRMED,0.704,0,0,0,0,0.893040969,-4.61e-07,0.009,1.0981,741.7,-10.2,87.8,0.458,-0.055,45.958771
CONFIRMED,0.996,0,0,0,0,4.942783419,-2.47e-07,0.566,3.25346,11145.0,-6.7,2040.7,0.978,-0.067,49.140121
CONFIRMED,1.0,0,0,0,0,20.83426731,-5.358e-05,0.256,4.0454,988.4,-25.0,45.1,0.88,-0.069,45.914688
CONFIRMED,1.0,0,0,0,0,9.94602357,-2.07e-05,0.035,3.3862,994.5,-20.5,51.0,1.013,-0.141,45.976841
CONFIRMED,0.998,0,0,0,0,1.04562195,-2.717e-06,0.037,1.8955,213.0,-9.7,25.3,1.013,-0.141,45.976841
CONFIRMED,0.949,0,0,0,0,5.71462396,-3.25e-05,0.503,2.336,297.8,-19.8,16.7,1.013,-0.141,45.976841
FALSE POSITIVE,1.0,0,1,0,0,102.9641952,-0.0005766,0.922,15.735,1896.7,-27.3,86.1,7.119,-1.713,46.781509
CONFIRMED,1.0,0,0,0,0,8.14515981,-4.38e-05,0.965,5.073,446.8,-17.4,32.2,1.24,-0.251,38.34375
CONFIRMED,1.0,0,0,0,0,18.9985279,-0.0001799,1.3,4.529,430.7,-29.0,16.9,1.24,-0.251,38.34375
CONFIRMED,0.999,0,0,0,0,4.24439049,-2.717e-05,0.949,3.282,174.0,-12.7,15.1,1.24,-0.251,38.34375
CONFIRMED,1.0,0,0,0,0,28.5742692,-4.06e-05,0.068,4.9427,824.9,-9.2,97.1,0.812,-0.07,43.209751
CONFIRMED,0.965,0,0,0,0,7.34373964,-1.134e-05,0.185,1.1784,574.4,-21.8,32.2,0.762,-0.056,47.678959
FALSE POSITIVE,,1,0,0,1,0.445277068,-1.434e-06,1.2962,3.539,186.7,-7.8,28.9,1.064,-0.104,47.64357
FALSE POSITIVE,0.0,0,1,0,0,0.379463865,-2.8e-08,1.246,0.86896,1973.3,-5.8,458.6,1.783,-1.139,38.335579
FALSE POSITIVE,0.0,0,1,0,0,9.88047978,-1.553e-06,1.02,2.78458,18541.0,-36.6,534.5,0.917,-0.091,42.038639
FALSE POSITIVE,0.0,1,0,0,0,4.6484156,-7.845e-05,0.968,38.1939,128.4,-2.4,91.7,3.482,-1.447,38.61124
FALSE POSITIVE,0.0,0,1,0,0,17.512014768,-3.216e-06,0.994,1.8248,4511.7,-13.9,322.3,1.132,-0.19,39.127239
FALSE POSITIVE,0.0,0,1,1,0,0.525154153,-3.08e-07,1.226,2.1441,747.5,-8.1,116.1,0.846,-0.102,41.007038
FALSE POSITIVE,0.0,0,0,1,1,1.303861044,-1.192e-06,1.258,4.0541,598.2,-5.1,140.6,0.902,-0.105,41.332062
FALSE POSITIVE,,0,0,0,0,0.73452496,,,6.7,,,,,,41.560455
FALSE POSITIVE,0.0,0,0,1,0,2.55549176,-3.052e-05,1.228,9.083,113.8,-5.6,24.3,0.901,-0.09,41.214729
FALSE POSITIVE,0.0,0,1,0,0,2.947376671,-3.228e-06,2.641,2.0911,433.2,-8.5,62.3,2.234,-0.581,43.305141
CONFIRMED,1.0,0,0,0,0,224.7789355,-0.0002569,0.652,11.1899,3487.5,-15.8,235.7,1.235,-0.194,44.688271
FALSE POSITIVE,0.0,0,1,1,0,0.890110752,-2.212e-06,0.216,0.8774,321.5,-23.8,19.6,0.711,-0.043,38.008591
FALSE POSITIVE,0.0,0,0,1,0,5.76573396,-2.584e-05,0.708,2.924,248.0,-13.2,22.2,4.434,-1.486,38.204632
CONFIRMED,1.0,0,0,0,0,7.42608123,-1.88e-05,0.097,3.6379,443.3,-12.6,37.5,1.176,-0.107,38.358212
CONFIRMED,0.989,0,0,0,0,15.9868932,-0.0002828,0.533,4.158,178.5,-18.3,10.9,1.176,-0.107,38.358212
FALSE POSITIVE,0.0,1,0,1,0,0.73094589,-2.497e-06,1.169,4.32,250.2,-8.3,37.5,0.848,-0.079,38.351181
CONFIRMED,1.0,0,0,0,0,18.92537246,-5.231e-05,0.806,3.9835,640.9,-16.5,41.0,4.885,-1.636,38.374908
FALSE POSITIVE,0.0,1,0,1,1,0.933749106,-1.196e-06,0.736,4.256,186.2,-12.8,136.3,2.188,-0.711,47.461689
FALSE POSITIVE,0.0,0,0,1,1,2.037440623,-9.676e-06,0.715,3.442,118.6,-5.2,27.0,1.015,-0.134,47.66396
CONFIRMED,0.994,0,0,0,0,31.5925809,-0.0004371,0.283,13.566,145.1,-6.1,25.5,1.487,-0.344,47.448608
CONFIRMED,0.997,0,0,0,0,17.157236,-0.0001862,0.238,11.284,110.4,-5.0,23.6,1.487,-0.344,47.448608
CONFIRMED,0.998,0,0,0,0,1.97376085,-9.9e-08,0.337,1.82542,30222.0,-31.3,1252.5,0.503,-0.122,38.84227
FALSE POSITIVE,0.0,0,1,1,1,4.618767792,-2.737e-06,0.766,5.9957,4399.1,-18.4,270.1,1.033,-0.161,49.703041
CONFIRMED,1.0,0,0,0,0,2.785821236,-5.258e-06,0.893,3.5599,68.9,-1.5,53.6,1.733,-0.095,38.714016
FALSE POSITIVE,0.0,0,1,0,0,52.56901867,-5.475e-05,1.197,6.7507,26900.0,-174.0,184.3,1.717,-0.242,38.538868
FALSE POSITIVE,0.0,0,0,1,0,3.411758679,-9.564e-06,1.213,3.158,570.6,-19.2,35.6,0.561,-0.081,41.074989
FALSE POSITIVE,0.0,0,1,1,1,0.525426427,-4.26e-07,0.113,1.0801,324.6,-6.6,63.6,0.802,-0.072,41.11269
CONFIRMED,1.0,0,0,0,0,1.269091415,-1.011e-06,0.412,1.4647,340.9,-5.6,73.5,0.766,-0.037,41.09734
CONFIRMED,1.0,0,0,0,0,2.853133997,-4.356e-06,0.698,1.465,277.1,-8.3,39.7,0.766,-0.037,41.09734
CONFIRMED,1.0,0,0,0,0,6.79685353,-2.247e-05,0.62,3.1702,393.1,-14.9,29.8,0.97,-0.1,41.451801
FALSE POSITIVE,0.0,0,1,1,1,8.667822346,-6.02e-06,1.276,4.9658,2121.9,-13.6,187.6,1.889,-0.854,45.316051
CONFIRMED,0.993,0,0,0,0,1.475323222,-4.392e-06,0.136,2.3155,154.9,-6.5,27.2,4.885,-1.636,38.374908
CONFIRMED,1.0,0,0,0,0,4.15246118,-1.584e-05,0.639,2.5755,223.4,-9.9,24.5,4.885,-1.636,38.374908
FALSE POSITIVE,,1,0,0,0,6.7210783,,,7.46,,,,,,38.348061
CONFIRMED,0.995,0,0,0,0,8.7348852,-4.425e-05,0.314,4.49,270.7,-11.7,24.8,0.96,-0.105,38.088428
FALSE POSITIVE,0.0,0,0,1,1,10.26547688,-5.887e-05,0.69,3.733,399.6,-22.9,20.1,0.853,-0.073,38.284531
FALSE POSITIVE,0.0,0,1,0,0,3.305577989,-7.111e-06,1.145,2.5903,17971.0,-538.0,39.6,0.707,-0.055,38.631481
FALSE POSITIVE,0.0,0,1,0,0,4.800653901,-4.142e-06,0.785,9.0419,15304.0,-63.7,298.0,1.241,-0.147,38.999008
FALSE POSITIVE,0.0,0,1,1,1,15.06649901,-1.2e-05,1.018,5.9885,36348.0,-285.0,154.6,1.626,-0.402,38.73798
FALSE POSITIVE,0.0,0,1,0,0,34.82008158,-1.24e-05,0.663,11.1711,18848.0,-25.8,882.6,0.784,-0.08,39.103729
FALSE POSITIVE,0.0,1,0,0,1,0.651784374,-1.93e-07,1.224,2.0141,2779.3,-14.8,195.2,1.061,-0.173,38.437698
FALSE POSITIVE,1.0,0,1,0,0,1.353771892,-3.751e-06,1.203,7.012,1349.1,-23.3,76.7,15.76,-1.778,48.852016
FALSE POSITIVE,0.0,1,0,0,0,18.95491633,-5.799e-05,1.228,24.249,867.5,-4.3,249.3,2.534,-0.712,49.415428
FALSE POSITIVE,0.0,0,1,0,0,4.348866254,-7.773e-06,1.187,3.2797,625.6,-13.3,56.3,101.451,-33.66,40.843563
FALSE POSITIVE,0.0,0,1,0,0,47.93094546,-1.904e-05,1.272,2.6897,2144.4,-10.8,221.1,1.938,-0.413,50.720669
FALSE POSITIVE,,1,0,0,0,3.99751422,-8.433e-05,0.0303,3.686,32.8,-7.0,6.1,5.324,-0.107,44.71331
FALSE POSITIVE,0.0,0,1,1,1,1.592633181,,0.003,5.5605,633.1,,66.9,0.651,-0.053,37.09864
CONFIRMED,0.0,0,0,0,0,67.5923754,-0.0005335,0.728,12.249,4158.1,-79.7,60.9,1.744,-0.398,45.364979
CONFIRMED,1.0,0,0,0,0,17.02902786,-7.532e-05,0.202,4.645,568.9,-20.5,29.8,1.067,-0.172,41.24482
CONFIRMED,0.945,0,0,0,0,6.84619236,-4.036e-05,0.077,3.529,246.8,-15.2,17.7,1.067,-0.172,41.24482
CONFIRMED,0.765,0,0,0,0,67.8321638,-0.0009119,0.027,7.358,507.8,-33.3,15.5,1.067,-0.172,41.24482
CONFIRMED,0.815,0,0,0,0,43.1312147,-0.0003582,0.67,3.198,447.8,-39.6,11.8,1.067,-0.172,41.24482
CONFIRMED,0.999,0,0,0,0,1.224866441,-4.135e-06,0.286,1.7086,196.0,-10.9,21.1,1.107,-0.161,41.201092
CONFIRMED,0.931,0,0,0,0,37.8102649,-0.0002147,0.061,8.733,570.3,-18.2,35.2,0.973,-0.121,38.26228
CONFIRMED,1.0,0,0,0,0,25.93406406,-7.912e-05,0.014,4.6142,414.5,-11.0,42.2,1.225,-0.17,38.05508
CONFIRMED,0.912,0,0,0,0,83.4463485,-0.0003695,0.058,6.536,503.0,-15.0,36.1,1.225,-0.17,38.05508
FALSE POSITIVE,0.0,0,0,1,1,7.04710032,-2.588e-05,1.195,2.926,400.9,-19.5,24.0,1.068,-0.167,38.404221
CONFIRMED,0.989,0,0,0,0,12.99204853,-5.157e-05,0.091,6.0175,270.6,-8.0,38.7,1.242,-0.209,38.216591
FALSE POSITIVE,0.0,0,1,1,0,11.11620211,-1.21e-05,0.937,4.211,4843.9,-67.3,115.3,0.996,-0.118,38.964588
FALSE POSITIVE,0.0,0,1,1,1,1.922861499,-2.01e-06,0.943,3.5734,1916.2,-31.2,103.4,0.911,-0.078,38.637211
FALSE POSITIVE,0.0,0,1,1,1,0.635445336,-2.01e-07,1.253,1.8592,2547.4,-15.3,182.2,0.55,-0.073,39.18211
FALSE POSITIVE,0.0,0,1,1,0,1.665784138,-6.93e-07,1.27,1.8946,2006.2,-15.2,148.0,2.789,-1.079,38.50058
FALSE POSITIVE,0.0,0,1,1,0,55.6639167,-0.0003543,1.298,23.546,3414.4,-38.8,103.4,0.853,-0.09,39.015511
CONFIRMED,0.994,0,0,0,0,52.09081627,-4.206e-05,0.065,8.6388,2894.1,-12.6,243.5,1.324,-0.202,44.38158
FALSE POSITIVE,,0,0,0,0,7.1548608,-6.891e-05,0.9848,7.694,780.4,-42.5,24.2,1.739,-0.232,49.68549
CONFIRMED,0.711,0,0,0,0,4.28746668,-1.524e-05,0.374,1.5693,790.1,-49.7,19.4,0.815,-0.034,36.839882
FALSE POSITIVE,0.0,0,0,1,0,2.002779769,-7.647e-06,0.242,2.231,260.5,-13.7,22.2,0.892,-0.119,47.264999
CONFIRMED,1.0,0,0,0,0,8.18739443,-1.944e-05,0.377,3.0472,517.6,-14.7,38.4,0.849,-0.063,38.014118
CONFIRMED,0.881,0,0,0,0,76.0498163,-0.0008776,0.015,7.158,445.9,-27.7,17.4,0.849,-0.063,38.014118
CONFIRMED,1.0,0,0,0,0,3.341799486,-4.954e-06,0.426,2.9254,178.2,-4.0,48.8,1.235,-0.194,44.688271
FALSE POSITIVE,,1,0,0,0,3.3226948,-0.0002975,0.4722,3.568,78.7,-17.2,8.6,16.959,-9.038,41.30732
FALSE POSITIVE,0.0,0,1,1,1,36.97708808,-8.505e-05,1.246,4.737,1269.9,-25.5,59.2,1.239,-0.371,41.17218
FALSE POSITIVE,,0,0,0,0,1.851409163,-9.693e-06,1.1117,10.232,232.5,-4.5,54.4,1.469,-0.298,41.25769
FALSE POSITIVE,0.0,0,0,1,1,1.303859704,-4.545e-06,0.674,2.8239,36.7,-1.3,34.7,1.521,-0.383,41.334358
FALSE POSITIVE,0.0,0,1,1,0,145.5624926,-0.0003426,1.274,5.4126,2931.6,-57.1,58.1,1.095,-0.178,37.489979
CONFIRMED,1.0,0,0,0,0,3.749105745,-7.011e-06,0.942,1.9826,182.6,-5.7,38.0,0.983,-0.08,38.057571
CONFIRMED,1.0,0,0,0,0,11.08956602,-4.397e-05,0.02,6.2877,148.1,-4.4,38.9,2.867,-0.826,38.21196
FALSE POSITIVE,0.0,0,0,0,1,7.24476126,-2.302e-05,0.04,2.3145,58.0,-2.4,27.2,0.874,-0.096,38.194126
CONFIRMED,1.0,0,0,0,0,8.70798309,-2.927e-05,0.063,2.4904,1419.6,-53.6,28.1,0.554,-0.017,38.63913
CONFIRMED,0.999,0,0,0,0,4.17634276,-2.426e-05,0.142,2.335,531.5,-39.3,14.9,0.554,-0.017,38.63913
CONFIRMED,1.0,0,0,0,0,27.40229859,-5.136e-05,0.022,6.8491,747.5,-10.0,79.3,1.324,-0.202,44.38158
CONFIRMED,1.0,0,0,0,0,3.179267286,-3.255e-06,0.171,1.0246,200.9,-6.0,41.0,0.857,-0.04,42.806438
CONFIRMED,1.0,0,0,0,0,10.38122447,-2.131e-05,0.319,2.715,801.5,-21.5,41.9,0.78,-0.035,37.609169
CONFIRMED,1.0,0,0,0,0,24.5709023,-0.0001009,0.945,3.587,764.2,-31.7,26.3,0.78,-0.035,37.609169
FALSE POSITIVE,,0,0,0,0,81.221876,-0.0001915,1.01,4.1135,9883.0,-174.0,63.0,0.874,-0.067,48.045311
FALSE POSITIVE,0.0,0,0,1,1,0.817026268,-4.35e-07,0.01,2.0799,1145.5,-10.8,121.1,0.874,-0.078,48.045311
CONFIRMED,1.0,0,0,0,0,3.024092505,-2.25e-07,0.424,2.8021,7765.0,-8.6,1225.3,1.358,-0.107,46.668251
FALSE POSITIVE,1.0,0,0,1,0,5.670155713,-5.441e-06,1.267,0.9361,536.7,-19.6,37.3,0.183,-0.038,41.442554
