tfopwg_disp,ra,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim
FP,313.261454,-38.594923,-5.023,0.069,-0.069,0.0,-10.868,0.059,-0.059,0.0,2458329.36085,0.00093,-0.00093,0,6.74657,1e-05,-1e-05,0,1.803,0.19,-0.19,0,2970.0,2.71583,-2.71583,0,16.2785,0.919926,-0.919926,0,80.0277,833.0,10.0704,0.006,-0.006,0,402.734,8.073,-8.073,0,5910.7,162.8,-162.8,0,3.59,0.54,-0.54,0,2.57,0.13,-0.13,0
FP,349.718625,56.008598,-1.562,0.106,-0.106,0.0,-3.328,0.094,-0.094,0.0,2460421.233495,0.002111,-0.002111,0,5.2273176,9.8e-06,-9.8e-06,0,3.572,0.648,-0.648,0,2856.0,118.156,-118.156,0,,,,0,19.367,584.0,10.4234,0.023,-0.023,0,2537.64,506.585,-506.585,0,3593.0,178.4,-178.4,0,,,,0,,,,0
FP,350.108816,55.52411,-6.7,1.5,-1.5,0.0,-3.1,1.5,-1.5,0.0,2460423.401581,0.001005,-0.001005,0,3.7983639,4e-06,-4e-06,0,1.594,0.341,-0.341,0,3194.0,184.383,-184.383,0,13.7263,,,0,2113.11,,9.7436,0.006,-0.006,0,581.487,,,0,9500.0,,,0,,,,0,2.36,,,0
FA,348.874923,46.576022,-13.724,0.048,-0.048,0.0,7.838,0.041,-0.041,0.0,2458744.44353,0.01089,-0.01089,0,8.2916,0.00371,-0.00371,0,3.361,0.976,-0.976,0,470.0,2.3346,-2.3346,0,6.71582,,,0,109.067,900.0,8.40348,0.006,-0.006,0,161.65,0.792,-0.792,0,5119.0,122.0,-122.0,0,,,,0,3.1,,,0
FP,357.674034,50.354962,-8.031,0.058,-0.058,0.0,-5.705,0.044,-0.044,0.0,2458766.20793,0.00682,-0.00682,0,5.13664,0.00317,-0.00317,0,4.45,1.002,-1.002,0,930.0,3.21692,-3.21692,0,7.04152,0.518367,-0.518367,0,5106.92,2355.0,10.06,0.008,-0.008,0,605.832,14.031,-14.031,0,9238.0,145.1,-145.1,0,4.08,0.07,-0.07,0,2.32,0.08,-0.08,0
FP,6.030617,40.165571,-11.617,0.062,-0.062,0.0,-11.108,0.043,-0.043,0.0,2459880.31948,0.000832,-0.000832,0,1.5166573,7e-06,-7e-06,0,1.607,0.255,-0.255,0,1590.0,87.0534,-87.0534,0,7.73846,0.425139,-0.425139,0,2422.33,1954.0,9.83204,0.006,-0.006,0,355.69,5.5275,-5.5275,0,6905.3,169.9,-169.9,0,4.03,0.09,-0.09,0,2.0,0.08,-0.08,0
FP,355.451893,37.186566,-0.11,0.054,-0.054,0.0,-16.194,0.039,-0.039,0.0,2458765.11416,0.00614,-0.00614,0,0.71933,0.00023,-0.00023,0,1.474,0.341,-0.341,0,478.823,2.62489,-2.62489,0,3.45648,0.319342,-0.319342,0,3964.33,2210.0,10.3973,0.006,-0.006,0,241.296,2.4755,-2.4755,0,5758.0,162.6,-162.6,0,4.21,0.08,-0.08,0,1.44,0.08,-0.08,0
FA,4.358519,42.282204,81.016,0.059,-0.059,0.0,-27.725,0.032,-0.032,0.0,2458769.32363,0.00996,-0.00996,0,12.6017,0.00585,-0.00585,0,4.835,0.791,-0.791,0,800.0,2.10335,-2.10335,0,3.34292,0.265927,-0.265927,0,135.068,949.0,8.7282,0.006,-0.006,0,96.5232,0.4433,-0.4433,0,5861.6,141.6,-141.6,0,4.3,0.09,-0.09,0,1.21,0.07,-0.07,0
FP,8.304382,46.340305,-8.443,0.051,-0.051,0.0,-6.785,0.04,-0.04,0.0,2459881.330991,0.001027,-0.001027,0,2.5798051,2.15e-05,-2.15e-05,0,3.413,0.479,-0.479,0,5740.0,6116.27,-6116.27,0,25.2815,3.44346,-3.44346,0,7814.19,2619.0,10.3959,0.008,-0.008,0,282.833,3.011,-3.011,0,6116.5,210.9,-210.9,0,4.18,0.08,-0.08,0,1.49,0.07,-0.07,0
FP,21.736201,49.388653,1.485,0.063,-0.063,0.0,-0.782,0.075,-0.075,0.0,2459907.94901,0.001093,-0.001093,0,1.6256942,2.9e-06,-2.9e-06,0,1.988,0.617,-0.617,0,1720.0,3754.51,-3754.51,0,32.1007,11.2021,-11.2021,0,16378.0,3151.0,10.2936,0.007,-0.007,0,816.238,26.308,-26.308,0,6628.0,293.4,-293.4,0,3.43,0.09,-0.09,0,3.96,0.19,-0.19,0
FP,22.972973,46.399826,-5.702,0.129,-0.129,0.0,-4.439,0.099,-0.099,0.0,2458771.77219,0.00876,-0.00876,0,7.57193,0.00278,-0.00278,0,2.656,0.597,-0.597,0,420.0,1.97351,-1.97351,0,10.2119,0.852754,-0.852754,0,795.635,1479.0,8.19,0.007,-0.007,0,519.941,18.4675,-18.4675,0,9146.0,140.2,-140.2,0,3.45,0.07,-0.07,0,4.72,0.2,-0.2,0
KP,289.226288,49.548281,14.337,0.048,-0.048,0.0,23.364,0.04,-0.04,0.0,2459444.896746,0.001203,-0.001203,0,9.4341589,1.06e-05,-1.06e-05,0,2.8505348,0.0795479,-0.0795479,0,4001.924935,97.82721,-97.82721,0,6.3734064,0.4152163,-0.4152163,0,96.5333103,799.4458445,11.0579,0.006,-0.006,0,194.033,0.954,-0.954,0,5450.4,272.0,-272.0,0,4.48,0.09,-0.09,0,0.938168,0.0554422,-0.0554422,0
FP,257.876742,72.135555,1.411,0.07,-0.07,0.0,11.342,0.089,-0.089,0.0,2458712.08879,0.00037,-0.00037,0,2.09989,7e-05,-7e-05,0,0.908,0.066,-0.066,0,27336.4,1202.42,-1202.42,0,10.1564,1.58125,-1.58125,0,422.491,1263.0,10.1688,0.006,-0.006,0,169.788,1.4485,-1.4485,0,6025.3,331.7,-331.7,0,4.46,0.08,-0.08,0,1.04,0.11,-0.11,0
FP,324.714399,65.039172,8.796,0.05,-0.05,0.0,3.611,0.048,-0.048,0.0,2458740.21873,0.00074,-0.00074,0,1.44127,2e-05,-2e-05,0,2.605,0.299,-0.299,0,2750.0,0.512875,-0.512875,0,9.20279,0.314565,-0.314565,0,22433.7,3409.0,9.79455,0.006,-0.006,0,315.386,2.524,-2.524,0,8009.0,436.9,-436.9,0,4.29,0.08,-0.08,0,1.65,0.05,-0.05,0
FP,8.163572,54.654594,18.638,0.042,-0.042,0.0,-1.434,0.042,-0.042,0.0,2458765.31897,0.00557,-0.00557,0,1.08697,0.00021,-0.00021,0,1.967,0.367,-0.367,0,860.0,3.09574,-3.09574,0,4.98445,0.414572,-0.414572,0,2889.01,2042.0,10.4925,0.006,-0.006,0,285.876,2.987,-2.987,0,5751.0,167.7,-167.7,0,4.0,0.08,-0.08,0,1.69,0.09,-0.09,0
FP,48.352264,49.783757,,,,,,,,,2458791.07301,0.00363,-0.00363,0,0.68601,0.0002,-0.0002,0,1.614,0.276,-0.276,0,910.0,1.49444,-1.49444,0,,,,0,,,10.485,0.033,-0.033,0,,,,0,,,,0,,,,0,,,,0
FP,41.467598,-64.320687,29.82,0.042,-0.042,0.0,4.632,0.046,-0.046,0.0,2459128.64364,0.00145,-0.00145,0,14.152,3e-05,-3e-05,0,3.599,0.23,-0.23,0,3800.0,92.805,-92.805,0,10.6751,1.45569,-1.45569,0,288.531,1148.0,10.294,0.006,-0.006,0,234.138,1.3405,-1.3405,0,5823.9,138.2,-138.2,0,4.6,0.16,-0.16,0,1.28,0.06,-0.06,0
FP,38.821696,55.703217,7.133,0.066,-0.066,0.0,-7.668,0.071,-0.071,0.0,2458791.81704,0.00647,-0.00647,0,2.27456,0.00108,-0.00108,0,3.32,0.688,-0.688,0,1020.0,74.4735,-74.4735,0,13.266,3.23854,-3.23854,0,21521.5,3374.0,10.2948,0.015,-0.015,0,551.666,10.336,-10.336,0,6777.0,159.7,-159.7,0,3.55,0.09,-0.09,0,3.35,0.16,-0.16,0
FP,38.123017,52.704091,41.218,0.08,-0.08,0.0,-46.098,0.068,-0.068,0.0,2458791.5299,0.00594,-0.00594,0,0.98999,0.00047,-0.00047,0,2.05,0.553,-0.553,0,420.0,2.23588,-2.23588,0,3.95137,0.349131,-0.349131,0,7729.29,2612.0,9.10226,0.006,-0.006,0,184.69,1.2895,-1.2895,0,6208.0,172.9,-172.9,0,3.99,0.08,-0.08,0,1.84,0.08,-0.08,0
FP,15.606503,60.715521,-1.996,0.156,-0.156,0.0,-2.246,0.159,-0.159,0.0,2458793.38207,0.00423,-0.00423,0,3.01106,0.0008,-0.0008,0,3.073,0.226,-0.226,0,1617.22,2.33785,-2.33785,0,7.20703,1.30585,-1.30585,0,1281.74,1666.0,10.5907,0.008,-0.008,0,377.17,18.481,-18.481,0,6516.0,559.8,-559.8,0,,,,0,1.63,0.29,-0.29,0
FP,50.345888,52.692112,121.807,0.069,-0.069,0.0,-92.923,0.055,-0.055,0.0,2458808.52242,,,0,,,,0,4.149,0.042,-0.042,0,54500.0,1.19002,-1.19002,0,21.0557,1.45218,-1.45218,0,,,10.374,0.006,-0.006,0,86.1112,0.24515,-0.24515,0,4503.5,105.7,-105.7,0,4.42,0.09,-0.09,0,0.86,0.06,-0.06,0
FP,8.989872,65.026035,114.792,0.047,-0.047,0.0,-33.288,0.05,-0.05,0.0,2458765.47569,0.00137,-0.00137,0,1.35932,6e-05,-6e-05,0,2.831,0.053,-0.053,0,2840.0,524.238,-524.238,0,10.3751,2.44543,-2.44543,0,15609.5,3113.0,9.74734,0.006,-0.006,0,104.358,0.339,-0.339,0,5421.0,130.6,-130.6,0,4.46,0.08,-0.08,0,0.94,0.05,-0.05,0
FP,43.61065,52.07103,-3.594,0.072,-0.072,0.0,-4.127,0.069,-0.069,0.0,2458791.98363,0.00513,-0.00513,0,1.71614,0.00072,-0.00072,0,2.038,0.285,-0.285,0,681.449,2.11556,-2.11556,0,14.1349,0.928386,-0.928386,0,958.34,1550.0,10.424,0.012,-0.012,0,755.795,20.5135,-20.5135,0,5511.5,96.2,-96.2,0,3.28,0.09,-0.09,0,4.92,0.17,-0.17,0
CP,73.70144,-76.680606,11.712,0.035,-0.035,0.0,-18.922,0.05,-0.05,0.0,2458543.338324,6.2e-05,-6.2e-05,0,2.0845434,3e-07,-3e-07,0,2.017038,0.0082005,-0.0082005,0,12504.825019,43.493595,-43.493595,0,13.4432705,0.7049504,-0.7049504,0,1085.4942586,1463.9513087,12.0166,0.006,-0.006,0,355.683,2.826,-2.826,0,5638.0,133.9,-133.9,0,4.35,0.08,-0.08,0,1.10646,0.0579346,-0.0579346,0
FP,53.196298,51.884502,1.126,0.083,-0.083,0.0,-14.844,0.068,-0.068,0.0,2458790.81038,0.01327,-0.01327,0,1.74626,0.00163,-0.00163,0,3.88,0.608,-0.608,0,1110.0,4.3667,-4.3667,0,5.62786,0.44852,-0.44852,0,17804.9,3218.0,9.4883,0.012,-0.012,0,294.123,3.143,-3.143,0,8348.0,154.7,-154.7,0,4.24,0.07,-0.07,0,1.8,0.06,-0.06,0
FP,53.098973,50.49904,-0.061,0.088,-0.088,0.0,2.251,0.077,-0.077,0.0,2458791.56106,0.00558,-0.00558,0,1.2427,0.00049,-0.00049,0,1.563,0.315,-0.315,0,663.745,2.69023,-2.69023,0,6.05271,0.461873,-0.461873,0,1263.34,1660.0,10.2353,0.029,-0.029,0,317.968,4.8455,-4.8455,0,5624.8,119.0,-119.0,0,3.92,0.1,-0.1,0,2.14,0.09,-0.09,0
FP,31.902189,45.500156,-3.046,0.084,-0.084,0.0,-3.82,0.091,-0.091,0.0,2458794.15217,0.00354,-0.00354,0,8.66698,0.00261,-0.00261,0,6.104,0.507,-0.507,0,9854.3,1035.3,-1035.3,0,27.4804,9.09318,-9.09318,0,2647.36,1998.0,10.4562,0.007,-0.007,0,505.331,16.141,-16.141,0,6322.2,217.0,-217.0,0,3.77,0.09,-0.09,0,2.52,0.17,-0.17,0
KP,42.436612,71.753088,90.982,0.064,-0.064,0.0,-33.197,0.062,-0.062,0.0,2460463.952965,0.000847,-0.000847,0,21.216464,3.24e-05,-3.24e-05,0,3.045,0.254,-0.254,0,6499.0,154.155,-154.155,0,13.1431,0.688533,-0.688533,0,18.9464,581.0,7.6353,0.006,-0.006,0,78.0863,0.239,-0.239,0,5925.0,89.5,-89.5,0,4.1,0.08,-0.08,0,1.55,0.08,-0.08,0
FP,14.640115,50.936428,84.427,0.079,-0.079,0.0,51.422,0.065,-0.065,0.0,2458804.60057,,,0,,,,0,9.597,0.401,-0.401,0,7440.0,2.21459,-2.21459,0,11.3282,0.565644,-0.565644,0,,,10.2978,0.006,-0.006,0,186.665,1.237,-1.237,0,5791.0,150.2,-150.2,0,4.29,0.08,-0.08,0,1.21,0.06,-0.06,0
FP,51.988839,54.865617,22.779,0.072,-0.072,0.0,-16.16,0.074,-0.074,0.0,2459935.126364,0.002182,-0.002182,0,2.4611008,6.3e-06,-6.3e-06,0,3.13,0.923,-0.923,0,1795.0,2933.58,-2933.58,0,12.3334,3.87047,-3.87047,0,8632.97,2685.0,10.3775,0.006,-0.006,0,248.563,2.359,-2.359,0,5429.5,28.3,-28.3,0,4.01,0.1,-0.1,0,1.63,0.09,-0.09,0
FP,23.466893,45.010329,18.596,0.094,-0.094,0.0,1.104,0.09,-0.09,0.0,2459883.106456,0.002801,-0.002801,0,0.783879,0.0001498,-0.0001498,0,1.4870966,0.3413388,-0.3413388,0,274.5156373,38.414635,-38.414635,0,9.6813253,7.4107375,-7.4107375,0,6087.0682501,2252.7956163,9.7828,0.007,-0.007,0,493.702,14.842,-14.842,0,4975.0,122.0,-122.0,0,,,,0,5.3874698,,,0
FP,19.278636,57.514232,63.025,0.038,-0.038,0.0,-25.533,0.045,-0.045,0.0,2458791.36882,0.00096,-0.00096,0,0.99837,7e-05,-7e-05,0,1.632,0.084,-0.084,0,2730.0,0.743409,-0.743409,0,5.29489,0.268196,-0.268196,0,2465.96,1963.0,9.60027,0.006,-0.006,0,143.575,0.636,-0.636,0,6082.0,141.4,-141.4,0,4.39,0.08,-0.08,0,1.13,0.05,-0.05,0
FP,34.376965,56.42149,2.649,0.07,-0.07,0.0,-5.512,0.079,-0.079,0.0,2458791.58678,0.00162,-0.00162,0,1.97741,0.00024,-0.00024,0,6.549,0.076,-0.076,0,5470.0,2.98176,-2.98176,0,17.5768,0.859208,-0.859208,0,46143.6,4083.0,10.1042,0.006,-0.006,0,341.514,4.847,-4.847,0,6742.0,156.0,-156.0,0,3.95,0.09,-0.09,0,2.11,0.09,-0.09,0
FP,27.738026,48.352316,5.02,0.119,-0.119,0.0,-6.988,0.174,-0.174,0.0,2458794.28172,0.00084,-0.00084,0,9.07768,0.00056,-0.00056,0,2.78,0.101,-0.101,0,19171.9,573.101,-573.101,0,,,,0,1012.12,1571.0,9.7745,0.009,-0.009,0,524.755,26.8925,-26.8925,0,8393.7,405.5,-405.5,0,4.01,0.08,-0.08,0,,,,0
FP,333.578718,-55.378981,-8.312,0.043,-0.043,0.0,4.153,0.053,-0.053,0.0,2458326.37811,0.00219,-0.00219,0,2.51266,0.00045,-0.00045,0,2.411,0.173,-0.173,0,2790.01,2.71,-2.71,0,13.3617,0.731867,-0.731867,0,793.471,1478.0,11.2314,0.006,-0.006,0,601.367,11.559,-11.559,0,5988.0,137.8,-137.8,0,4.08,0.16,-0.16,0,2.3,0.1,-0.1,0
KP,28.282572,52.053921,26.511,0.106,-0.106,0.0,6.165,0.075,-0.075,0.0,2460633.665722,0.000382,-0.000382,0,4.7947749,2.3e-06,-2.3e-06,0,4.799,0.056,-0.056,0,6864.0,61.2265,-61.2265,0,18.3428,0.821281,-0.821281,0,1021.14,1574.0,9.17925,0.006,-0.006,0,233.22,2.657,-2.657,0,6333.0,152.2,-152.2,0,3.86,0.08,-0.08,0,2.18,0.1,-0.1,0
FP,28.16355,55.185971,44.517,0.084,-0.084,0.0,-14.626,0.09,-0.09,0.0,2458810.30671,,,0,,,,0,4.23,0.253,-0.253,0,8410.0,2787.44,-2787.44,0,18.6201,5.67282,-5.67282,0,,,9.76978,0.006,-0.006,0,124.547,0.631,-0.631,0,5865.0,139.6,-139.6,0,4.49,0.08,-0.08,0,0.97,0.05,-0.05,0
FP,34.69789,64.356382,-4.588,0.033,-0.033,0.0,-2.918,0.051,-0.051,0.0,2460649.11744,0.000761,-0.000761,0,1.8932775,1.4e-06,-1.4e-06,0,3.118,0.616,-0.616,0,3415.0,3647.99,-3647.99,0,21.043,4.43507,-4.43507,0,35143.2,3814.0,10.0188,0.006,-0.006,0,386.181,4.9215,-4.9215,0,6904.3,96.1,-96.1,0,4.05,0.08,-0.08,0,2.04,0.07,-0.07,0
FP,4.249336,58.679253,0.654,0.038,-0.038,0.0,-2.856,0.036,-0.036,0.0,2458765.82123,0.00642,-0.00642,0,3.77188,0.00076,-0.00076,0,2.923,0.459,-0.459,0,450.0,1.02536,-1.02536,0,10.0329,0.616291,-0.616291,0,5181.65,2363.0,9.5425,0.013,-0.013,0,867.296,21.8335,-21.8335,0,10097.0,249.5,-249.5,0,3.52,0.07,-0.07,0,4.62,0.16,-0.16,0
FP,6.519425,63.319412,-13.0,0.041,-0.041,0.0,-0.308,0.038,-0.038,0.0,2460633.085787,0.003907,-0.003907,0,0.88654,0.00019,-0.00019,0,1.679,0.037,-0.037,0,870.0,259.776,-259.776,0,24.9348,7.63992,-7.63992,0,64431.5,4438.0,9.27904,0.006,-0.006,0,479.659,6.5305,-6.5305,0,6919.0,178.4,-178.4,0,3.36,0.09,-0.09,0,4.27,0.17,-0.17,0
FP,6.308908,62.543115,-4.209,0.044,-0.044,0.0,-3.54,0.04,-0.04,0.0,2458764.8746,0.0042,-0.0042,0,1.83641,0.00032,-0.00032,0,2.222,0.256,-0.256,0,470.0,0.687592,-0.687592,0,10.6176,,,0,9124.8,2722.0,8.9676,0.012,-0.012,0,670.885,14.034,-14.034,0,9542.0,123.0,-123.0,0,,,,0,5.03,,,0
FP,48.423422,61.907831,14.079,0.048,-0.048,0.0,-12.14,0.06,-0.06,0.0,2459924.681114,0.004376,-0.004376,0,12.5343031,7.81e-05,-7.81e-05,0,4.572,1.127,-1.127,0,1517.0,96.6598,-96.6598,0,8.71775,0.52282,-0.52282,0,463.57,1292.0,10.2543,0.022,-0.022,0,563.997,11.627,-11.627,0,7275.0,123.0,-123.0,0,3.91,0.08,-0.08,0,2.51,0.09,-0.09,0
FP,14.119486,65.679038,-0.493,0.127,-0.127,0.0,11.141,0.124,-0.124,0.0,2458942.422274,0.002646,-0.002646,0,35.4028219,0.0013918,-0.0013918,0,4.221,1.379,-1.379,0,12666.0,2736.61,-2736.61,0,21.7639,2.59877,-2.59877,0,57.342,766.0,9.87542,0.006,-0.006,0,278.829,7.176,-7.176,0,7455.0,409.9,-409.9,0,4.17,0.1,-0.1,0,1.78,0.08,-0.08,0
FP,26.299423,54.56844,0.568,0.142,-0.142,0.0,-3.837,0.118,-0.118,0.0,2458793.51014,0.00691,-0.00691,0,3.10315,0.00208,-0.00208,0,3.535,0.674,-0.674,0,1760.07,212.688,-212.688,0,,,,0,50910.7,4184.0,10.2146,0.01,-0.01,0,749.127,37.15,-37.15,0,9050.3,228.4,-228.4,0,3.96,0.08,-0.08,0,,,,0
FP,48.753158,60.238195,26.702,0.049,-0.049,0.0,-8.408,0.065,-0.065,0.0,2458807.93693,,,0,,,,0,8.06,1.26,-1.26,0,3010.0,6.83528,-6.83528,0,10.4319,0.612529,-0.612529,0,,,9.64805,0.006,-0.006,0,282.1,4.316,-4.316,0,7519.0,236.8,-236.8,0,4.22,0.08,-0.08,0,1.7,0.06,-0.06,0
FP,45.08847,39.068266,93.001,0.101,-0.101,0.0,-71.02,0.078,-0.078,0.0,2458794.89641,0.002295,-0.002295,0,5.6318074,0.0012074,-0.0012074,0,3.4553092,0.3835477,-0.3835477,0,1186.1481873,81.28653,-81.28653,0,4.8217692,1.5592829,-1.5592829,0,474.4919122,1190.3562406,9.76636,0.006,-0.006,0,170.592,1.987,-1.987,0,5669.9,133.9,-133.9,0,4.16,0.08,-0.08,0,1.38826,0.0715829,-0.0715829,0
FP,45.598372,43.183802,10.679,0.074,-0.074,0.0,-11.741,0.067,-0.067,0.0,2458792.29644,0.00617,-0.00617,0,2.06313,0.00099,-0.00099,0,2.157,0.485,-0.485,0,600.0,2.56623,-2.56623,0,11.9118,0.988067,-0.988067,0,1866.39,1831.0,9.1222,0.007,-0.007,0,550.183,12.998,-12.998,0,6716.5,99.8,-99.8,0,3.24,0.09,-0.09,0,4.77,0.21,-0.21,0
FP,56.143332,41.064351,2.194,0.104,-0.104,0.0,-4.724,0.066,-0.066,0.0,2458792.1989,0.00408,-0.00408,0,1.51233,0.00057,-0.00057,0,2.59,0.367,-0.367,0,640.0,1.33455,-1.33455,0,11.1245,0.819877,-0.819877,0,18303.0,3240.0,9.7479,0.013,-0.013,0,831.907,38.8525,-38.8525,0,9447.0,218.6,-218.6,0,3.54,0.08,-0.08,0,4.35,0.24,-0.24,0
FP,50.808098,46.682113,15.52,0.071,-0.071,0.0,-16.13,0.063,-0.063,0.0,2460662.169629,0.000912,-0.000912,0,1.7498117,1.1e-06,-1.1e-06,0,1.641,0.087,-0.087,0,2549.0,92.4288,-92.4288,0,8.13315,0.79861,-0.79861,0,886.867,1520.0,10.4511,0.006,-0.006,0,295.452,3.238,-3.238,0,6222.3,147.0,-147.0,0,4.15,0.11,-0.11,0,1.53,0.15,-0.15,0
FP,56.222542,45.507188,-0.869,0.123,-0.123,0.0,-0.576,0.086,-0.086,0.0,2459928.934925,0.003095,-0.003095,0,1.9734615,0.0007,-0.0007,0,3.69,0.778,-0.778,0,1295.0,794.199,-794.199,0,16.6678,3.93183,-3.93183,0,17275.6,3193.0,10.0888,0.02,-0.02,0,710.919,26.476,-26.476,0,7962.9,130.5,-130.5,0,3.6,0.1,-0.1,0,3.62,0.23,-0.23,0
FP,44.401798,40.016703,-35.041,0.088,-0.088,0.0,-13.655,0.082,-0.082,0.0,2458792.46525,0.00272,-0.00272,0,0.73772,0.00018,-0.00018,0,1.057,0.158,-0.158,0,980.0,2.19839,-2.19839,0,4.68288,0.332822,-0.332822,0,1958.84,1853.0,10.1342,0.01,-0.01,0,226.234,3.595,-3.595,0,6001.0,133.4,-133.4,0,4.14,0.08,-0.08,0,1.49,0.07,-0.07,0
KP,36.712738,37.550444,-0.976,0.118,-0.118,0.0,-8.977,0.105,-0.105,0.0,2459883.198788,0.000208,-0.000208,0,1.2198382,1.67e-05,-1.67e-05,0,2.8341804,0.0097217,-0.0097217,0,12160.1096043,102.21993,-102.21993,0,18.2179311,0.6672307,-0.6672307,0,9392.0471009,2510.7866744,7.87611,0.006,-0.006,0,121.944,0.9905,-0.9905,0,7398.5,157.7,-157.7,0,4.25,0.08,-0.08,0,1.60242,0.0582111,-0.0582111,0
FP,337.500827,-31.924356,28.377,0.077,-0.077,0.0,-27.285,0.059,-0.059,0.0,2458327.37627,0.00284,-0.00284,0,4.608,0.001,-0.001,0,3.383,0.758,-0.758,0,3213.22,7.98,-7.98,0,7.99698,0.539026,-0.539026,0,724.001,1445.0,11.2901,0.007,-0.007,0,341.854,4.498,-4.498,0,5935.0,141.5,-141.5,0,4.29,0.65,-0.65,0,1.28,0.06,-0.06,0
FP,34.555963,38.478824,7.486,0.165,-0.165,0.0,-15.684,0.215,-0.215,0.0,2459909.805131,0.00071,-0.00071,0,0.361112,5e-07,-5e-07,0,0.756,0.228,-0.228,0,710.0,1658.72,-1658.72,0,6.69136,0.509829,-0.509829,0,2677.39,2003.0,9.66027,0.006,-0.006,0,252.419,10.38,-10.38,0,6056.9,236.7,-236.7,0,3.99,0.1,-0.1,0,1.95,0.15,-0.15,0
CP,38.361569,41.013432,21.708,0.095,-0.095,0.0,-0.874,0.09,-0.09,0.0,2458793.27728,0.00127,-0.00127,0,5.33155,0.00052,-0.00052,0,6.191,0.15,-0.15,0,4220.0,0.467679,-0.467679,0,14.6101,0.793698,-0.793698,0,1071.42,1593.0,10.1035,0.007,-0.007,0,336.608,8.1935,-8.1935,0,5917.0,125.8,-125.8,0,3.78,0.08,-0.08,0,2.22,0.12,-0.12,0
FA,37.13241,40.891254,18.147,0.083,-0.083,0.0,-24.997,0.076,-0.076,0.0,2458792.50412,0.01002,-0.01002,0,6.15952,0.00486,-0.00486,0,3.834,0.887,-0.887,0,1230.0,5.42282,-5.42282,0,3.90515,0.327005,-0.327005,0,487.519,1309.0,10.4375,0.006,-0.006,0,208.771,3.0245,-3.0245,0,6175.9,111.3,-111.3,0,4.44,0.08,-0.08,0,1.09,0.05,-0.05,0
KP,38.308075,30.360453,-13.885,0.093,-0.093,0.0,-10.911,0.083,-0.083,0.0,2460630.419608,0.00046,-0.00046,0,4.7321735,2.1e-06,-2.1e-06,0,2.589,0.058,-0.058,0,8121.0,149.37,-149.37,0,14.269,0.652933,-0.652933,0,379.567,1229.0,10.1868,0.006,-0.006,0,282.096,4.751,-4.751,0,6739.0,107.5,-107.5,0,4.21,0.08,-0.08,0,1.56,0.07,-0.07,0
FP,34.195855,29.570473,6.464,0.093,-0.093,0.0,-5.574,0.089,-0.089,0.0,2458793.39828,0.00388,-0.00388,0,3.46608,0.00112,-0.00112,0,4.403,0.28,-0.28,0,1620.0,443.03,-443.03,0,20.8363,7.04558,-7.04558,0,23536.1,3450.0,9.08054,0.006,-0.006,0,380.062,7.3015,-7.3015,0,7249.8,123.1,-123.1,0,3.69,0.08,-0.08,0,3.02,0.13,-0.13,0
CP,54.48089,33.079897,-40.365,0.106,-0.106,0.0,8.767,0.062,-0.062,0.0,2459896.132645,0.000841,-0.000841,0,8.7094632,1.45e-05,-1.45e-05,0,3.027,0.693,-0.693,0,4510.0,7151.72,-7151.72,0,20.9625,5.3577,-5.3577,0,327.472,1185.0,9.62924,0.006,-0.006,0,159.748,1.5125,-1.5125,0,5597.0,146.5,-146.5,0,4.03,0.08,-0.08,0,1.59,0.08,-0.08,0
FP,56.814344,30.149498,3.816,0.099,-0.099,0.0,-3.391,0.058,-0.058,0.0,2459471.339568,0.001702,-0.001702,0,1.0357235,5.5e-06,-5.5e-06,0,1.366,0.335,-0.335,0,480.0,0.897231,-0.897231,0,15.828,,,0,1358.51,1691.0,8.4107,0.008,-0.008,0,329.591,7.032,-7.032,0,4963.0,122.0,-122.0,0,,,,0,7.83,,,0
FP,50.80115,33.078133,109.242,0.111,-0.111,0.0,-58.264,0.096,-0.096,0.0,2460632.178917,0.000617,-0.000617,0,2.4727425,8e-06,-8e-06,0,2.341,0.607,-0.607,0,2929.0,5724.26,-5724.26,0,23.6289,6.70968,-6.70968,0,4630.82,2298.0,7.42812,0.006,-0.006,0,100.635,0.8968,-0.8968,0,6057.7,67.1,-67.1,0,3.84,0.08,-0.08,0,2.13,0.09,-0.09,0
