tfopwg_disp,ra,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim
FA,339.677571,-25.631849,-20.712,0.076,-0.076,0.0,-26.846,0.074,-0.074,0.0,2458355.95751,0.002649,-0.002649,0,14.445918,0.003833,-0.003833,0,1.533311,0.535725,-0.535725,0,1273.806981,161.52963,-161.52963,0,3.290507,4.043106,-4.043106,0,37.1099416,629.4950471,10.2733,0.007,-0.007,0,365.053,7.9035,-7.9035,0,5063.0,181.0,-181.0,0,4.48439,2.00352,-2.00352,0,0.87237,0.87237,-0.87237,0
FP,304.452849,-44.968454,9.323,0.062,-0.062,0.0,-9.39,0.047,-0.047,0.0,2459037.29826,0.00303,-0.00303,0,1.79217,0.00039,-0.00039,0,1.797,0.251,-0.251,0,1710.0,3.44327,-3.44327,0,21.4342,,,0,436.663,1273.0,10.9198,0.006,-0.006,0,713.6,21.8525,-21.8525,0,4884.0,122.0,-122.0,0,,,,0,4.7,,,0
FA,308.563699,-48.274725,11.7,2.0,-2.0,0.0,-13.8,1.8,-1.8,0.0,2460143.110815,0.000576,-0.000576,0,5.46278,3.8e-06,-3.8e-06,0,1.274,0.379,-0.379,0,2982.0,6587.19,-6587.19,0,19.5752,5.80639,-5.80639,0,281.499,1141.0,8.565,0.017,-0.017,0,,,,0,,,,0,,,,0,1.69,0.01,-0.01,0
CP,20.166011,-86.979965,-3.719,0.04,-0.04,0.0,-7.732,0.034,-0.034,0.0,2459389.337457,0.000412,-0.000412,0,3.5315897,3.1e-06,-3.1e-06,0,2.689,0.081,-0.081,0,7230.0,0.391653,-0.391653,0,14.2116,0.644345,-0.644345,0,551.242,1349.0,10.8673,0.006,-0.006,0,355.59,2.444,-2.444,0,6209.0,127.2,-127.2,0,4.09,0.08,-0.08,0,1.62,0.07,-0.07,0
FP,302.999475,-37.561663,-15.798,0.087,-0.087,0.0,-13.701,0.053,-0.053,0.0,2459036.5003,0.00305,-0.00305,0,0.49642,0.00011,-0.00011,0,0.572,0.15,-0.15,0,1000.0,17.0583,-17.0583,0,5.57222,0.734314,-0.734314,0,2758.3,2018.0,10.9987,0.006,-0.006,0,416.129,8.4485,-8.4485,0,7000.0,205.8,-205.8,0,4.33,0.11,-0.11,0,1.41,0.09,-0.09,0
FP,65.410196,-67.467038,2.785,0.051,-0.051,0.0,-4.604,0.046,-0.046,0.0,2459323.834757,0.001461,-0.001461,0,92.1950921,0.000233,-0.000233,0,4.206,0.448,-0.448,0,3760.0,1.95018,-1.95018,0,18.9408,,,0,1.49663,308.0,10.7891,0.006,-0.006,0,454.103,4.654,-4.654,0,5030.6,69.0,-69.0,0,,,,0,3.0,,,0
FP,290.986777,-36.910419,68.354,0.056,-0.056,0.0,-7.2,0.056,-0.056,0.0,2458659.34688,0.00151,-0.00151,0,3.06555,2e-05,-2e-05,0,2.483,0.217,-0.217,0,2920.0,134.644,-134.644,0,5.41363,0.951451,-0.951451,0,1605.05,1763.0,10.9931,0.006,-0.006,0,123.796,0.5295,-0.5295,0,5285.0,130.2,-130.2,0,4.7,0.08,-0.08,0,0.71,0.04,-0.04,0
FP,113.043495,-65.811395,16.2,0.051,-0.051,0.0,50.797,0.056,-0.056,0.0,2460012.788541,0.007101,-0.007101,0,2.9663437,1.84e-05,-1.84e-05,0,4.44,0.557,-0.557,0,206.0,10.2948,-10.2948,0,2.02837,0.121919,-0.121919,0,2291.32,1927.0,9.9676,0.006,-0.006,0,226.06,1.255,-1.255,0,5807.0,126.2,-126.2,0,4.14,0.35,-0.35,0,1.59,0.07,-0.07,0
FA,310.483618,-38.878003,11.1,2.3,-2.3,0.0,-10.0,2.3,-2.3,0.0,2459040.0943,0.00123,-0.00123,0,5.41402,0.0007,-0.0007,0,4.418,0.142,-0.142,0,7780.0,1.61482,-1.61482,0,15.9563,,,0,694.699,,10.787,0.019,-0.019,0,325.492,,,0,6394.3,,,0,,,,0,1.75,,,0
FP,304.628882,-30.648846,9.783,0.066,-0.066,0.0,-13.688,0.044,-0.044,0.0,2459036.88269,0.00394,-0.00394,0,1.27349,0.00032,-0.00032,0,1.655,0.286,-0.286,0,920.0,1.69855,-1.69855,0,13.6856,,,0,891.053,1522.0,10.3486,0.008,-0.008,0,502.103,10.9335,-10.9335,0,4982.0,122.0,-122.0,0,,,,0,4.35,,,0
FP,296.355007,67.310971,-26.099,0.041,-0.041,0.0,-23.123,0.046,-0.046,0.0,2460367.057256,0.002281,-0.002281,0,0.8153098,2.2e-06,-2.2e-06,0,1.373,0.344,-0.344,0,189.0,12.6055,-12.6055,0,1.19041,0.0856287,-0.0856287,0,2785.3,2023.0,10.1583,0.006,-0.006,0,142.086,0.433,-0.433,0,5729.0,149.042,-149.042,0,4.47487,0.0771837,-0.0771837,0,0.97,0.05,-0.05,0
FA,276.868143,73.264575,9.712,0.086,-0.086,0.0,17.41,0.099,-0.099,0.0,2458714.619721,0.003187,-0.003187,0,85.4244796,0.0017222,-0.0017222,0,3.6658465,0.4704235,-0.4704235,0,1134.2233028,148.5979,-148.5979,0,4.4208054,1.6479416,-1.6479416,0,10.9176682,463.6093885,9.9558,0.007,-0.007,0,172.284,1.5885,-1.5885,0,5697.0,128.002,-128.002,0,4.21712,0.0776249,-0.0776249,0,1.29609,0.0642663,-0.0642663,0
CP,194.739614,77.661716,-35.993,0.063,-0.063,0.0,31.425,0.046,-0.046,0.0,2459606.202888,0.007824,-0.007824,0,35.1896444,0.000224,-0.000224,0,3.3254029,0.4016906,-0.4016906,0,4524.9353925,350.61157,-350.61157,0,2.2253696,0.3869438,-0.3869438,0,0.6703132,230.7752258,12.9672,0.007,-0.007,0,57.7911,0.1051,-0.1051,0,3446.0,157.0,-157.0,0,4.89707,0.0028043,-0.0028043,0,0.326932,0.0096578,-0.0096578,0
FP,268.029535,62.79094,14.2,0.043,-0.043,0.0,-7.692,0.053,-0.053,0.0,2459659.732563,0.000417,-0.000417,0,9.6799809,6.9e-06,-6.9e-06,0,1.806,0.172,-0.172,0,15870.0,2.73188,-2.73188,0,14.6081,0.737069,-0.737069,0,31.1433,658.0,12.2169,0.007,-0.007,0,455.408,5.3135,-5.3135,0,5980.0,128.2,-128.2,0,4.39,0.08,-0.08,0,1.11,0.05,-0.05,0
FP,342.967188,-24.78778,158.71,0.114,-0.114,0.0,-71.085,0.094,-0.094,0.0,2458358.500535,0.002621,-0.002621,0,,,,0,2.67,,,0,13400.0,,,0,4.214299,,,0,1.3025049,272.4674275,12.4253,0.008,-0.008,0,51.3563,0.20135,-0.20135,0,3396.0,64.0,-64.0,0,4.91468,0.392296,-0.392296,0,0.334,0.056,-0.056,0
CP,247.667,49.046789,-25.3,0.047,-0.047,0.0,61.392,0.064,-0.064,0.0,2460423.375669,0.00185,-0.00185,0,0.3524597,5e-07,-5e-07,0,0.578,0.122,-0.122,0,305.0,48.494,-48.494,0,1.76224,0.164694,-0.164694,0,1844.98,1825.0,9.75874,0.006,-0.006,0,101.251,0.2835,-0.2835,0,5432.0,126.1,-126.1,0,4.51,0.08,-0.08,0,0.9,0.05,-0.05,0
CP,245.28004,31.577041,47.468,0.069,-0.069,0.0,37.877,0.097,-0.097,0.0,2458957.9252,0.001651,-0.001651,0,2.326343,1.45e-05,-1.45e-05,0,1.2195051,0.2230184,-0.2230184,0,4153.6144436,670.6309,-670.6309,0,1.9763187,0.2668421,-0.2668421,0,15.1203939,502.933455,13.5042,0.008,-0.008,0,51.6004,0.1294,-0.1294,0,3244.0,157.0,-157.0,0,4.97167,0.0114808,-0.0114808,0,0.261162,0.0078626,-0.0078626,0
CP,65.061496,84.900824,192.45,2.0,-2.0,0.0,-218.94,2.0,-2.0,0.0,2458816.152459,0.000833,-0.000833,0,3.4950422,8.7e-06,-8.7e-06,0,1.0311342,0.112701,-0.112701,0,2004.426903,204.97464,-204.97464,0,1.2734423,0.1111988,-0.1111988,0,6.0694989,400.3206181,12.2591,0.007,-0.007,0,,,,0,3022.0,157.0,-157.0,0,4.99625,0.013126,-0.013126,0,0.242745,0.0079963,-0.0079963,0
CP,65.061496,84.900824,192.45,2.0,-2.0,0.0,-218.94,2.0,-2.0,0.0,2458818.073212,0.000847,-0.000847,0,2.2891027,1e-05,-1e-05,0,0.8344032,0.4836109,-0.4836109,0,1384.622855,206.64485,-206.64485,0,0.9131404,1.3255601,-1.3255601,0,10.6709326,460.9675388,12.2591,0.007,-0.007,0,,,,0,3022.0,157.0,-157.0,0,4.99625,0.013126,-0.013126,0,0.242745,0.0079963,-0.0079963,0
FA,264.147896,77.126216,5.414,0.035,-0.035,0.0,21.959,0.038,-0.038,0.0,2458683.350647,0.001769,-0.001769,0,1.4206036,2.37e-05,-2.37e-05,0,1.6483243,0.5032854,-0.5032854,0,448.0101837,46.271366,-46.271366,0,1.1974247,1.3618252,-1.3618252,0,148.490368,890.3162916,11.9521,0.007,-0.007,0,82.1896,0.12405,-0.12405,0,3872.0,157.0,-157.0,0,4.69525,0.0094625,-0.0094625,0,0.548484,0.0161609,-0.0161609,0
FA,356.527357,-16.691464,-76.094,0.107,-0.107,0.0,-49.799,0.1,-0.1,0.0,2458364.102069,0.002061,-0.002061,0,,,,0,1.51,,,0,30400.0,,,0,2.432614,,,0,0.2909982,187.3235245,13.8409,0.008,-0.008,0,52.3436,0.23985,-0.23985,0,2808.0,80.0,-80.0,0,5.20628,0.340459,-0.340459,0,0.128,0.019,-0.019,0
CP,277.459311,40.541412,-14.919,0.044,-0.044,0.0,88.063,0.043,-0.043,0.0,2458685.367259,0.00063,-0.00063,0,2.6796164,7.2e-06,-7.2e-06,0,0.9028948,0.2374337,-0.2374337,0,827.5423687,82.70964,-82.70964,0,1.8334769,1.874735,-1.874735,0,83.7078249,771.4561825,10.3543,0.007,-0.007,0,48.876,0.05795,-0.05795,0,3943.0,157.0,-157.0,0,4.62547,0.0112025,-0.0112025,0,0.63072,0.0185106,-0.0185106,0
KP,358.558844,-30.013038,20.321,0.048,-0.048,0.0,-2.07,0.033,-0.033,0.0,2459089.518331,0.001788,-0.001788,0,2.6865041,5.3e-06,-5.3e-06,0,2.5524772,0.087448,-0.087448,0,12250.4189724,340.39734,-340.39734,0,13.7470239,0.3625193,-0.3625193,0,994.8105653,1432.3687809,13.2576,0.007,-0.007,0,757.044,13.4985,-13.4985,0,5738.0,,,0,4.23836,,,0,1.18274,,,0
FA,248.333273,63.524496,-56.427,0.041,-0.041,0.0,109.157,0.052,-0.052,0.0,2458683.724447,0.001987,-0.001987,0,0.4018586,1.4e-05,-1.4e-05,0,1.5779753,0.6501796,-0.6501796,0,111.3648011,23.801058,-23.801058,0,0.5525072,2.1341093,-2.1341093,0,568.7058283,1245.4940849,11.2076,0.007,-0.007,0,49.7627,0.06025,-0.06025,0,3621.0,157.0,-157.0,0,4.7197,0.008557,-0.008557,0,0.520283,0.0152485,-0.0152485,0
FP,252.471891,47.316983,-4.311,0.04,-0.04,0.0,43.332,0.047,-0.047,0.0,2460471.356355,0.004781,-0.004781,0,4.9707023,2.63e-05,-2.63e-05,0,2.586,0.584,-0.584,0,487.0,30.6483,-30.6483,0,2.38733,0.155559,-0.155559,0,328.783,1186.0,9.88372,0.006,-0.006,0,174.932,0.657,-0.657,0,6109.0,128.225,-128.225,0,4.33438,0.0796843,-0.0796843,0,1.21,0.05,-0.05,0
CP,332.563264,58.706093,21.263,0.054,-0.054,0.0,-20.874,0.044,-0.044,0.0,2458747.184629,0.004706,-0.004706,0,27.2672016,0.0002043,-0.0002043,0,2.4164839,1.4647499,-1.4647499,0,1154.3278885,227.82411,-227.82411,0,1.5781136,2.7466471,-2.7466471,0,1.6051398,287.0767134,11.3078,0.007,-0.007,0,42.409,0.047,-0.047,0,3546.0,157.0,-157.0,0,4.77262,0.0066053,-0.0066053,0,0.460014,0.0137236,-0.0137236,0
KP,5.237757,-35.998465,52.895,0.049,-0.049,0.0,-46.888,0.036,-0.036,0.0,2458354.773243,0.000279,-0.000279,0,3.1260778,2.3e-06,-2.3e-06,0,1.7185367,0.0270015,-0.0270015,0,11383.7527081,216.12529,-216.12529,0,10.9257115,0.7295448,-0.7295448,0,328.1564535,1085.5253926,11.5005,0.006,-0.006,0,211.196,1.7515,-1.7515,0,5100.0,,,0,4.4651,,,0,0.874706,0.0567763,-0.0567763,0
FA,286.227961,79.755949,-14.003,0.096,-0.096,0.0,194.934,0.092,-0.092,0.0,2458798.44781,0.006532,-0.006532,0,165.0031583,0.0112449,-0.0112449,0,5.0545903,0.490563,-0.490563,0,2976.5490435,415.37665,-415.37665,0,4.5170453,0.4236195,-0.4236195,0,1.8560976,297.6939099,9.863,0.043,-0.043,0,,0.288849,-0.288849,0,5780.0,,,0,4.56973,0.0176199,-0.0176199,0,0.699973,0.0265559,-0.0265559,0
FA,346.319169,-36.945639,14.666,0.048,-0.048,0.0,-24.892,0.072,-0.072,0.0,2458366.329788,0.002965,-0.002965,0,13.340145,0.004364,-0.004364,0,4.611198,0.546755,-0.546755,0,589.893526,79.06242,-79.06242,0,3.929267,1.571116,-1.571116,0,268.2186408,1032.1480322,8.7435,0.006,-0.006,0,140.941,0.852,-0.852,0,6467.0,198.0,-198.0,0,4.16063,0.321775,-0.321775,0,1.57943,0.198661,-0.198661,0
FP,348.296702,-53.832813,18.654,0.042,-0.042,0.0,-1.63,0.046,-0.046,0.0,2459061.885478,0.001705,-0.001705,0,0.7196291,0.0001024,-0.0001024,0,1.474746,0.2661613,-0.2661613,0,4971.1456595,440.55856,-440.55856,0,12.2917419,2.532109,-2.532109,0,14474.6698966,2797.5117326,11.8199,0.006,-0.006,0,643.988,15.055,-15.055,0,6454.0,6516.7,-6516.7,0,4.3,2.0,-2.0,0,1.69458,0.083216,-0.083216,0
KP,348.157128,-22.674125,-23.305,0.065,-0.065,0.0,-36.895,0.064,-0.064,0.0,2458357.394744,9.7e-05,-9.7e-05,0,3.3610013,5e-07,-5e-07,0,2.5685869,0.0154193,-0.0154193,0,24081.7810523,101.214005,-101.214005,0,12.7400071,0.6397709,-0.6397709,0,273.0272959,1036.7433695,11.4779,0.007,-0.007,0,197.119,1.6195,-1.6195,0,5375.0,,,0,4.49371,,,0,0.817705,0.0408442,-0.0408442,0
FP,335.53692,-30.763927,7.437,0.07,-0.07,0.0,-10.931,0.078,-0.078,0.0,2459064.594292,0.001192,-0.001192,0,3.0958985,0.0002913,-0.0002913,0,1.8584684,0.1017215,-0.1017215,0,10354.9916952,492.3127,-492.3127,0,19.2443952,15.441661,-15.441661,0,1246.3528431,1515.409487,12.0516,0.011,-0.011,0,539.486,13.1975,-13.1975,0,6764.0,6750.8,-6750.8,0,4.3,2.0,-2.0,0,1.25844,0.0616131,-0.0616131,0
FP,255.328342,51.529396,-27.478,0.037,-0.037,0.0,19.344,0.037,-0.037,0.0,2459002.081234,0.009418,-0.009418,0,,,,0,8.4494541,0.3877846,-0.3877846,0,6007.8703021,344.4813,-344.4813,0,11.625865,0.9148574,-0.9148574,0,49.504685,676.5210666,11.8831,0.007,-0.007,0,448.143,3.98,-3.98,0,5635.75,143.237,-143.237,0,4.12397,0.0865629,-0.0865629,0,1.43565,0.0839045,-0.0839045,0
CP,253.784885,20.491524,14.755,0.032,-0.032,0.0,44.689,0.037,-0.037,0.0,2459002.765265,0.003018,-0.003018,0,,,,0,6.1120058,0.380878,-0.380878,0,855.5836036,62.826878,-62.826878,0,4.1844083,0.8714301,-0.8714301,0,0.9694479,253.0759438,8.40302,0.006,-0.006,0,107.898,0.317,-0.317,0,6329.0,134.955,-134.955,0,4.24509,0.0925756,-0.0925756,0,1.39619,0.0640704,-0.0640704,0
KP,253.784885,20.491524,14.755,0.032,-0.032,0.0,44.689,0.037,-0.037,0.0,2458994.287456,0.002812,-0.002812,0,11.6207544,7.01e-05,-7.01e-05,0,5.6290584,0.3866138,-0.3866138,0,486.0090375,38.16921,-38.16921,0,3.207554,0.6054279,-0.6054279,0,239.281495,1003.1064616,8.40302,0.006,-0.006,0,107.898,0.317,-0.317,0,6329.0,134.955,-134.955,0,4.24509,0.0925756,-0.0925756,0,1.39619,0.0640704,-0.0640704,0
KP,353.562915,-42.061779,9.874,0.053,-0.053,0.0,-87.518,0.048,-0.048,0.0,2458355.184421,5.2e-05,-5.2e-05,0,1.3382314,3e-07,-3e-07,0,2.1560676,0.0086322,-0.0086322,0,27137.0920051,83.61518,-83.61518,0,14.8542602,0.9233534,-0.9233534,0,1188.6218545,1497.5477444,11.8295,0.006,-0.006,0,267.206,3.7205,-3.7205,0,5436.0,,,0,4.46024,,,0,0.894974,0.0555528,-0.0555528,0
FP,247.657124,56.399869,-51.626,0.087,-0.087,0.0,125.209,0.106,-0.106,0.0,2459007.727293,0.002842,-0.002842,0,,,,0,4.4875335,0.1932479,-0.1932479,0,4111.2234826,217.88962,-217.88962,0,18.0,,,0,82.7545001,769.2502648,9.85317,0.006,-0.006,0,167.542,1.471,-1.471,0,5879.0,120.447,-120.447,0,4.28122,0.0741616,-0.0741616,0,1.23623,0.0569347,-0.0569347,0
CP,116.973103,-71.001967,7.873,0.038,-0.038,0.0,-53.309,0.038,-0.038,0.0,2459037.417539,0.001624,-0.001624,0,20.2254946,4.87e-05,-4.87e-05,0,2.2719961,0.2457992,-0.2457992,0,712.14897,44.126038,-44.126038,0,1.9090249,0.8845575,-0.8845575,0,10.4016117,458.0310383,10.0534,0.006,-0.006,0,59.861,0.07945,-0.07945,0,4465.0,125.1,-125.1,0,4.6,0.1,-0.1,0,0.697547,0.0569246,-0.0569246,0
CP,116.973103,-71.001967,7.873,0.038,-0.038,0.0,-53.309,0.038,-0.038,0.0,2460160.451337,0.007197,-0.007197,0,11.3071786,6.21e-05,-6.21e-05,0,2.824,0.4,-0.4,0,264.0,18.3483,-18.3483,0,1.02968,0.099058,-0.099058,0,18.9311,581.0,10.0534,0.006,-0.006,0,59.861,0.07945,-0.07945,0,4465.0,125.1,-125.1,0,4.6,0.1,-0.1,0,0.7,0.06,-0.06,0
FP,352.192845,-76.636896,37.027,0.053,-0.053,0.0,-37.079,0.037,-0.037,0.0,2459086.60982,0.00172,-0.00172,0,0.98656,,,0,0.724,0.212,-0.212,0,390.0,5.27306,-5.27306,0,3.78687,0.461362,-0.461362,0,574.294,1363.0,10.3338,0.006,-0.006,0,238.68,1.328,-1.328,0,5522.0,132.7,-132.7,0,3.99,0.08,-0.08,0,1.64,0.09,-0.09,0
CP,31.690742,-81.247376,31.804,0.036,-0.036,0.0,-1.677,0.035,-0.035,0.0,2459356.607647,0.000809,-0.000809,0,17.1019622,2.34e-05,-2.34e-05,0,3.357,0.097,-0.097,0,11430.0,1.92099,-1.92099,0,10.1067,0.554732,-0.554732,0,20.0982,589.0,11.584,0.006,-0.006,0,231.782,1.1035,-1.1035,0,5302.3,5297.2,-5297.2,0,4.4,0.4,-0.4,0,0.93,0.05,-0.05,0
KP,172.858645,-41.689518,-13.442,0.05,-0.05,0.0,2.269,0.04,-0.04,0.0,2459329.30801,0.000424,-0.000424,0,2.2088214,2.2e-06,-2.2e-06,0,2.544,0.089,-0.089,0,7770.0,0.772966,-0.772966,0,11.6656,0.536794,-0.536794,0,1052.08,1586.0,11.8699,0.006,-0.006,0,416.784,5.6845,-5.6845,0,5960.4,104.5,-104.5,0,4.27,0.08,-0.08,0,1.26,0.06,-0.06,0
CP,230.230416,-33.69246,6.387,0.088,-0.088,0.0,-19.009,0.078,-0.078,0.0,2460083.976548,0.002751,-0.002751,0,7.7119842,2.98e-05,-2.98e-05,0,4.058,0.983,-0.983,0,3176.0,97.9038,-97.9038,0,10.7188,0.546961,-0.546961,0,536.15,1340.0,10.1757,0.006,-0.006,0,297.716,5.75,-5.75,0,6458.0,131.6,-131.6,0,4.03,0.09,-0.09,0,1.83,0.09,-0.09,0
CP,290.619895,60.853904,-10.335,0.039,-0.039,0.0,9.837,0.042,-0.042,0.0,2459769.981102,0.005638,-0.005638,0,2.994263,1.46e-05,-1.46e-05,0,6.9172309,0.1352049,-0.1352049,0,1120.6492357,23.722471,-23.722471,0,11.5655979,0.416855,-0.416855,0,619.5809037,1272.4603411,11.2347,0.007,-0.007,0,536.046,5.9135,-5.9135,0,4784.0,122.0,-122.0,0,,,,0,3.22859,,,0
CP,81.344582,-34.668249,38.0,0.032,-0.032,0.0,18.022,0.036,-0.036,0.0,2459183.68068,0.001087,-0.001087,0,22.6539607,3.98e-05,-3.98e-05,0,3.468,0.209,-0.209,0,11530.0,1.43086,-1.43086,0,12.2765,0.676669,-0.676669,0,13.8485,537.0,11.7024,0.006,-0.006,0,313.996,1.968,-1.968,0,5523.0,131.7,-131.7,0,4.33,0.08,-0.08,0,1.12,0.06,-0.06,0
FP,42.261441,-16.557655,59.809,0.087,-0.087,0.0,84.904,0.134,-0.134,0.0,2459169.749893,0.000588,-0.000588,0,1.6471574,2.2e-06,-2.2e-06,0,1.033,0.432,-0.432,0,3880.0,167.999,-167.999,0,6.06894,1.10307,-1.10307,0,362.237,1215.0,11.8012,0.006,-0.006,0,178.999,1.6895,-1.6895,0,5027.0,122.4,-122.4,0,4.64,0.09,-0.09,0,0.73,0.05,-0.05,0
FP,306.843521,-53.220653,45.658,0.051,-0.051,0.0,-10.599,0.041,-0.041,0.0,2458681.75145,0.00097,-0.00097,0,0.87741,6e-05,-6e-05,0,0.472,0.055,-0.055,0,12050.0,32.5226,-32.5226,0,8.59148,0.463846,-0.463846,0,26.3008,630.0,12.722,0.008,-0.008,0,121.433,0.57,-0.57,0,3495.0,157.0,-157.0,0,4.64,0.01,-0.01,0,0.62,0.02,-0.02,0
FP,86.458859,-32.947641,-29.22,0.032,-0.032,0.0,31.796,0.042,-0.042,0.0,2459221.101551,0.001685,-0.001685,0,3.9471567,1.14e-05,-1.14e-05,0,1.699,0.203,-0.203,0,1880.0,2.61218,-2.61218,0,3.86968,0.298503,-0.298503,0,71.367,809.0,11.1581,0.006,-0.006,0,139.546,0.4215,-0.4215,0,4794.0,124.5,-124.5,0,4.47,0.09,-0.09,0,0.84,0.06,-0.06,0
FP,192.32172,-21.333033,-0.794,0.057,-0.057,0.0,-10.736,0.052,-0.052,0.0,2459332.152874,0.000718,-0.000718,0,0.5109902,8e-07,-8e-07,0,0.709,0.251,-0.251,0,2720.0,21.6493,-21.6493,0,9.54792,0.908174,-0.908174,0,4048.85,2222.0,11.9951,0.008,-0.008,0,569.651,11.0955,-11.0955,0,6095.0,126.0,-126.0,0,4.13,0.08,-0.08,0,1.53,0.07,-0.07,0
FP,196.285834,-31.985378,-6.391,0.09,-0.09,0.0,-14.182,0.118,-0.118,0.0,2459331.195756,0.0012,-0.0012,0,1.1258127,2.8e-06,-2.8e-06,0,0.374,0.176,-0.176,0,1440.0,1598.78,-1598.78,0,13.1558,5.49473,-5.49473,0,570.852,1361.0,11.5137,0.007,-0.007,0,395.046,8.438,-8.438,0,6423.0,126.1,-126.1,0,4.36,0.09,-0.09,0,1.24,0.06,-0.06,0
FP,358.444734,-10.884958,0.799,0.084,-0.084,0.0,3.355,0.068,-0.068,0.0,2458355.325711,0.000357,-0.000357,0,4.534451,0.000118,-0.000118,0,4.936391,0.025827,-0.025827,0,23574.842911,144.90733,-144.90733,0,23.183789,5.063646,-5.063646,0,1003.7032593,1435.559122,11.2932,0.006,-0.006,0,502.927,18.046,-18.046,0,6421.5,83.0,-83.0,0,4.19,0.16,-0.16,0,1.47459,0.322004,-0.322004,0
FP,46.659674,-66.007932,14.519,0.033,-0.033,0.0,11.727,0.033,-0.033,0.0,2459073.99562,0.00641,-0.00641,0,22.84518,0.0002,-0.0002,0,7.215,0.749,-0.749,0,9210.0,6.90369,-6.90369,0,15.1752,0.83014,-0.83014,0,91.9765,862.0,11.9961,0.006,-0.006,0,580.188,6.1975,-6.1975,0,5963.1,113.3,-113.3,0,4.08,0.08,-0.08,0,1.57,0.07,-0.07,0
CP,89.130026,-5.01203,12.306,0.068,-0.068,0.0,-15.424,0.063,-0.063,0.0,2459227.044447,0.000644,-0.000644,0,4.0197555,4.1e-06,-4.1e-06,0,2.688,0.154,-0.154,0,9750.0,1.74846,-1.74846,0,9.57594,0.594464,-0.594464,0,211.813,1062.0,11.5521,0.006,-0.006,0,219.614,1.702,-1.702,0,5216.0,131.3,-131.3,0,4.44,0.09,-0.09,0,0.94,0.06,-0.06,0
FP,108.017449,-50.247778,8.126,0.043,-0.043,0.0,-20.872,0.041,-0.041,0.0,2459962.920417,0.001174,-0.001174,0,0.659752,1.5e-06,-1.5e-06,0,0.6731474,0.4168168,-0.4168168,0,1138.1047916,141.29456,-141.29456,0,4.3019481,7.240437,-7.240437,0,7130.6861294,2343.7030204,11.9732,0.006,-0.006,0,415.137,3.9495,-3.9495,0,5832.0,127.0,-127.0,0,4.26,0.08,-0.08,0,1.25112,0.0609448,-0.0609448,0
CP,134.957623,-48.488493,-5.178,0.046,-0.046,0.0,-19.817,0.041,-0.041,0.0,2459990.646884,0.000606,-0.000606,0,5.1750108,4e-06,-4e-06,0,2.0076562,0.0392649,-0.0392649,0,13020.075325,209.04672,-209.04672,0,11.4726621,0.7013643,-0.7013643,0,162.7267425,910.9289033,11.6955,0.006,-0.006,0,210.915,1.1745,-1.1745,0,5177.0,130.7,-130.7,0,4.48,0.09,-0.09,0,0.892685,0.0530276,-0.0530276,0
CP,353.243538,-29.416487,151.047,0.108,-0.108,0.0,-333.194,0.156,-0.156,0.0,2458355.241753,0.002319,-0.002319,0,5.4361667,1.67e-05,-1.67e-05,0,1.5419673,0.2448138,-0.2448138,0,4797.1288482,735.69073,-735.69073,0,1.7175409,0.2127978,-0.2127978,0,3.6311669,352.0718502,13.4102,0.007,-0.007,0,38.0749,0.22785,-0.22785,0,3139.0,98.0,-98.0,0,5.04944,0.547167,-0.547167,0,0.211299,0.0065435,-0.0065435,0
FP,144.040606,-24.751118,-6.376,0.053,-0.053,0.0,1.579,0.051,-0.051,0.0,2459989.454493,0.001547,-0.001547,0,1.1792344,0.0001304,-0.0001304,0,1.7572263,0.1091569,-0.1091569,0,5398.6996811,363.7887,-363.7887,0,26.9739777,15.517121,-15.517121,0,16257.6914094,2879.9468214,12.2186,0.007,-0.007,0,1092.91,38.565,-38.565,0,6127.1,124.1,-124.1,0,3.67,0.09,-0.09,0,2.6058199,0.155106,-0.155106,0
CP,61.68622,-16.755755,11.289,0.038,-0.038,0.0,-39.175,0.034,-0.034,0.0,2459168.5071,0.002186,-0.002186,0,13.3368173,5.79e-05,-5.79e-05,0,4.384,0.505,-0.505,0,8210.0,5.88429,-5.88429,0,11.2448,0.670513,-0.670513,0,69.8726,805.0,12.5882,0.007,-0.007,0,508.686,7.327,-7.327,0,5517.0,120.9,-120.9,0,4.26,0.08,-0.08,0,1.2,0.06,-0.06,0
